"";"classe 1";"classe 2";"classe 3";"classe 4"
"pedestre";13,263;-1,57;-1,403;-2,484
"paz";0,18;1,142;0,004;-2,069
"partido";-0,072;0,046;-0,934;0,839
"park";0,658;-1,045;2,531;-1,654
"parede";11,046;-1,307;-1,168;-2,069
"parecido";0,012;-0,059;-0,02;0,05
"painel";1,758;0,294;-0,7;-1,24
"orientação";0,006;0,294;0,409;-1,24
"opção";-0,294;-1,307;0,004;2,301
"optar";0,012;-0,059;-0,02;0,05
"onda";-0,594;-1,57;8,968;-0,458
"ocupado";0,18;-1,307;0,004;0,283
"obter";-2,734;-0,059;0,819;1,26
"negócio";-2,734;-0,059;0,819;1,26
"natal";3,578;-1,045;0,097;-1,654
"nascimento";-1,821;7,216;-0,934;-0,034
"nakamoto";-2,734;-1,57;-1,403;14,6
"máximo";0,18;-1,307;0,004;0,283
"mr";-2,277;1,142;5,529;-2,069
"mito";-1,821;7,216;0,097;-1,654
"membro";0,18;-0,001;-1,168;0,283
"marcha";-0,294;10,763;-1,168;-2,069
"maravilhoso";3,578;0,046;-0,934;-1,654
"luis";1,758;-0,783;0,409;-1,24
"juventude";1,758;0,294;-0,7;-1,24
"juiz";7,614;-1,57;-1,403;-0,458
"jbs";-2,277;-1,307;-1,168;12,159
"invadir";0,658;-1,045;0,097;-0,034
"interpretação";-2,277;4,729;-1,168;0,283
"interpretar";-0,594;0,588;3,802;-2,484
"interesse";0,006;0,294;-0,7;0,025
"inteiro";-1,821;-1,045;0,097;4,068
"instituto";1,758;-0,783;-0,7;0,025
"inss";-2,277;-1,307;-1,168;12,159
"inovação";-2,277;-0,001;1,458;0,283
"inocente";3,578;0,046;-0,934;-1,654
"infância";1,933;1,142;-1,168;-2,069
"indiano";13,263;-1,57;-1,403;-2,484
"indenização";8,831;-1,045;-0,934;-1,654
"incorporar";-2,734;-0,059;-1,403;8,535
"imposto";-2,734;-1,57;-1,403;14,6
"ideologia";-2,277;1,142;-1,168;2,301
"icms";-2,277;-1,307;-1,168;12,159
"hipótese";1,933;-1,307;-1,168;0,283
"herói";-1,365;3,876;0,409;-1,24
"gestão";-2,277;-0,001;0,004;2,301
"garoto";0,988;0,588;-0,02;-2,484
"fã";0,012;-0,059;3,802;-2,484
"frequência";-0,072;-1,045;-0,934;4,068
"forçar";8,831;-1,045;-0,934;-1,654
"formar";0,988;-1,57;-0,02;0,05
"fila";-0,072;-1,045;2,531;-0,034
"federação";-0,072;-1,045;-0,934;4,068
"fast_food";3,522;-1,57;0,819;-2,484
"faca";13,263;-1,57;-1,403;-2,484
"exército";3,522;-0,059;-1,403;-0,458
"extremo";1,758;0,294;-0,7;-1,24
"exterior";-0,594;-1,57;16,316;-2,484
"expressão";0,006;0,294;-0,7;0,025
"explosão";3,522;-0,059;-1,403;-0,458
"exercer";1,758;0,294;-0,7;-1,24
"ethereum";-1,821;-1,045;-0,934;9,721
"etc";-0,294;-1,307;1,458;0,283
"esquerdo";-1,821;-1,045;-0,934;9,721
"específico";-2,734;0,588;-1,403;4,088
"especializado";0,006;-0,783;-0,7;2,04
"espancar";13,263;-1,57;-1,403;-2,484
"espalhar";-0,294;-0,001;0,004;0,283
"esforço";-2,734;-0,059;-0,02;4,088
"esconder";3,522;-0,059;-1,403;-0,458
"escapar";-2,277;-0,001;-1,168;6,26
"errado";-2,734;7,767;-1,403;0,05
"entrevistar";0,18;-0,001;1,458;-2,069
"engenheiro";-2,734;-1,57;-1,403;14,6
"emprego";-2,734;-0,059;-0,02;4,088
"embutido";-2,734;0,588;-1,403;4,088
"edifício";7,614;-1,57;-1,403;-0,458
"drama";7,614;-1,57;-0,02;-2,484
"dormir";7,614;-0,059;-1,403;-2,484
"dono";0,006;-0,783;-0,7;2,04
"disponível";-2,734;-0,059;3,802;0,05
"direto";0,012;-0,059;3,802;-2,484
"dinossauro";-2,277;-1,307;0,004;6,26
"diferença";0,18;-1,307;0,004;0,283
"deus";-2,277;1,142;5,529;-2,069
"determinar";13,263;-1,57;-1,403;-2,484
"destino";-0,594;-0,059;3,802;-0,458
"desocupação";7,614;-1,57;-1,403;-0,458
"depoimento";11,046;-1,307;-1,168;-2,069
"data";3,522;-1,57;-0,02;-0,458
"custar";5,555;-1,307;-1,168;-0,205
"cumprimento";3,522;-1,57;-0,02;-0,458
"criticar";-2,277;1,142;0,004;0,283
"criminoso";0,988;-1,57;-1,403;1,26
"criminal";0,012;-0,059;-0,02;0,05
"cotidiano";0,658;-1,045;0,097;-0,034
"coração";1,933;-0,001;0,004;-2,069
"copa";-1,365;-0,783;4,476;0,025
"contato";0,006;-0,783;4,476;-1,24
"consumo";-2,734;-0,059;-0,02;4,088
"consumir";-0,294;-1,307;-1,168;6,26
"constante";-1,821;2,103;-0,934;0,839
"consequência";-0,594;3,158;-0,02;-0,458
"confiança";-2,277;1,142;0,004;0,283
"conferir";-0,072;-1,045;0,097;0,839
"conduzir";-0,294;1,142;-1,168;0,283
"concepção";-1,821;2,103;-0,934;0,839
"comparação";-1,365;11,532;-0,7;-1,24
"cobrar";0,658;0,046;-0,934;-0,034
"classe";-0,294;1,142;-1,168;0,283
"ciência";-0,072;2,103;0,097;-1,654
"circulação";-0,294;-1,307;-1,168;6,26
"ciclo";-1,365;-0,783;0,409;2,04
"chorar";7,614;-1,57;-0,02;-2,484
"choque";-0,072;0,046;0,097;-0,034
"cerebral";-0,294;4,729;0,004;-2,069
"carteira";-2,277;-1,307;0,004;6,26
"brooklyn";0,006;-0,783;4,476;-1,24
"bndes";-2,277;-1,307;-1,168;12,159
"bloqueio";1,758;-0,783;0,409;-1,24
"blockchains";-2,734;0,588;-1,403;4,088
"bastar";-2,277;-0,001;0,004;2,301
"baseado";-2,277;-1,307;0,004;6,26
"barraco";7,614;-1,57;-1,403;-0,458
"auxiliar";0,012;-1,57;8,968;-2,484
"atropelar";13,263;-1,57;-1,403;-2,484
"ativista";-2,734;-0,059;8,968;-0,458
"atendente";13,263;-1,57;-1,403;-2,484
"assassinato";0,012;-0,059;-1,403;1,26
"apurar";11,046;-1,307;-1,168;-2,069
"anterior";-2,277;-1,307;0,004;6,26
"angelique";3,522;-1,57;0,819;-2,484
"amor";-1,821;-1,045;17,211;-1,654
"alvo";0,006;-0,783;0,409;0,025
"alugar";3,522;-1,57;-1,403;0,05
"alternativa";-2,734;-1,57;-0,02;8,535
"alimentar";5,555;-1,307;0,004;-2,069
"acusar";7,614;-0,059;-1,403;-2,484
"abandonar";-0,594;-1,57;8,968;-0,458
"abandonado";-0,294;-0,001;-1,168;2,301
"ótimo";-2,277;-1,307;21,527;-2,069
"volume";-1,821;2,103;0,097;-0,034
"visitante";-2,277;-0,001;5,529;-0,205
"venda";-2,277;-1,307;0,004;6,26
"un";0,658;2,103;-0,934;-1,654
"túnel";11,046;-1,307;-1,168;-2,069
"tributação";-2,277;-1,307;-1,168;12,159
"tranquilo";-0,294;-1,307;-1,168;6,26
"teste";0,658;-1,045;2,531;-1,654
"tesouro";-1,821;0,046;-0,934;4,068
"terça_feira";5,555;-1,307;-1,168;-0,205
"terrorismo";6,619;-0,783;-0,7;-1,24
"território";-2,277;-1,307;0,004;6,26
"sócrates";-2,277;4,729;1,458;-2,069
"supremo";1,933;-1,307;-1,168;0,283
"state";-1,365;-0,783;12,9;-1,24
"sofrimento";0,18;-0,001;-1,168;0,283
"sobreiro";11,046;-1,307;-1,168;-2,069
"singularity";-1,821;-1,045;17,211;-1,654
"setembro";-1,821;-1,045;2,531;0,839
"sensação";0,18;-0,001;1,458;-2,069
"secretaria";-1,365;-0,783;-0,7;7,287
"saudade";-0,072;0,046;2,531;-1,654
"salão";-2,277;-0,001;12,219;-2,069
"sabiá";-2,277;-1,307;21,527;-2,069
"rs";-0,072;-1,045;-0,934;4,068
"ritmo";-2,277;-1,307;1,458;2,301
"retornar";8,831;-1,045;-0,934;-1,654
"restante";-0,294;-1,307;0,004;2,301
"religião";0,006;0,294;-0,7;0,025
"relato";5,555;-0,001;-1,168;-2,069
"relacionar";3,578;-1,045;0,097;-1,654
"refém";5,555;-1,307;-1,168;-0,205
"reforçar";-0,072;2,103;-0,934;-0,034
"reclamar";5,555;-1,307;0,004;-2,069
"recife";-2,277;-1,307;5,529;0,283
"raro";0,006;0,294;-0,7;0,025
"rapaz";0,658;-1,045;2,531;-1,654
"racismo";6,619;-0,783;-0,7;-1,24
"pós_traumático";11,046;-1,307;-1,168;-2,069
"protesto";-2,277;19,243;-1,168;-2,069
"proteger";0,658;0,046;-0,934;-0,034
"propósito";0,18;1,142;-1,168;-0,205
"produtor";-1,821;0,046;2,531;-0,034
"procedimento";-1,821;-1,045;-0,934;9,721
"poço";-2,277;-1,307;-1,168;12,159
"pousar";6,619;-0,783;-0,7;-1,24
"possuir";-1,821;7,216;0,097;-1,654
"pontuar";0,006;-0,783;-0,7;2,04
"pm";11,046;-1,307;-1,168;-2,069
"plantão";6,619;-0,783;-0,7;-1,24
"planejar";-0,072;2,103;0,097;-1,654
"pintar";-0,294;-1,307;12,219;-2,069
"perna";1,933;-0,001;0,004;-2,069
"pergunta";-1,365;3,876;-0,7;0,025
"perfeito";-1,365;3,876;0,409;-1,24
"pensamento";1,933;-0,001;-1,168;-0,205
"pedaço";0,18;1,142;-1,168;-0,205
"paulista";-0,072;-1,045;8,236;-1,654
"paterno";6,619;-0,783;-0,7;-1,24
"passeio";0,658;-1,045;0,097;-0,034
"parado";0,658;-1,045;0,097;-0,034
"pangong";11,046;-1,307;-1,168;-2,069
"paleontólogo";-1,821;-1,045;2,531;0,839
"palco";-0,072;-1,045;8,236;-1,654
"ostentar";-1,821;7,216;-0,934;-0,034
"orçamento";0,658;-1,045;-0,934;0,839
"orientar";-0,072;0,046;0,097;-0,034
"noção";-0,072;7,216;-0,934;-1,654
"novidade";-1,821;2,103;0,097;-0,034
"nora";11,046;-1,307;-1,168;-2,069
"nerd";-2,277;-1,307;21,527;-2,069
"muçulmano";5,555;-0,001;-1,168;-2,069
"mundial";-1,365;3,876;-0,7;0,025
"motivar";0,658;-1,045;2,531;-1,654
"modelo";-1,821;-1,045;2,531;0,839
"mistura";-2,277;-0,001;0,004;2,301
"minério";-1,365;-0,783;0,409;2,04
"meta";-0,072;0,046;0,097;-0,034
"mesa";-0,294;1,142;1,458;-2,069
"mata";6,619;-0,783;-0,7;-1,24
"madrasta";11,046;-1,307;-1,168;-2,069
"luz";0,18;1,142;-1,168;-0,205
"luiza";0,18;-1,307;5,529;-2,069
"lira";-1,821;15,385;-0,934;-1,654
"linha";0,006;0,294;0,409;-1,24
"limpo";-0,294;1,142;-1,168;0,283
"ligação";-0,072;-1,045;-0,934;4,068
"liderança";-1,365;0,294;-0,7;2,04
"libertar";-1,821;2,103;0,097;-0,034
"letra";-1,821;2,103;2,531;-1,654
"lembrança";-0,072;0,046;2,531;-1,654
"legislativo";-1,821;-1,045;-0,934;9,721
"le";11,046;-1,307;-1,168;-2,069
"lama";-1,365;3,876;0,409;-1,24
"ladakh";11,046;-1,307;-1,168;-2,069
"juro";-1,821;-1,045;-0,934;9,721
"juliana";5,555;-1,307;0,004;-2,069
"judiciário";-0,294;-1,307;-1,168;6,26
"judicial";11,046;-1,307;-1,168;-2,069
"jantar";-0,294;4,729;0,004;-2,069
"janela";5,555;-1,307;-1,168;-0,205
"iva";-1,821;-1,045;-0,934;9,721
"ismael";3,578;0,046;-0,934;-1,654
"irineu";-2,277;19,243;-1,168;-2,069
"inversand";-2,277;-1,307;-1,168;12,159
"intolerância";0,006;3,876;-0,7;-1,24
"intervenção";-0,072;-1,045;-0,934;4,068
"interessar";0,006;-0,783;0,409;0,025
"integração";-1,821;-1,045;-0,934;9,721
"individual";-2,277;-1,307;0,004;6,26
"indicado";1,758;-0,783;0,409;-1,24
"inaugurar";-1,821;15,385;-0,934;-1,654
"importar";-2,277;19,243;-1,168;-2,069
"ilha";-1,821;-1,045;2,531;0,839
"ignorar";-1,821;-1,045;-0,934;9,721
"ideológico";0,658;-1,045;-0,934;0,839
"homenagem";0,006;0,294;0,409;-1,24
"himalaia";11,046;-1,307;-1,168;-2,069
"hegemônico";-0,294;1,142;0,004;-0,205
"habitação";-0,294;-1,307;-1,168;6,26
"gigante";-1,821;2,103;-0,934;0,839
"gafieira";-1,821;-1,045;17,211;-1,654
"funcionamento";-1,821;-1,045;-0,934;9,721
"fraude";-2,277;-0,001;-1,168;6,26
"focar";-2,277;-0,001;0,004;2,301
"floresta";-2,277;1,142;1,458;-0,205
"financiar";-0,294;-0,001;-1,168;2,301
"ferimento";8,831;-1,045;-0,934;-1,654
"feira";-0,294;1,142;0,004;-0,205
"fazenda";-2,277;1,142;-1,168;2,301
"facilidade";-0,294;-0,001;-1,168;2,301
"facada";11,046;-1,307;-1,168;-2,069
"existência";-1,821;2,103;-0,934;0,839
"exercício";-2,277;-1,307;0,004;6,26
"excelente";-1,365;-0,783;0,409;2,04
"ex_presidente";0,18;1,142;-1,168;-0,205
"evidência";0,18;-1,307;-1,168;2,301
"europa";-2,277;-1,307;21,527;-2,069
"eterno";-0,072;7,216;-0,934;-1,654
"estrutural";-1,365;-0,783;-0,7;7,287
"estresse";11,046;-1,307;-1,168;-2,069
"estreito";-0,072;2,103;0,097;-1,654
"estereótipo";-2,277;19,243;-1,168;-2,069
"estabelecimento";3,578;-1,045;-0,934;-0,034
"esportivo";-2,277;-1,307;21,527;-2,069
"escolar";-2,277;-1,307;-1,168;12,159
"entretenimento";-1,365;3,876;0,409;-1,24
"ensaio";-1,365;11,532;-0,7;-1,24
"empire";-1,365;0,294;4,476;-1,24
"emocionar";-2,277;1,142;5,529;-2,069
"embalar";0,658;-1,045;-0,934;0,839
"embalagem";-2,277;-1,307;-1,168;12,159
"emanuelly";11,046;-1,307;-1,168;-2,069
"elevado";1,933;-1,307;-1,168;0,283
"eleição";0,658;2,103;-0,934;-1,654
"eduardo";-0,072;-1,045;-0,934;4,068
"dívida";-2,277;-1,307;-1,168;12,159
"duração";11,046;-1,307;-1,168;-2,069
"diversidade";0,006;3,876;-0,7;-1,24
"dispor";-0,294;-1,307;-1,168;6,26
"desfile";-0,294;4,729;0,004;-2,069
"desejar";-1,821;0,046;2,531;-0,034
"desconto";-0,072;-1,045;0,097;0,839
"descer";3,578;-1,045;0,097;-1,654
"desastre";-0,072;-1,045;0,097;0,839
"desaparecimento";11,046;-1,307;-1,168;-2,069
"depressão";11,046;-1,307;-1,168;-2,069
"cumprir";-0,072;2,103;-0,934;-0,034
"cuidar";5,555;-1,307;-1,168;-0,205
"cuba";1,758;0,294;-0,7;-1,24
"crítico";-2,277;1,142;1,458;-0,205
"crítica";-1,821;2,103;0,097;-0,034
"correspondente";-1,365;-0,783;0,409;2,04
"cor";0,006;-0,783;0,409;0,025
"controlar";-0,294;-0,001;0,004;0,283
"conselheiro";8,831;-1,045;-0,934;-1,654
"conflituoso";-1,365;3,876;-0,7;0,025
"conexão";-0,294;-0,001;0,004;0,283
"conceder";-0,072;0,046;0,097;-0,034
"comunicação";6,619;-0,783;-0,7;-1,24
"comportamento";-1,821;7,216;0,097;-1,654
"comentar";0,18;-1,307;5,529;-2,069
"comando";0,658;0,046;0,097;-1,654
"coletivo";-2,277;-0,001;1,458;0,283
"cobertura";-1,365;3,876;0,409;-1,24
"clima";0,006;-0,783;4,476;-1,24
"circuito";-1,821;2,103;2,531;-1,654
"chuva";6,619;-0,783;-0,7;-1,24
"cheiro";1,933;-1,307;-1,168;0,283
"cartaz";0,658;-1,045;0,097;-0,034
"cargo";-1,365;0,294;0,409;0,025
"cancerígeno";-2,277;-1,307;-1,168;12,159
"campeão";-1,821;2,103;0,097;-0,034
"caminhão";5,555;-1,307;0,004;-2,069
"cama";11,046;-1,307;-1,168;-2,069
"caixa";0,18;-1,307;0,004;0,283
"broadway";0,006;-0,783;4,476;-1,24
"brilhar";-1,365;11,532;-0,7;-1,24
"brigada";1,933;-1,307;-1,168;0,283
"briga";5,555;-1,307;-1,168;-0,205
"borough";11,046;-1,307;-1,168;-2,069
"bicicleta";5,555;-1,307;0,004;-2,069
"benefício";-1,821;0,046;-0,934;4,068
"banho";11,046;-1,307;-1,168;-2,069
"baixar";0,658;-1,045;2,531;-1,654
"avaliar";-1,821;0,046;-0,934;4,068
"aula";-2,277;-0,001;12,219;-2,069
"assédio";-2,277;19,243;-1,168;-2,069
"aspecto";-1,821;-1,045;-0,934;9,721
"araraquara";8,831;-1,045;-0,934;-1,654
"aprovação";-2,277;-1,307;0,004;6,26
"apropriado";-0,294;4,729;0,004;-2,069
"anjo";3,578;0,046;-0,934;-1,654
"animal";-2,277;-1,307;-1,168;12,159
"andrade";-0,072;7,216;-0,934;-1,654
"amoroso";-0,294;1,142;0,004;-0,205
"amador";-2,277;-1,307;21,527;-2,069
"alves";1,933;1,142;-1,168;-2,069
"almoço";1,933;-0,001;0,004;-2,069
"agressor";8,831;-1,045;-0,934;-1,654
"adicional";-2,277;-1,307;-1,168;12,159
"ódio";-1,365;3,876;-0,7;0,025
"íntegro";0,658;2,103;-0,934;-1,654
"ídolo";-1,365;3,876;0,409;-1,24
"áudio";-1,365;-0,783;0,409;2,04
"áfrica";-1,365;11,532;-0,7;-1,24
"vladimir";-1,365;-0,783;4,476;0,025
"viridiana";6,619;-0,783;-0,7;-1,24
"vergonha";0,658;-1,045;2,531;-1,654
"varejo";-1,821;-1,045;-0,934;9,721
"valorizar";-1,821;2,103;0,097;-0,034
"trèbes";1,758;-0,783;0,409;-1,24
"trilogia";-1,821;7,216;0,097;-1,654
"tratamento";-1,821;-1,045;-0,934;9,721
"transformação";-1,821;2,103;-0,934;0,839
"transferência";-1,365;-0,783;-0,7;7,287
"tolokonnikova";-0,072;-1,045;2,531;-0,034
"tjlp";-1,821;-1,045;-0,934;9,721
"tentado";-0,072;0,046;0,097;-0,034
"temperatura";3,578;-1,045;-0,934;-0,034
"sustentável";-1,821;-1,045;-0,934;9,721
"surrealista";6,619;-0,783;-0,7;-1,24
"surgimento";-1,821;0,046;-0,934;4,068
"sujeito";0,006;3,876;-0,7;-1,24
"socorrer";8,831;-1,045;-0,934;-1,654
"sociólogo";-1,821;-1,045;-0,934;9,721
"sobrevivente";1,758;0,294;-0,7;-1,24
"sindicato";0,006;-0,783;-0,7;2,04
"simples";0,658;-1,045;-0,934;0,839
"silício";-1,821;-1,045;17,211;-1,654
"silêncio";-1,365;3,876;0,409;-1,24
"sequela";8,831;-1,045;-0,934;-1,654
"sentimento";8,831;-1,045;-0,934;-1,654
"secretário";-0,072;-1,045;-0,934;4,068
"sartori";-1,821;-1,045;-0,934;9,721
"sangue";8,831;-1,045;-0,934;-1,654
"sambista";-1,365;3,876;0,409;-1,24
"salvador";8,831;-1,045;-0,934;-1,654
"rodovia";-1,365;3,876;-0,7;0,025
"reverter";-1,365;3,876;-0,7;0,025
"retomar";-1,365;0,294;0,409;0,025
"resolução";-1,821;-1,045;-0,934;9,721
"república";-1,821;0,046;2,531;-0,034
"representante";0,658;0,046;-0,934;-0,034
"repertório";-1,821;2,103;2,531;-1,654
"renovar";-0,072;2,103;-0,934;-0,034
"relatório";-1,365;-0,783;-0,7;7,287
"relacionamento";1,758;0,294;-0,7;-1,24
"reivindicar";8,831;-1,045;-0,934;-1,654
"regular";-0,072;-1,045;-0,934;4,068
"regional";1,758;-0,783;-0,7;0,025
"refeição";1,758;-0,783;0,409;-1,24
"reconhecimento";-1,821;0,046;8,236;-1,654
"recompensa";-0,072;0,046;-0,934;0,839
"recomendação";1,758;-0,783;-0,7;0,025
"reafirmar";-1,821;-1,045;-0,934;9,721
"quente";-0,072;2,103;-0,934;-0,034
"quebrado";6,619;-0,783;-0,7;-1,24
"punir";-1,821;0,046;-0,934;4,068
"psicóloga";3,578;-1,045;-0,934;-0,034
"proporcionar";-0,072;0,046;0,097;-0,034
"proibir";-1,821;2,103;2,531;-1,654
"procurador";3,578;-1,045;-0,934;-0,034
"processar";-1,365;-0,783;-0,7;7,287
"privacidade";-0,072;2,103;0,097;-1,654
"preventivo";3,578;-1,045;-0,934;-0,034
"preservar";-1,365;-0,783;-0,7;7,287
"preparo";-0,072;-1,045;8,236;-1,654
"preencher";-0,072;-1,045;0,097;0,839
"precipício";0,658;0,046;0,097;-1,654
"precioso";-1,365;-0,783;0,409;2,04
"prato";1,758;-0,783;-0,7;0,025
"porco";-1,365;-0,783;0,409;2,04
"planeta";-1,365;0,294;-0,7;2,04
"pista";-0,072;-1,045;2,531;-0,034
"piso";-1,821;-1,045;0,097;4,068
"perseguição";0,006;0,294;0,409;-1,24
"pedreiro";0,658;-1,045;-0,934;0,839
"passageiro";1,758;0,294;-0,7;-1,24
"paralisação";8,831;-1,045;-0,934;-1,654
"paraisópolis";3,578;-1,045;-0,934;-0,034
"osso";-0,072;2,103;-0,934;-0,034
"operador";-1,365;-0,783;-0,7;7,287
"ofender";0,006;0,294;-0,7;0,025
"ocupante";6,619;-0,783;-0,7;-1,24
"necessitar";-1,821;-1,045;0,097;4,068
"nacionalismo";-1,365;3,876;-0,7;0,025
"mário";1,758;0,294;-0,7;-1,24
"murilo";-1,365;-0,783;12,9;-1,24
"movimentar";0,006;0,294;0,409;-1,24
"moriri";8,831;-1,045;-0,934;-1,654
"monte";-1,365;0,294;4,476;-1,24
"montar";-1,821;-1,045;17,211;-1,654
"modificar";-1,821;-1,045;8,236;-0,034
"missão";-1,365;3,876;-0,7;0,025
"miles";-1,365;0,294;4,476;-1,24
"metrópole";-1,821;-1,045;17,211;-1,654
"metropolitano";8,831;-1,045;-0,934;-1,654
"medieval";-1,821;-1,045;0,097;4,068
"maquiar";-1,365;-0,783;-0,7;7,287
"manutenção";-1,365;0,294;-0,7;2,04
"mantua";-1,365;-0,783;-0,7;7,287
"manchester";8,831;-1,045;-0,934;-1,654
"mala";-1,821;-1,045;17,211;-1,654
"macaco";8,831;-1,045;-0,934;-1,654
"loucura";1,758;-0,783;-0,7;0,025
"loubna";3,578;-1,045;0,097;-1,654
"litoral";8,831;-1,045;-0,934;-1,654
"linguiça";-1,365;-0,783;-0,7;7,287
"limpeza";1,758;-0,783;0,409;-1,24
"liderar";0,006;0,294;-0,7;0,025
"liberdade";-1,365;0,294;4,476;-1,24
"lanche";8,831;-1,045;-0,934;-1,654
"lanceiro";8,831;-1,045;-0,934;-1,654
"khimki";0,658;0,046;0,097;-1,654
"khardung";8,831;-1,045;-0,934;-1,654
"júnior";-0,072;-1,045;-0,934;4,068
"julgamento";3,578;0,046;-0,934;-1,654
"jazz";0,006;0,294;0,409;-1,24
"introduzir";-1,365;0,294;-0,7;2,04
"interromper";-1,821;0,046;-0,934;4,068
"inspirar";0,006;-0,783;-0,7;2,04
"injúria";8,831;-1,045;-0,934;-1,654
"inicial";0,658;2,103;-0,934;-1,654
"indivíduo";-1,821;-1,045;-0,934;9,721
"impressão";-1,365;3,876;0,409;-1,24
"impactar";-1,365;11,532;-0,7;-1,24
"imigração";-1,365;-0,783;0,409;2,04
"imenso";-1,365;-0,783;0,409;2,04
"ilusão";1,758;0,294;-0,7;-1,24
"identidade";-0,072;2,103;-0,934;-0,034
"humorista";-1,821;-1,045;17,211;-1,654
"higienizar";-1,821;15,385;-0,934;-1,654
"hemilly";6,619;-0,783;-0,7;-1,24
"habitacional";0,658;-1,045;-0,934;0,839
"gênese";-1,821;7,216;-0,934;-0,034
"gás";0,658;-1,045;0,097;-0,034
"guia";3,578;0,046;-0,934;-1,654
"grillo";-1,821;-1,045;-0,934;9,721
"fórmula";-1,821;-1,045;17,211;-1,654
"fundação";-1,821;0,046;0,097;0,839
"fruto";-1,365;3,876;-0,7;0,025
"frequentar";-0,072;0,046;2,531;-1,654
"fraco";0,006;-0,783;-0,7;2,04
"fosso";-1,821;-1,045;-0,934;9,721
"fonte";-1,365;0,294;-0,7;2,04
"financiamento";-1,821;-1,045;-0,934;9,721
"finalizar";1,758;-0,783;0,409;-1,24
"fenômeno";-1,821;0,046;2,531;-0,034
"faltar";-0,072;0,046;0,097;-0,034
"faculdade";-1,821;0,046;8,236;-1,654
"extremista";8,831;-1,045;-0,934;-1,654
"exterminador";6,619;-0,783;-0,7;-1,24
"expressar";0,658;-1,045;0,097;-0,034
"explodir";3,578;0,046;-0,934;-1,654
"experimentar";0,006;0,294;-0,7;0,025
"exato";-0,072;-1,045;8,236;-1,654
"evolução";-1,821;0,046;0,097;0,839
"estragado";-1,821;-1,045;0,097;4,068
"estimular";-1,365;3,876;-0,7;0,025
"estabilidade";-1,821;0,046;0,097;0,839
"esquema";-1,821;-1,045;-0,934;9,721
"esquecido";3,578;-1,045;-0,934;-0,034
"escolaridade";-1,821;2,103;2,531;-1,654
"esclarecer";-0,072;0,046;-0,934;0,839
"escavar";-1,821;0,046;-0,934;4,068
"escala";0,006;0,294;-0,7;0,025
"envelhecimento";-1,821;-1,045;-0,934;9,721
"entrega";-1,365;-0,783;4,476;0,025
"ensinar";-1,821;0,046;8,236;-1,654
"engolir";0,006;-0,783;0,409;0,025
"endereço";3,578;0,046;-0,934;-1,654
"encher";0,658;-1,045;2,531;-1,654
"empregar";0,658;0,046;-0,934;-0,034
"emocional";-1,821;-1,045;17,211;-1,654
"eleito";-1,821;-1,045;2,531;0,839
"eficiência";-1,821;-1,045;-0,934;9,721
"eficiente";-1,365;-0,783;-0,7;7,287
"economista";-1,821;-1,045;-0,934;9,721
"duro";0,006;0,294;-0,7;0,025
"duarte";-1,821;0,046;0,097;0,839
"dividir";-1,365;0,294;4,476;-1,24
"dito";1,758;-0,783;-0,7;0,025
"disco";-1,365;-0,783;12,9;-1,24
"dimensão";0,006;0,294;-0,7;0,025
"dieese";-1,821;-1,045;-0,934;9,721
"despovoamento";-1,821;-1,045;-0,934;9,721
"despesa";-1,821;-1,045;-0,934;9,721
"despejo";0,658;-1,045;-0,934;0,839
"desconfiança";-0,072;2,103;-0,934;-0,034
"desaparecido";8,831;-1,045;-0,934;-1,654
"desabafar";-1,365;0,294;4,476;-1,24
"denúncia";8,831;-1,045;-0,934;-1,654
"demorar";1,758;-0,783;0,409;-1,24
"dança";-1,365;0,294;4,476;-1,24
"dalí";8,831;-1,045;-0,934;-1,654
"câmara";3,578;-1,045;-0,934;-0,034
"culpado";3,578;-1,045;-0,934;-0,034
"cuidado";-0,072;0,046;-0,934;0,839
"cruzar";0,658;0,046;0,097;-1,654
"criptografia";0,658;-1,045;-0,934;0,839
"criptografar";8,831;-1,045;-0,934;-1,654
"cracolândia";-1,821;0,046;-0,934;4,068
"coreia";8,831;-1,045;-0,934;-1,654
"copacabana";-1,821;-1,045;17,211;-1,654
"contribuir";-1,821;-1,045;-0,934;9,721
"conta";-1,821;-1,045;-0,934;9,721
"constituir";-1,365;3,876;-0,7;0,025
"congresso";-1,821;-1,045;-0,934;9,721
"concorrido";6,619;-0,783;-0,7;-1,24
"conciliação";-0,072;0,046;-0,934;0,839
"concessão";-1,821;-1,045;-0,934;9,721
"concentrar";-1,821;-1,045;-0,934;9,721
"comércio";-1,821;-1,045;0,097;4,068
"comprometido";-1,821;-1,045;-0,934;9,721
"completar";6,619;-0,783;-0,7;-1,24
"competente";0,006;-0,783;-0,7;2,04
"comparar";0,006;-0,783;0,409;0,025
"comercial";8,831;-1,045;-0,934;-1,654
"comedy";-1,821;-1,045;17,211;-1,654
"comediante";-1,365;-0,783;12,9;-1,24
"cobrança";-1,821;-1,045;-0,934;9,721
"classificar";0,006;-0,783;-0,7;2,04
"cinderela";1,758;0,294;-0,7;-1,24
"chegada";0,658;0,046;-0,934;-0,034
"chance";-1,821;-1,045;2,531;0,839
"centena";0,658;-1,045;0,097;-0,034
"celular";8,831;-1,045;-0,934;-1,654
"caótico";-0,072;-1,045;2,531;-0,034
"carta";0,006;3,876;-0,7;-1,24
