"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6"
"absurdo";0;0,364;0,472;0,092;-0,002;-2,408
"usuário";-2,157;1,747;0,025;0,397;0,743;-2,792
"unir";-2,988;-3,108;-1,044;-0,39;5,049;8,892
"transportar";-3,32;-3,677;-3,228;-3,983;-3,434;82,407
"tornozeleira";23,522;-1,797;0,039;-1,193;-1,029;-1,288
"sócio";-1,69;20,497;0,343;-2,309;-3,778;-1,114
"sucessor";-0,969;-1,22;15,695;0,014;-1,043;-0,407
"salvar";0,27;-1,003;-0,025;2,492;-0,058;-0,294
"roubar";0,403;-3,963;58,339;-2,126;-3,606;-4,514
"reverter";25,273;-1,446;-2,904;0;-0,179;-1,817
"retorno";1,146;-1,465;19,876;-2,388;-0,381;-2,577
"requerimento";4,974;-4,541;-3,713;-2,494;39,456;-4,945
"recuperação";-1,542;-2,167;0,472;-0,758;30,446;-4,514
"recuperar";-3,819;3,368;-1,75;16,266;-0,65;-4,945
"reclamar";-1,991;0,026;19,876;-2,388;-0,381;-0,719
"quebra";1,529;9,971;-0,779;-0,193;-2,746;-3,438
"preto";-3,154;6,356;0,821;-3,784;2,081;-2,012
"precedente";4,411;-2,933;-3,875;2,754;-0,764;0,89
"ponte";-2,323;-0,605;-0,531;-0,053;20,284;-1,067
"petição";0,839;6,969;-2,097;-0,014;-0,502;-2,792
"paulsen";119,328;-6,599;-3,551;-2,309;-3,778;-4,729
"pacheco";-0,341;24,636;-0,309;-2,388;-2,059;-2,577
"ocupado";14,723;-0,02;-2,258;-0,903;-2,403;0,137
"nunes";4,707;-1,68;4,994;-3,784;2,081;-4,083
"movimentação";-3,32;5,452;0,021;-0,036;-0,344;-0,098
"merecer";-0,38;-6,298;-0,333;19,493;1,419;-2,408
"litoral";6,771;-0,898;-0,483;-0,597;-0,514;0,507
"latino";-2,655;-0,166;0,319;24,424;-2,746;-3,438
"interferir";-0,084;0,002;-0,063;4,31;-0,112;-1,625
"integração";0,598;9,198;-2,258;-0,053;-0,629;-3,007
"independente";-2,323;-1,997;-2,258;16,672;-0,001;0,137
"ideológico";0;-6,298;0,472;7,039;-0,002;-0,165
"horário";-2,988;-3,108;-1,044;-1,585;-0,179;36,905
"homenagem";-0,454;-3,896;0,923;-0,014;2,714;0,262
"gleisi";-0,006;3,972;-0,001;-2,309;2,821;-4,729
"formação";3,083;-2,418;0,343;1,821;-0,542;-1,114
"exame";0,412;-4,496;35,04;-0,115;-2,574;-3,222
"evidência";2,72;-1,446;-1,044;3,657;-0,179;-0,532
"estabilidade";-2,323;-1,997;-0,531;0,238;2,181;3,141
"escalão";-2,821;0,002;-0,91;0,594;-0,112;3,639
"energia";-0,237;-1,208;-1,774;11,472;0,111;-0,556
"edifício";-0,663;0,009;-0,645;-0,795;0,344;2,877
"déficit";-0,497;-0,898;-0,483;-0,597;-0,514;13,988
"distância";-3,486;-3,963;-0,333;-4,183;-3,606;67,002
"distribuição";-0,702;16,129;-2,42;-2,986;0,347;-1,249
"disponível";0,089;-0,413;2,918;-3,584;-1,189;3,044
"diretor_geral";-2,157;0;-0,416;8,228;0,743;-2,792
"delatar";-3,32;58,531;-3,228;-1,943;-3,434;-4,299
"crescente";-1,251;-5,697;-3,066;1,303;-1,337;27,089
"costumar";-3,154;-5,697;38,696;0,275;-3,262;-0,046
"corrigir";2,286;-0,564;-1,181;3,094;-0,257;-0,667
"correto";-0,006;-4,251;-1,605;28,797;-1,795;-0,246
"corrente";-0,454;21,318;-2,097;-0,014;-2,231;-2,792
"comprometer";0,01;5,452;-3,228;-1,943;0,002;0,075
"cobrir";-0,702;16,129;-0,653;-0,115;-2,574;-1,249
"campino";-0,237;0,111;-0,211;-2,189;14,045;-2,362
"básico";-2,157;-3,896;-0,416;34,259;0,006;-2,792
"boca";-0,292;0,548;7,486;-3,983;0,462;-2,209
"augusto";-3,32;11,547;-0,252;-0,036;0,462;-4,299
"arsenal";-3,986;-4,831;-3,875;-1,183;-4,123;80,669
"arquivamento";7,126;-1,003;-2,581;-3,186;16,049;-3,438
"apresentação";3,814;0,035;-2,581;-3,186;10,878;-3,438
"alimentar";-2,655;-2,547;7,487;0,821;-2,746;2,034
"alexandrino";-2,821;40,826;-0,063;-3,385;-2,918;-3,653
"agravar";-0,576;-4,541;1,194;0,011;0,932;1,125
"aceito";0,059;12,899;-1,935;0;-2,059;-2,577
"wagner";-2,821;27,422;-0,91;-3,385;0,124;-3,653
"terrorismo";-0,292;-5,998;-1,32;1,026;-1,488;19,207
"temporário";15,575;0,044;-1,32;-1,943;0,002;-2,209
"sonho";-1,542;-3,963;20,055;-0,08;-0,439;0,028
"sequência";2,286;2,046;-1,181;-3,784;0,02;-0,046
"semelhante";0,039;-1,68;-3,066;1,303;0,02;2,534
"saldo";-2,821;27,422;0,203;-1,409;-2,918;-3,653
"rossi";-2,489;34,304;-0,653;-2,986;-0,763;-3,222
"revelação";0,01;3,252;-1,32;0,169;-1,488;-0,098
"reafirmar";2,286;0,115;-3,066;-1,763;0,02;0,98
"ramo";-2,988;14,743;-2,904;1,634;-0,179;-3,868
"psb";-3,486;-6,298;-3,389;-4,183;122,776;-4,514
"pré_candidato";-0,292;-5,998;-3,228;-1,943;79,441;-4,299
"primeiro_ministro";-3,653;-1,099;-0,422;-0,138;-1,795;26,016
"potencial";-0,142;-3,108;-2,904;-0,39;0,06;17,801
"perseguição";23,039;-5,697;4,994;-0,009;-3,262;-4,083
"osmar";-1,161;1,552;4,925;-0,027;-1,2;-1,503
"olho";-0,039;-4,796;40,388;-1,237;-0,901;-1,435
"okamotto";28,824;1,271;-2,258;-2,787;-2,403;-3,007
"obrigação";-1,991;-1,465;-0,309;2,437;3,364;-0,008
"né";-3,32;-0,104;43,838;-3,983;0,002;-4,299
"news";-3,653;-1,099;-0,422;-0,895;-1,795;32,039
"mdb";-0,212;-5,697;-0,178;0,275;28,524;-4,083
"massa";-3,154;-3,391;-1,181;0,275;-1,337;27,089
"kcna";-3,819;-6,899;-3,713;-4,582;-3,95;107,448
"inventar";-3,486;2,691;-3,389;-0,08;-3,606;12,983
"inaudível";-2,489;0,898;35,04;-2,986;-2,574;-3,222
"identificado";0,015;6,969;-2,097;-0,744;-2,231;0,262
"icbm";-3,653;-6,599;-3,551;-4,383;-3,778;102,767
"finalidade";9,003;-0,007;-2,904;0,415;-1,189;-0,532
"facção";4,203;-1,198;-0,645;-0,795;0,344;0,148
"fab";-1,825;15,336;-1,774;0,91;-1,887;-2,362
"ex_presidentes";1,146;18,297;-1,935;-2,388;-2,059;-2,577
"escapar";2,286;-0,042;-1,181;-1,763;0,628;0,15
"doutor";-0,834;37,559;-0,779;-3,186;-2,746;-3,438
"discursar";-0,039;-4,796;-0,779;5,068;6,71;-1,435
"destino";-0,292;0,044;0,021;7,943;-3,434;-0,809
"desafiar";-3,486;-6,298;-1,462;-2,126;-1,641;67,002
"dedicar";-0,292;-1,921;7,486;2,608;-0,344;-2,209
"custar";-0,834;1,891;17,504;-3,186;-2,746;-1,435
"corporação";-2,157;-1,728;0,923;26,081;-2,231;-2,792
"contrapartida";-0,341;18,297;-1,935;-2,388;0,04;-2,577
"compor";7,126;-2,547;-0,779;-1,237;0,218;0,593
"competência";6,205;-5,096;-0,91;7,445;0,124;-3,653
"carregar";-0,142;0,229;-1,044;0,415;-1,189;1,268
"candidatar";1,589;-6,298;-0,333;-0,758;30,446;-4,514
"aço";-0,497;-0,898;-0,483;-0,597;6,505;0,507
"autoria";0,412;-4,496;-0,653;-2,986;41,443;-3,222
"atualização";-0,454;10,883;-2,097;-0,014;0,006;-2,792
"armamento";-3,819;-6,899;-3,713;-0,209;-1,951;66,851
"aplicação";10,152;-2,826;-0,063;0,594;-0,112;-1,625
"andrade";-2,988;36,975;-2,904;-3,584;0,06;-3,868
"ambiental";0,015;-0,43;0,025;8,228;-2,231;-0,89
"alternativo";-1,109;-1,446;-1,044;0;8,495;0,258
"acionar";15,308;-0,501;-1,29;-1,592;-1,372;0,296
"verba";-0,071;-0,003;0,526;-1,791;6,41;-1,932
"valorizar";-3,32;-5,998;0,021;58,257;-1,488;-4,299
"tendência";-2,323;-4,196;0,002;3,709;-0,001;3,141
"surpresa";-3,154;-0,564;12,698;-0,009;0,628;-2,012
"substituto";22,058;-3,296;-0,211;-2,189;1,409;-2,362
"sarney";-0,702;-0,798;0,472;-2,986;24,755;-3,222
"sala";1,184;4,596;0,001;-1,392;-1,2;-1,503
"revogar";12,143;-5,697;-0,178;-3,784;16,333;-4,083
"requião";9,003;-3,108;-2,904;-1,585;18,059;-3,868
"promessa";-0,834;-0,166;1,661;-1,237;-0,058;2,034
"pensamento";-1,395;-5,998;-0,252;7,943;6,656;-0,809
"pdt";-3,32;-0,73;-3,228;-3,983;79,441;-4,299
"naval";-3,486;-6,298;-1,462;-4,183;-1,641;76,708
"máquina";-3,32;-3,677;-1,32;21,379;0,002;0,075
"moraes";-0,995;-1,797;24,242;-1,193;0,02;-1,288
"michel";-2,489;-4,496;35,04;0,127;-0,02;-3,222
"mentir";-3,154;13,046;0,059;-0,505;0,02;-4,083
"limitar";-0,575;-0,605;-2,258;1,457;-0,629;6,118
"leitura";6,308;-3,963;1,739;0,794;-0,439;-2,408
"israel";-3,154;-3,391;0,059;-1,763;-3,262;41,075
"interpretação";16,83;-2,547;-0,779;0,821;-0,901;-1,435
"interessar";-2,323;-4,196;0,002;3,709;4,989;-0,11
"igreja";0,764;-2,396;-0,013;-1,592;14,688;-1,717
"gravidade";4,503;-2,27;0,472;5,955;-2,574;-3,222
"fugir";7,993;-3,391;0,821;-0,009;0,628;-4,083
"federação";-0,702;-2,27;-2,42;3,047;12,343;-1,249
"exigência";-0,454;0;-0,416;-0,744;10,355;-0,89
"estimativa";-0,497;0,179;-0,483;0,609;0,84;-0,644
"engenheiro";0;0,121;1,267;-0,027;-0,001;-1,503
"elite";-1,109;-3,108;-1,044;19,798;-3,09;1,268
"doença";-3,154;-5,697;12,698;23,484;-3,262;-4,083
"desembarcar";-1,327;-0,501;-1,29;0,41;8,019;-0,147
"desejo";-3,32;-0,73;2,076;1,026;-3,434;4,141
"depor";-0,575;13,454;-2,258;0,238;-0,629;-3,007
"curto";-1,109;-3,108;0,118;-0,39;-3,09;23,404
"culpa";2,72;-1,446;-1,044;6,485;0,06;-3,868
"credibilidade";-0,039;-1,003;-2,581;2,492;0,218;0,593
"cortar";-1,825;-3,296;9,192;-0,447;-0,271;2,648
"coordenador";8,191;-0,798;-2,42;0,127;1,742;-3,222
"constante";-1,109;1,078;-2,904;0;-0,179;3,044
"consideração";27,337;-3,677;-1,32;2,608;-3,434;-2,209
"compreender";-1,109;-5,397;-1,044;25,844;0,832;-1,817
"comandante";0,27;-1,003;1,661;-3,186;-0,901;4,336
"chegada";-0,142;-5,397;-1,044;-3,584;-1,189;44,803
"ccj";-1,251;-5,697;-3,066;-3,784;97,79;-4,083
"caça";-1,542;0,364;-3,389;-4,183;-3,606;34,744
"carga";-1,825;6,166;-1,774;-2,189;-0,271;2,648
"cadeira";-2,323;-0,605;5,597;-0,053;4,989;-3,007
"bumlai";0,03;12,311;-0,967;-1,193;-1,029;-1,288
"breve";-2,821;-5,096;1,329;0,014;0,124;6,473
"baixar";-1,991;-0,275;13,123;0,615;-0,381;-2,577
"autonomia";-0,969;-1,22;-2,743;16,272;0,124;-0,407
"atribuição";1,912;-5,998;-3,228;21,379;0,002;-2,209
"atrapalhar";-0,702;-2,27;0,472;-0,115;18,014;-3,222
"arquivar";25,825;-0,078;-0,653;-1,068;-0,763;-3,222
"aproximar";-3,154;-0,042;0,821;-1,763;-0,257;7,819
"angola";-1,492;30,095;-1,451;-1,791;-1,544;-1,932
"abordar";-0,084;-2,826;-0,91;2,026;5,821;-0,407
"tô";-3,486;13,806;3,805;-4,183;-0,002;-4,514
"trajetória";-2,655;-2,547;-0,779;18,227;0,218;-0,294
"seguido";-1,991;-1,465;7,767;-0,591;0,04;0,445
"radar";-2,821;-2,826;-2,743;0,014;0,124;19,835
"parceria";-2,323;0,242;0,002;3,709;-2,403;0,137
"oab";36,404;-1,465;-1,935;-0,591;-0,381;-2,577
"nordeste";-1,492;-0,722;-1,451;-0,195;-0,089;14,873
"new";-3,154;-3,391;-0,178;29,849;-3,262;0,15
"nelson";-0,01;2,438;-0,004;-2,986;4,207;-3,222
"mudo";-1,109;-5,397;0,118;1,634;8,495;-0,532
"mobilizar";0,039;-5,697;-3,066;1,303;-0,257;11,549
"miller";-2,821;56,889;-2,743;-3,385;-2,918;-3,653
"medeiros";1,146;2,352;-1,935;0;-0,381;-0,719
"mapa";-1,825;6,166;-0,211;0,02;0,111;-2,362
"liberal";-2,988;-5,397;-1,044;10,118;-0,179;5,586
"leste";-2,988;-3,108;-2,904;-3,584;-1,189;62,896
"justo";0,089;-5,397;42,061;-1,585;-1,189;-1,817
"jacob";10,587;0,121;0,001;-1,392;-1,2;-1,503
"inaceitável";-0,212;-5,697;-0,178;3,094;-3,262;11,549
"importação";-0,829;-0,026;-0,806;0,042;-0,857;6,165
"hamburgo";-2,655;-4,796;-2,581;39,531;-0,901;0,013
"guam";-3,486;-6,298;-3,389;-4,183;-3,606;98,086
"greve";2,728;-1,497;2,858;0,042;-0,857;-1,073
"globalização";-2,821;-5,096;-2,743;28,506;-2,918;3,639
"futebol";-2,323;-0,02;5,597;-0,903;4,989;-3,007
"funcionamento";-0,454;-1,728;-2,097;34,259;-0,502;-2,792
"formal";0,142;-1,208;4,662;-0,447;0,111;-0,556
"fiscalizar";1,212;0,39;-0,91;4,31;-1,043;-3,653
"filmar";-0,01;27,492;-2,42;-2,986;-0,763;-3,222
"fhc";-2,157;1,747;-0,416;-2,588;16,026;-2,792
"exportar";-1,492;5,373;-1,451;-1,791;-1,544;4,442
"estabelecimento";0;0,121;0,001;-1,392;-0,001;0,573
"eliminar";-2,655;-2,547;-2,581;5,068;-2,746;16,406
"documental";25,546;0,274;-1,612;-1,99;-1,715;-2,147
"diretório";0,73;0,784;-3,066;-3,784;16,333;-4,083
"detenção";47,618;-0,605;-2,258;-2,787;-0,629;-3,007
"desempenho";0,474;-2,696;-1,451;-0,195;19,527;-1,932
"desculpa";0,598;-0,02;0,002;-0,053;0,519;-1,067
"depósito";-1,658;4,105;-1,612;-1,99;-1,715;7,197
"decidido";1,91;-2,27;-0,653;1,104;-2,574;2,536
"contratação";-0,969;40,826;-0,91;-3,385;-2,918;-3,653
"concorrer";-3,32;-5,998;-3,228;-3,983;116,918;-4,299
"companheiro";-0,212;-1,68;8,405;1,303;0,02;-4,083
"comida";-2,489;-4,496;66,618;-1,068;-0,763;-3,222
"cobra";-0,01;0,112;4,761;-1,068;0,347;-3,222
"clique";0;9,252;-1,128;-1,392;-0,001;-1,503
"claudio";-0,039;30,629;-2,581;-3,186;-0,901;-3,438
"chuva";-1,492;-2,696;13,098;1,827;-1,544;-0,266
"cade";-2,988;51,858;-1,044;-3,584;-3,09;-3,868
"braço";-1,109;10,755;2,918;-3,584;-1,189;-1,817
"blog";19,178;-1,465;-0,309;-2,388;1,034;-2,577
"antecessor";-2,157;-0,43;0,025;-0,744;-0,502;11,717
"aluguel";-0,663;6,094;-0,645;0,205;-0,686;-0,858
"adiar";40,683;-3,108;-1,044;-1,585;-1,189;-0,532
"adiantar";-3,32;0,044;4,362;-0,628;6,656;-4,299
"adesão";-0,995;-1,797;0,039;1,218;6,013;-1,288
"abrigo";-2,157;-3,896;0,923;-2,588;-2,231;31,429
"zanon";-2,489;41,869;-2,42;-1,068;-2,574;-3,222
"véspera";-1,991;0,026;1,245;0,615;-2,059;0,445
"tríplex";59,104;-3,596;-0,309;-2,388;-2,059;-2,577
"transmitir";-0,212;-3,391;12,698;-0,009;-0,257;-0,046
"tona";-2,988;1,078;-2,904;10,118;-1,189;-0,012
"tomahawk";-3,32;-5,998;-3,228;-3,983;-3,434;93,407
"thaad";-2,821;-5,096;-2,743;-3,385;-2,918;79,373
"surpreender";-2,157;-1,728;6,586;-0,744;0,006;1,537
"soares";3,225;12,3;-2,743;-0,286;-2,918;-3,653
"ritmo";-1,161;-0,303;-1,128;-1,392;-0,001;13,923
"requisito";11,464;0,035;-2,581;0,054;-0,058;-3,438
"relevante";1,146;-0,275;-1,935;9,698;-0,381;-2,577
"quantidade";-0,454;-3,896;0,025;-0,014;5,918;0,262
"proferido";76,512;-2,826;-2,743;-3,385;-1,043;-3,653
"posicionamento";0,165;-5,096;-0,91;2,026;14,336;-3,653
"pmdb_pr";-0,995;6,446;-0,967;-1,193;1,681;-1,288
"perfil";-2,655;-2,547;-0,779;24,424;-0,058;-0,294
"pcdob";-0,969;1,443;-2,743;-3,385;26,624;-3,653
"orçamentário";-0,497;0,179;0,951;0,609;-0,514;-0,644
"mero";2,926;-0,43;6,586;-2,588;-0,502;-0,89
"licença";-0,039;3,878;1,661;-3,186;-0,058;-1,435
"liberação";-2,821;16,676;-0,91;-1,409;1,079;-3,653
"lewandowski";1,8;-1,797;6,558;-1,193;0,02;-1,288
"legalidade";9,432;-0,02;-0,531;0,238;-0,629;-3,007
"individual";3,602;-3,596;0,078;2,437;-0,381;-0,719
"indireto";-2,988;-0,413;0,118;-1,585;31,187;-3,868
"imigrante";-0,829;-1,497;8,908;0,042;0,115;-1,073
"identificação";2,37;-4,196;-2,258;6,996;0,519;-1,067
"hotel";-1,658;-0,052;-0,126;13,64;-0,172;-2,147
"horizonte";-1,327;0,945;-0,013;0,41;-0,029;-0,147
"gesto";-2,157;0;0,923;8,228;-0,502;-2,792
"frota";-2,988;-3,108;-1,044;-3,584;-3,09;62,896
"forçar";-0,084;-1,22;-0,063;0,594;-1,043;3,639
"firme";0,089;-5,397;1,052;1,634;-1,189;1,268
"festa";-1,825;-3,296;42,546;-0,447;-1,887;-0,556
"fechamento";-0,341;2,352;-0,309;-2,388;7,03;-2,577
"falhar";-2,821;-5,096;-2,743;-1,409;-0,112;48,995
"espalhar";-2,157;-1,728;-0,416;13,065;-2,231;1,537
"elaborar";1,146;-1,465;-0,309;-0,591;7,03;-0,719
"dório";0;-4,196;15,313;1,457;-0,629;-3,007
"despacho";64,668;-2,27;-2,42;-1,068;-2,574;-3,222
"desdobramento";1,54;1,103;-1,774;-0,447;-0,271;0,002
"correção";1,146;-0,275;-1,935;15,138;-2,059;-2,577
"conselheiro";0,27;-2,547;-2,581;-3,186;-0,901;28,756
"consciência";-0,969;-5,096;0,203;16,272;0,124;-1,625
"condução";1,54;-0,146;-0,211;0,02;1,409;-2,362
"compliance";-1,991;18,297;-0,309;0;-2,059;-2,577
"combustível";-1,251;-5,697;-3,066;-1,763;-3,262;67,491
"científico";-0,834;-4,796;-0,025;18,227;-2,746;0,593
"chave";-0,575;-1,997;-0,531;23,061;-0,629;-1,067
"bombardeiro";-2,988;-5,397;-2,904;-3,584;-3,09;84,05
"bastidor";-0,142;-3,108;-1,044;0;12,831;-0,012
"barrar";-0,341;-0,275;-0,309;-0,591;18,37;-2,577
"bahia";-0,995;6,446;-0,967;-1,193;1,681;-1,288
"antagonista";-1,825;1,103;15,246;-2,189;-0,271;-2,362
"alencar";-2,655;30,629;-0,779;-1,237;-0,901;-3,438
"abar";-3,154;-5,697;-3,066;-1,763;-1,337;67,491
"zeze";-2,157;15,666;3,11;-2,588;-2,231;-2,792
"virtude";-1,658;-0,052;-0,126;20,647;-1,715;-2,147
"violação";-0,454;0;-2,097;1,894;-2,231;3,871
"viana";-0,454;-0,43;-0,416;-0,014;16,026;-2,792
"vermelho";-1,658;-0,052;-1,612;0,084;-0,172;7,197
"vergonha";-2,323;-1,997;49,112;-0,053;-2,403;-3,007
"ultrapassar";-1,991;-0,275;-0,309;0;0,04;4,759
"tocar";-0,01;-4,496;0,472;27,239;-2,574;-3,222
"sujeito";4,503;-4,496;-0,653;-0,115;1,742;0,056
"significativo";-1,492;-0,722;-1,451;-0,195;-0,089;14,873
"separar";-0,039;-2,547;11,972;-3,186;-0,901;2,034
"sentar";-1,109;-3,108;14,104;0,415;0,06;-1,817
"requerer";10,152;-1,22;-0,91;2,026;-2,918;-0,407
"regular";0,059;2,352;-1,935;2,437;-2,059;-0,719
"razoável";23,222;-4,796;-0,779;2,492;-0,901;-3,438
"randolfe";-0,454;-1,728;-2,097;-0,744;40,436;-2,792
"racismo";-2,157;-3,896;-2,097;65,474;-2,231;-2,792
"questionamento";41,977;-3,896;-2,097;-0,014;-0,502;-2,792
"prevenção";-0,575;-4,196;-2,258;23,061;-0,001;-0,11
"pista";-1,492;9,672;-0,057;-0,195;-1,544;-0,266
"pesquisador";-2,489;-4,496;-0,004;20,47;-2,574;0,837
"permanente";-0,341;-0,275;0,078;9,698;-2,059;-0,719
"perito";-0,575;13,454;-0,531;0,238;-2,403;-3,007
"pensão";-1,492;30,095;-1,451;-1,791;-1,544;-1,932
"parcela";-1,658;12,452;-1,612;0,084;-0,172;-2,147
"pago";-2,157;35,228;-0,416;-2,588;-2,231;-2,792
"ofício";20,324;-0,003;-1,451;-0,195;-1,544;-1,932
"ocde";-1,991;-3,596;-1,935;29,637;-0,381;-0,008
"militante";-0,146;-2,996;2,179;0,084;1,893;-0,404
"mensal";-1,658;12,452;-1,612;-1,99;0,231;-0,404
"lindbergh";-0,039;-2,547;4,05;2,492;0,218;-3,438
"legítimo";-2,655;-2,547;-0,779;5,068;-0,901;7,498
"jae_in";-3,154;-5,697;-3,066;-3,784;-3,262;88,728
"irresponsável";-2,821;-2,826;-0,91;0,014;-1,043;25,91
"investidor";-1,825;0,111;4,662;0,02;0,111;-2,362
"incentivar";-0,237;-1,208;-1,774;11,472;-0,271;0,002
"imprudente";-2,988;-5,397;-1,044;-3,584;-3,09;73,09
"governança";-0,995;6,446;-0,967;1,218;-1,029;-1,288
"gonçalves";-2,323;13,454;0,67;-2,787;-0,001;-3,007
"frango";-1,492;30,095;-1,451;-1,791;-1,544;-1,932
"flagrante";28,824;-4,196;-2,258;-0,903;-0,001;-0,11
"facebook";-1,991;0,718;13,123;-0,591;-2,059;-0,719
"extremista";-2,157;-3,896;-0,416;13,065;-2,231;3,871
"exibir";-2,323;-1,997;-2,258;-2,787;-0,001;35,76
"excluir";3,602;-1,465;-1,935;0;0,04;0,445
"exceção";-0,341;-1,465;0,078;2,437;1,034;-0,719
"especulação";-0,702;-0,798;-0,004;3,047;0,347;-0,194
"engevix";0,165;27,422;-2,743;-1,409;-2,918;-3,653
"diplomacia";-2,821;-5,096;-2,743;-3,385;-2,918;79,373
"desfile";-2,489;-4,496;-2,42;-2,986;-2,574;70,022
"desconfiança";-2,655;0,035;-2,581;8,55;0,218;-0,294
"derrota";-2,655;-4,796;-0,779;0,821;6,71;2,034
"demonstração";3,225;-1,22;-2,743;-0,286;-2,918;10,117
"critério";-0,019;-0,501;-1,29;0,41;8,019;-1,717
"contabilizar";-1,492;9,672;-1,451;-1,791;0,416;-0,266
"constatar";12,974;-0,798;0,472;-0,115;-2,574;-1,249
"confusão";-2,157;-1,728;6,586;-0,014;0,006;0,262
"começo";-0,702;0,112;-0,004;0,127;-0,02;0,056
"chile";-1,327;-0,501;-1,29;19,751;-0,029;-1,717
"chico";-0,237;10,238;0,171;-0,447;-1,887;-2,362
"cheio";-2,655;-0,166;24,084;0,054;-2,746;-1,435
"boi";-0,575;-0,02;5,597;0,238;-0,629;-1,067
"bendine";-2,821;56,889;-2,743;-3,385;-2,918;-3,653
"barack";-1,109;-5,397;-2,904;-0,39;-3,09;53,467
"articulação";-0,454;-0,43;-2,097;-0,014;22,929;-2,792
"argentino";-1,492;2,329;2,855;0,207;-1,544;-1,932
"apontado";10,152;5,542;-2,743;-1,409;-2,918;-1,625
"aplauso";-0,995;-1,797;-0,967;-1,193;35,029;-1,288
"apelação";64,835;-1,22;-2,743;-1,409;-2,918;-3,653
"aparelho";-1,991;0,718;7,767;0;-0,381;-2,577
"amaral";-0,663;1,641;4,371;-0,795;-0,686;-0,858
"ajuste";-2,157;-0,43;-0,416;-0,744;31,066;-2,792
"administrar";-2,157;15,666;-0,416;-0,744;-0,502;-0,89
"acolher";43,056;-4,496;-0,653;-2,986;-0,763;-0,194
"ásia";-2,988;-5,397;-1,044;-0,39;-1,189;44,803
"viabilizar";-1,109;4,661;-2,904;-0,39;8,495;-3,868
"urgente";-0,341;-0,275;-0,309;-0,591;0,04;4,759
"torquato";0,9;0,179;-0,483;0,609;-0,514;-0,644
"titular";3,602;-0,275;-1,935;-2,388;12,032;-2,577
"tarifa";-0,829;0,812;-0,806;-0,994;-0,857;6,165
"sistêmico";-2,157;0;-0,416;19,016;-0,502;-2,792
"rogério";-0,995;2,462;-0,967;-1,193;6,013;-1,288
"revolução";-1,492;-2,696;-0,057;34,044;-1,544;-1,932
"resistência";-2,323;-4,196;-2,258;6,996;20,284;-3,007
"resistir";-2,323;-1,997;0,002;1,457;4,989;-0,11
"repórter";-2,489;-0,798;4,761;-2,986;7,74;-0,194
"repudiar";1,184;1,552;-1,128;0,728;-1,2;-1,503
"relacionamento";-0,702;4,731;-2,42;-1,068;0,347;0,056
"reduzido";-0,237;-1,208;-1,774;-0,447;1,409;5,848
"reconhecimento";5,458;-0,959;-0,126;0,084;-1,715;0,038
"recolher";0,015;6,969;-2,097;1,894;-2,231;-2,792
"péssimo";-2,323;-1,997;-0,531;16,672;2,181;-3,007
"proibição";0,474;-2,696;-0,057;-0,195;-0,089;4,442
"procuradora_geral";2,728;-0,026;-0,806;1,983;-0,857;-1,073
"previdenciário";-2,323;-4,196;-2,258;-2,787;81,796;-3,007
"prevalecer";-0,702;-4,496;-2,42;34,973;-0,02;-1,249
"preconceito";-2,655;-4,796;-0,779;48,443;-2,746;-0,294
"postura";-0,575;-4,196;-2,258;-2,787;27,673;1,147
"portal";-2,655;-1,003;17,504;-1,237;-0,901;0,593
"perícia";0,059;12,899;-1,935;0;-2,059;-2,577
"pautar";0,839;-0,43;-0,416;8,228;-0,502;-2,792
"patrício";-2,988;-0,413;51,378;-3,584;-0,179;-3,868
"passageiro";-0,829;-0,026;2,858;-0,994;0,115;0,019
"optar";-1,492;-0,003;-1,451;1,827;-0,089;1,521
"onda";-0,01;-2,27;4,761;0,127;-2,574;0,837
"ocorrência";3,56;-2,396;-1,29;12,203;-1,372;-1,717
"mata";-0,995;-0,137;1,903;0;1,681;-1,288
"luciano";-2,821;-1,22;0,203;-3,385;42,687;-3,653
"lobo";-1,825;-0,146;1,655;-0,447;8,376;-2,362
"levantamento";0,03;-0,137;-0,967;-1,193;1,681;1,014
"leandro";90,659;-4,496;-2,42;-2,986;-2,574;-3,222
"jefferson";1,91;-0,798;2,058;-2,986;4,207;-3,222
"irregular";-2,157;35,228;-2,097;-0,744;-2,231;-2,792
"intolerância";-0,575;-4,196;-0,531;48,433;-2,403;-3,007
"intenso";-1,991;0,718;-1,935;15,138;-0,381;-2,577
"indulto";0;-1,997;2,535;-0,903;8,942;-3,007
"incomodar";-0,834;-4,796;17,504;0,821;-0,901;-0,294
"impressão";-0,834;-1,003;4,05;5,068;-0,901;-1,435
"impressionante";-2,821;-5,096;6,539;4,31;-0,112;0
"haley";-2,988;-5,397;-2,904;-3,584;-3,09;84,05
"grampo";-1,327;26,748;-1,29;-1,592;-1,372;-1,717
"gastar";-0,575;-0,605;-0,531;23,061;-0,629;-3,007
"fruto";-0,575;-0,605;9,857;3,709;-2,403;-3,007
"fluminense";1,184;-2,097;-1,128;-0,027;10,135;-1,503
"fila";-1,658;-0,052;36,632;-1,99;-1,715;-2,147
"fernandes";-1,825;15,336;-0,211;-2,189;0,111;-2,362
"faturamento";-0,829;16,713;-0,806;-0,994;-0,857;-1,073
"explicação";-1,991;0,026;-0,309;5,464;-0,381;-0,008
"estudante";-0,663;-1,198;0,415;9,872;-0,686;-0,858
