"";"classe 1";"classe 2";"classe 3";"classe 4"
"ex_governador";0,096;0,001;0,928;0,189
"ex_diretor";0,137;0,141;0,103;0,24
"estádio";0,096;0;0,287;0,189
"estilo";0,466;0,983;0,928;0,46
"estadual";0,099;0,818;0,341;0,24
"especializado";0,657;0,141;0,341;0,979
"escoltar";0,137;0,311;0,341;0,001
"eremita";0,096;0,257;0,287;0
"engenheiro";0,466;0,257;0;0,189
"enganar";0,038;0,257;0,287;0,774
"encaminhar";0,197;0,38;0,031;0,758
"década";0,137;0,141;0,341;0,263
"duque";0,137;0,311;0;0,24
"droga";0,657;0,311;0,003;0,24
"distribuir";0,099;0,818;0,341;0,24
"disposição";0,837;0,257;0,287;0,077
"direcionar";0,837;0,275;0,287;0,774
"diplomático";0,096;0,257;0,287;0
"diploma";0,003;0,257;0,287;0,189
"diogo";0,007;0,311;0,341;0,24
"devolver";0,466;0,001;0,287;0,189
"destinar";0,466;0,028;0,287;0,774
"desmoralizar";0,837;0,257;0,016;0,189
"desespero";0,254;0,983;0,928;0,189
"desembargador";0,137;0,311;0;0,24
"descrever";0,837;0,257;0,287;0,077
"demitir";0,466;0,028;0,928;0,189
"cúmplice";0,837;0,275;0,287;0,774
"custo";0,096;0,275;0,928;0,46
"correio";0,466;0,275;0,213;0,189
"coração";0,466;0,257;0,287;0,005
"coragem";0,547;0,818;0,734;0,24
"contêiner";0,197;0,38;0,41;0,003
"constante";0,096;0,275;0,287;0,077
"confusão";0,254;0,257;0,287;0,46
"complicar";0,466;0,028;0,928;0,189
"comparar";0,547;0,818;0,734;0,24
"comer";0,254;0,983;0,928;0,189
"combinar";0,261;0,38;0,505;0,309
"colunista";0,096;0,983;0;0,189
"cobrar";0,657;0,818;0,103;0,24
"clube";0,003;0,257;0,287;0,189
"cinza";0,096;0,257;0,287;0
"certeza";0,254;0,257;0,928;0,774
"casal";0,096;0,257;0;0,189
"carreira";0,547;0,311;0,103;0,24
"caber";0,837;0,257;0,016;0,189
"busca";0,934;0,046;0,41;0,309
"brückner";0,007;0,311;0,341;0,24
"bovino";0,657;0,007;0,341;0,24
"boechat";0,007;0,311;0,341;0,24
"bispo";0,02;0,38;0,41;0,309
"bernardo";0,837;0,257;0,016;0,189
"benesse";0,466;0,001;0,287;0,189
"benefício";0,466;0,001;0,287;0,189
"bater";0,254;0,257;0,928;0,774
"bancário";0,096;0,001;0,928;0,189
"autor";0,261;0,38;0,41;0,758
"aumento";0,837;0,983;0,287;0,46
"atibaia";0,837;0,983;0,213;0,189
"assustar";0,02;0,38;0,41;0,309
"apurar";0,837;0,257;0,213;0,774
"apreensão";0,657;0,007;0,341;0,24
"aposentar";0,261;0,577;0,41;0,309
"análise";0,137;0,311;0,103;0,263
"antonio";0,096;0,028;0,213;0,189
"antigo";0,837;0,983;0,287;0,46
"aniversário";0,466;0,257;0,287;0,005
"andar";0,007;0,311;0,341;0,24
"alegre";0,003;0,257;0,287;0,189
"agressivo";0,466;0,257;0,287;0,005
"agraciar";0,137;0;0,341;0,24
"agosto";0,038;0,983;0,287;0,189
"adotar";0,137;0,311;0,341;0,001
"adiar";0,096;0,257;0;0,189
"acalmar";0,007;0,311;0,341;0,24
"abastecer";0,038;0,983;0,287;0,189
"abar";0,096;0,257;0,287;0
"1a";0,096;0,257;0;0,189
"ódio";0,007;0,311;0,341;0,24
"áfrica";0,657;0,311;0,341;0,023
"wyllys";0,934;0,38;0,031;0,309
"wagner";0,547;0,141;0,341;0,24
"waack";0,02;0,38;0,41;0,309
"vladmir";0,137;0,311;0,341;0,001
"vladimir";0,137;0,311;0,341;0,001
"visão";0,934;0,38;0,505;0,758
"visita";0,197;0,38;0,41;0,003
"viana";0,099;0,311;0,734;0,24
"viagem";0,099;0,311;0,341;0,979
"veículo";0,197;0,38;0,41;0,003
"versão";0,657;0,818;0,734;0,979
"verificar";0,137;0,818;0,341;0,023
"vereador";0,02;0,38;0,41;0,309
"verbo";0,099;0,311;0,734;0,24
"vaca";0,007;0,311;0,341;0,24
"uísque";0,547;0,818;0,734;0,24
"uol";0,547;0,818;0,734;0,24
"un";0,137;0,311;0,341;0,001
"tóquio";0,137;0,311;0,341;0,001
"turista";0,137;0,311;0,341;0,001
"turco";0,934;0,38;0,505;0,758
"treta";0,547;0,311;0,103;0,24
"treinamento";0,197;0,38;0,41;0,003
"transmitir";0,197;0,38;0,505;0,103
"transferência";0,137;0,141;0,103;0,24
"trajetória";0,934;0,577;0,41;0,758
"traduzir";0,934;0,577;0,505;0,309
"tona";0,547;0,311;0,103;0,24
"testemunho";0,137;0,818;0,003;0,24
"tese";0,657;0,311;0,341;0,023
"terreno";0,657;0,141;0,734;0,24
"terminar";0,657;0,311;0,734;0,263
"temporário";0,657;0,141;0,341;0,979
"tarefa";0,657;0,311;0,103;0,979
"suécia";0,007;0,311;0,341;0,24
"suspeito";0,137;0,818;0,734;0,263
"surto";0,657;0,311;0,341;0,023
"sul_coreano";0,137;0,311;0,341;0,001
"sucata";0,261;0,577;0,41;0,309
"subir";0,197;0,577;0,41;0,103
"soviético";0,137;0,311;0,341;0,001
"sonhar";0,099;0,311;0,734;0,24
"sol";0,137;0,818;0,341;0,023
"sindicato";0,099;0,818;0,341;0,24
"silêncio";0,657;0,818;0,103;0,24
"sessão";0,007;0,311;0,341;0,24
"segunda_feira";0,934;0,38;0,505;0,758
"saída";0,934;0,577;0,41;0,758
"sala";0,137;0,141;0,103;0,24
"roubo";0,547;0,141;0,341;0,24
"ronald";0,137;0,311;0,341;0,001
"rodrigues";0,02;0,38;0,41;0,309
"rifle";0,137;0,311;0,341;0,001
"revelação";0,137;0,141;0,734;0,979
"requião";0,099;0,818;0,341;0,24
"remover";0,261;0,38;0,41;0,758
"relacionar";0,657;0,311;0,734;0,263
"reduzido";0,137;0,818;0,341;0,023
"reduto";0,197;0,38;0,41;0,003
"recusar";0,137;0,141;0,341;0,263
"recebimento";0,934;0,046;0,41;0,309
"rebater";0,934;0,38;0,41;0,103
"reagan";0,137;0,311;0,341;0,001
"quinta_feira";0,657;0,311;0,103;0,979
"quebrado";0,007;0,311;0,341;0,24
"pânico";0,657;0,141;0,734;0,24
"página";0,657;0,818;0,734;0,979
"província";0,137;0,311;0,341;0,001
"proporção";0,137;0,311;0,341;0,001
"propor";0,261;0,38;0,41;0,758
"processar";0,547;0,818;0,734;0,24
"preço";0,137;0,818;0,341;0,023
"preocupar";0,137;0,311;0,734;0,023
"pinto";0,137;0,007;0,734;0,24
"perdoar";0,007;0,311;0,341;0,24
"penitenciária";0,934;0,577;0,505;0,309
"pau";0,099;0,311;0,734;0,24
"patético";0,007;0,311;0,341;0,24
"patmos";0,137;0,311;0;0,24
"partidário";0,657;0,818;0,103;0,24
"parceiro";0,007;0,311;0,341;0,24
"papudo";0,137;0,311;0;0,24
"pacote";0,657;0,007;0,341;0,24
"originário";0,261;0,577;0,41;0,309
"organizado";0,197;0,577;0,031;0,309
"oposto";0,137;0,311;0,341;0,001
"oportunidade";0,934;0,577;0,505;0,309
"olho";0,547;0,311;0,341;0,263
"ocidental";0,137;0,311;0,341;0,001
"ocasião";0,657;0,818;0,103;0,24
"observar";0,137;0,311;0,341;0,001
"objetivo";0,197;0,38;0,41;0,003
"norte_coreanos";0,137;0,311;0,341;0,001
"mst";0,007;0,311;0,341;0,24
"mortadela";0,007;0,311;0,341;0,24
"morar";0,261;0,577;0,41;0,309
"metro";0,547;0,311;0,341;0,263
"mer";0,261;0,577;0,41;0,309
"mentiroso";0,657;0,311;0,103;0,979
"mentir";0,657;0,818;0,103;0,24
"medicamento";0,547;0,818;0,341;0,979
"marítimo";0,137;0,311;0,341;0,001
"marino";0,099;0,818;0,341;0,24
"maduro";0,099;0,311;0,734;0,24
"língua";0,099;0,311;0,341;0,979
"linguagem";0,261;0,38;0,505;0,309
"letícia";0,934;0,38;0,031;0,309
"leniência";0,137;0,007;0,734;0,24
"leia_se";0,547;0,818;0,341;0,979
"lascar";0,007;0,311;0,341;0,24
"lamentar";0,934;0,577;0,505;0,309
"kin";0,137;0,311;0,341;0,001
"junho";0,934;0,38;0,031;0,309
"jorge";0,657;0,818;0,103;0,24
"jogador";0,007;0,311;0,341;0,24
"jogada";0,007;0,311;0,341;0,24
"jato";0,657;0,311;0,003;0,24
"ironia";0,547;0,818;0,734;0,24
"inventar";0,137;0,141;0,341;0,263
"invasão";0,261;0,577;0,41;0,309
"interior";0,657;0,818;0,734;0,979
"interceptar";0,657;0,311;0,003;0,24
"influenciar";0,137;0,141;0,341;0,263
"inconformado";0,137;0,818;0,003;0,24
"imóvel";0,657;0,141;0,734;0,24
"império";0,547;0,818;0,341;0,979
"impressionar";0,657;0,141;0,341;0,979
"impopular";0,007;0,311;0,341;0,24
"implantação";0,137;0,311;0,341;0,001
"implantar";0,137;0,818;0,341;0,023
"imperialista";0,137;0,311;0,341;0,001
"ilusão";0,02;0,38;0,41;0,309
"homenagem";0,934;0,38;0,505;0,758
"harris";0,137;0,311;0,341;0,001
"hackers";0,934;0,38;0,41;0,103
"gás";0,657;0,311;0,341;0,023
"guarda";0,137;0,007;0,734;0,24
"grito";0,007;0,311;0,341;0,24
"gritar";0,02;0,38;0,41;0,309
"gravata";0,007;0,311;0,341;0,24
"grade";0,934;0,38;0,031;0,309
"governar";0,099;0,311;0,341;0,979
"gil";0,02;0,38;0,41;0,309
"geng";0,137;0,311;0,341;0,001
"fundamento";0,657;0,818;0,734;0,979
"fundador";0,137;0,311;0,734;0,023
"fugir";0,547;0,818;0,734;0,24
"frequência";0,197;0,577;0,505;0,758
"frederico";0,137;0,818;0,003;0,24
"fred";0,197;0,577;0,031;0,309
"fracassado";0,137;0,311;0,341;0,001
"formular";0,547;0,311;0,103;0,24
"fiscalização";0,934;0,046;0,41;0,309
"financiar";0,547;0,141;0,341;0,24
"ferir";0,657;0,818;0,341;0,263
"federação";0,099;0,818;0,341;0,24
"familiar";0,137;0,141;0,341;0,263
"falhar";0,137;0,311;0,341;0,001
"falado";0,02;0,38;0,41;0,309
"fagundes";0,02;0,38;0,41;0,309
"fada";0,007;0,311;0,341;0,24
"facilitar";0,137;0,007;0,734;0,24
"faca";0,099;0,311;0,734;0,24
"explosivo";0,137;0,311;0,341;0,001
"existente";0,934;0,38;0,41;0,103
"ex_presidentes";0,934;0,577;0,505;0,309
"ex_ministra";0,657;0,141;0,734;0,24
"ex_executivo";0,137;0,141;0,103;0,24
"ex_assessor";0,197;0,046;0,505;0,309
"estudo";0,547;0,311;0,341;0,263
"estranho";0,137;0,141;0,103;0,24
"estabilidade";0,137;0,311;0,341;0,001
"essencial";0,934;0,577;0,41;0,758
"esquerdo";0,007;0,311;0,341;0,24
"esplanada";0,261;0,577;0,41;0,309
"espaço";0,657;0,141;0,341;0,979
"espalhar";0,547;0,311;0,734;0,979
"esclarecer";0,197;0,38;0;0,309
"emergência";0,197;0,577;0,41;0,103
"eletrônico";0,934;0,577;0,505;0,309
"eficiência";0,657;0,141;0,734;0,24
"edição";0,099;0,818;0,341;0,24
"domiciliar";0,197;0,38;0;0,309
"disponível";0,657;0,311;0,734;0,263
"dispensar";0,099;0,311;0,734;0,24
"diretoria";0,934;0,046;0,41;0,309
"diplomata";0,137;0,311;0,341;0,001
"digno";0,02;0,38;0,41;0,309
"diferença";0,547;0,818;0,341;0,979
"diego";0,547;0,818;0,341;0,979
"determinação";0,657;0,311;0,003;0,24
"detectar";0,137;0,311;0,341;0,001
"destróier";0,137;0,311;0,341;0,001
"destino";0,657;0,311;0,734;0,263
"despesa";0,137;0,007;0,734;0,24
"desmascarar";0,197;0,38;0;0,309
"desertor";0,197;0,38;0,41;0,003
"desculpa";0,137;0,818;0,003;0,24
"desabafo";0,261;0,38;0,505;0,309
"derramamento";0,007;0,311;0,341;0,24
"depor";0,197;0,577;0,031;0,309
"depender";0,657;0,311;0,103;0,979
"delito";0,657;0,818;0,103;0,24
"custar";0,099;0,311;0,341;0,979
"curvar";0,007;0,311;0,341;0,24
"crédito";0,657;0,007;0,341;0,24
"crescer";0,007;0,311;0,341;0,24
"corrêa";0,137;0;0,341;0,24
"corruptor";0,657;0,007;0,341;0,24
"coronel";0,657;0,818;0,341;0,263
"controlo";0,657;0,311;0,341;0,023
"continente";0,137;0,311;0,341;0,001
"contido";0,934;0,577;0,41;0,758
"consumir";0,137;0;0,341;0,24
"consumidor";0,657;0,007;0,341;0,24
"construção";0,137;0,007;0,341;0,979
"constrangimento";0,261;0,577;0,41;0,309
"conseqüências";0,137;0,311;0,341;0,001
"conselheiro";0,197;0,38;0,41;0,003
"consciência";0,261;0,38;0,41;0,758
"conhecimento";0,547;0,141;0,341;0,24
"confundir";0,137;0,311;0;0,24
"confronto";0,099;0,311;0,341;0,979
"concreto";0,657;0,141;0,734;0,24
"compra";0,547;0,141;0,341;0,24
"competente";0,261;0,577;0,41;0,309
"colapso";0,657;0,311;0,341;0,023
"cnn";0,137;0,311;0,341;0,001
"circular";0,547;0,311;0,341;0,263
"ciar";0,197;0,577;0,505;0,758
"chão";0,547;0,311;0,341;0,263
"chave";0,934;0,577;0,505;0,309
"cenário";0,547;0,311;0,734;0,979
"cbf";0,934;0,38;0,031;0,309
"carrapato";0,197;0,577;0,031;0,309
"cancelar";0,934;0,38;0,41;0,103
"calcular";0,657;0,818;0,341;0,263
"cacique";0,137;0;0,341;0,24
"cachorro";0,007;0,311;0,341;0,24
"cabelo";0,099;0,311;0,734;0,24
"buraco";0,099;0,311;0,734;0,24
"breve";0,547;0,311;0,341;0,263
"botar";0,007;0,311;0,341;0,24
"blogueiro";0,197;0,577;0,031;0,309
"besteira";0,007;0,311;0,341;0,24
"belo";0,099;0,311;0,734;0,24
"banheiro";0,547;0,311;0,103;0,24
"bala";0,197;0,38;0,031;0,758
"baixar";0,197;0,046;0,505;0,309
"avaliação";0,547;0,311;0,734;0,979
"aurélio";0,197;0,38;0;0,309
"atriz";0,02;0,38;0,41;0,309
"atribuir";0,547;0,311;0,734;0,979
"atrasado";0,099;0,818;0,341;0,24
"atrair";0,099;0,818;0,341;0,24
"assinatura";0,261;0,38;0,505;0,309
"assassinato";0,137;0,818;0,734;0,263
"assaltado";0,007;0,311;0,341;0,24
"arquivar";0,934;0,577;0,505;0,309
"araújo";0,547;0,141;0,341;0,24
"aprovação";0,547;0,311;0,103;0,24
"aprontar";0,007;0,311;0,341;0,24
"aposentadoria";0,007;0,311;0,341;0,24
"apoiador";0,007;0,311;0,341;0,24
"apelo";0,547;0,818;0,734;0,24
"aparelho";0,099;0,311;0,734;0,24
"amorim";0,02;0,38;0,41;0,309
"amor";0,261;0,38;0,505;0,309
"altitude";0,137;0,311;0,341;0,001
"alienado";0,547;0,818;0,341;0,979
"aliança";0,547;0,311;0,341;0,263
"alessandra";0,007;0,311;0,341;0,24
"alemão";0,137;0,311;0,341;0,001
"alegação";0,137;0,311;0,003;0,979
"al_qaeda";0,934;0,38;0,41;0,103
"ahhh";0,197;0,046;0,505;0,309
"afeganistão";0,137;0,311;0,341;0,001
"acumular";0,137;0;0,341;0,24
"acidente";0,137;0,311;0,103;0,263
"aberto";0,657;0,818;0,734;0,979
"2a";0,197;0,38;0,031;0,758
"youtube";0,261;0,577;0,41;0,309
"xingar";0,02;0,38;0,41;0,309
"véspera";0,934;0,577;0,505;0,309
"vitória";0,261;0,38;0,505;0,309
"violência";0,02;0,38;0,41;0,309
"vigilância";0,197;0,38;0,41;0,003
"vidro";0,02;0,38;0,41;0,309
"vice_ministro";0,197;0,38;0,41;0,003
"ventilador";0,934;0,577;0,505;0,309
"varrer";0,261;0,38;0,41;0,758
"vandenberg";0,197;0,38;0,41;0,003
"túnel";0,197;0,38;0,41;0,003
"trágico";0,934;0,577;0,41;0,758
"trupe";0,934;0,38;0,031;0,309
"trata_se";0,934;0,577;0,41;0,758
"trabalhista";0,02;0,38;0,41;0,309
"tortura";0,197;0,38;0;0,309
"toa";0,02;0,38;0,41;0,309
"tillerson";0,197;0,38;0,41;0,003
"teórico";0,197;0,38;0,41;0,003
"testemunha";0,261;0,577;0,41;0,309
"temor";0,934;0,38;0,505;0,758
"tapa";0,261;0,38;0,505;0,309
"tailândia";0,197;0,38;0,41;0,003
"súbito";0,934;0,38;0,41;0,103
"série";0,197;0,577;0,41;0,103
"surpreso";0,197;0,38;0,031;0,758
"sul_coreanos";0,197;0,38;0,41;0,003
"sucessor";0,934;0,577;0,41;0,758
"submerso";0,197;0,38;0,41;0,003
"subestimar";0,261;0,38;0,41;0,758
"solicitar";0,197;0,577;0,031;0,309
"solaris";0,934;0,38;0,031;0,309
"sobreviver";0,261;0,38;0,505;0,309
"sinceridade";0,02;0,38;0,41;0,309
"sigla";0,934;0,577;0,505;0,309
"shuang";0,197;0,38;0,41;0,003
"sertanejo";0,261;0,577;0,41;0,309
"serraglio";0,197;0,046;0,505;0,309
"sergio";0,197;0,001;0,41;0,309
"sequestrar";0,934;0,38;0,505;0,758
"senso";0,02;0,38;0,41;0,309
"seguro";0,934;0,577;0,41;0,758
"seguidor";0,02;0,38;0,41;0,309
"seguido";0,02;0,38;0,41;0,309
"segmento";0,934;0,046;0,41;0,309
"secretária";0,02;0,38;0,41;0,309
"secretaria";0,261;0,577;0,41;0,309
"schaffner";0,197;0,38;0,41;0,003
"sanitário";0,261;0,577;0,41;0,309
"sagrado";0,261;0,38;0,41;0,758
"rpdc";0,197;0,38;0,41;0,003
"rex";0,197;0,38;0,41;0,003
"reuters";0,197;0,38;0,41;0,003
"retorno";0,261;0,577;0,41;0,309
"restaurante";0,934;0,577;0,505;0,309
"repetido";0,934;0,577;0,41;0,758
"reparar";0,261;0,38;0,505;0,309
"remuneração";0,934;0,046;0,41;0,309
"refém";0,934;0,38;0,41;0,103
"redor";0,197;0,38;0,41;0,003
"recolher";0,261;0,577;0,41;0,309
"receita";0,197;0,001;0,41;0,309
"recebido";0,197;0,046;0,505;0,309
"rasgar";0,261;0,38;0,505;0,309
"rascunho";0,197;0,38;0;0,309
"radar";0,197;0,38;0,505;0,103
"rabo";0,934;0,046;0,41;0,309
"r_calf";0,197;0,046;0,41;0,758
"quebra";0,934;0,38;0,031;0,309
"quantidade";0,261;0,38;0,41;0,758
"pé";0,934;0,38;0,505;0,758
"publicitário";0,934;0,046;0,41;0,309
"provocador";0,261;0,38;0,41;0,758
"protocolo";0,934;0,38;0,505;0,758
"proprietário";0,934;0,577;0,505;0,309
"propriedade";0,197;0,046;0,41;0,758
"promessa";0,934;0,38;0,41;0,103
"profissão";0,934;0,38;0,031;0,309
"produzir";0,197;0,577;0,41;0,103
"procuradoria_geral";0,934;0,046;0,41;0,309
"primeira_ministra";0,261;0,38;0,505;0,309
"previsão";0,934;0,38;0,41;0,103
"prevenir";0,197;0,38;0,031;0,758
"pregar";0,934;0,38;0,505;0,758
"precedente";0,934;0,38;0,505;0,758
"prazer";0,934;0,38;0,505;0,758
"pr";0,261;0,38;0,505;0,309
"post";0,934;0,38;0,41;0,103
"porte";0,261;0,577;0,41;0,309
"porta_voz";0,934;0,38;0,41;0,103
"pontual";0,02;0,38;0,41;0,309
"poderio";0,197;0,38;0,41;0,003
"pl";0,261;0,38;0,505;0,309
"piloto";0,197;0,38;0,41;0,003
"pilantra";0,261;0,577;0,41;0,309
"pib";0,934;0,046;0,41;0,309
"peça";0,934;0,38;0,41;0,103
"petras";0,197;0,38;0,41;0,003
"perfil";0,261;0,577;0,41;0,309
"perdido";0,261;0,38;0,505;0,309
"perda";0,934;0,577;0,41;0,758
"pequim";0,197;0,38;0,41;0,003
"penitenciário";0,934;0,046;0,41;0,309
"patamar";0,934;0,38;0,41;0,103
"parceria";0,197;0,046;0,41;0,758
"paraíso";0,197;0,001;0,41;0,309
"paralisado";0,934;0,38;0,41;0,103
"paciência";0,197;0,38;0,41;0,003
"pacheco";0,197;0,577;0,031;0,309
"ovacionar";0,934;0,38;0,031;0,309
"outubro";0,934;0,046;0,41;0,309
"origem";0,261;0,38;0,505;0,309
"orelha";0,02;0,38;0,41;0,309
"orcrim";0,261;0,38;0,505;0,309
"ofensiva";0,197;0,38;0,41;0,003
"nêumanne";0,934;0,38;0,031;0,309
"novembro";0,934;0,38;0,41;0,103
"north";0,197;0,38;0,41;0,003
"norte_americanos";0,197;0,577;0,41;0,103
"norte_americanas";0,197;0,38;0,41;0,003
"nocaute";0,934;0,38;0,031;0,309
"nascer";0,934;0,577;0,41;0,758
"mutante";0,197;0,38;0,41;0,003
"moço";0,934;0,38;0,031;0,309
"moreno";0,197;0,577;0,031;0,309
"moreira";0,934;0,577;0,505;0,309
"mordido";0,02;0,38;0,41;0,309
"morder";0,02;0,38;0,41;0,309
"montante";0,197;0,001;0,41;0,309
"molina";0,934;0,577;0,505;0,309
"moleque";0,02;0,38;0,41;0,309
"miriam";0,261;0,577;0,41;0,309
"milionário";0,261;0,577;0,41;0,309
"mike";0,197;0,38;0,41;0,003
"michael";0,197;0,38;0,41;0,003
"metrô";0,197;0,38;0,41;0,003
"metade";0,197;0,046;0,41;0,758
"mesada";0,197;0,001;0,41;0,309
"mello";0,197;0,38;0;0,309
"melhorar";0,934;0,38;0,031;0,309
"melar";0,934;0,046;0,41;0,309
"mega";0,197;0,577;0,41;0,103
"mcmaster";0,197;0,38;0,41;0,003
"mccain";0,197;0,38;0,41;0,003
"maurício";0,197;0,577;0,031;0,309
"mato";0,197;0,046;0,505;0,309
"massacrar";0,261;0,38;0,41;0,758
"manobra";0,934;0,577;0,41;0,758
"manga";0,261;0,38;0,41;0,758
"licitação";0,934;0,577;0,505;0,309
"libertar";0,934;0,38;0,41;0,103
"liberação";0,934;0,046;0,41;0,309
"lewandowski";0,261;0,38;0,505;0,309
"letra";0,197;0,38;0;0,309
"legado";0,934;0,38;0,031;0,309
"lavar";0,934;0,046;0,41;0,309
"largo";0,934;0,577;0,41;0,758
"lambança";0,02;0,38;0,41;0,309
"kiselyov";0,197;0,38;0,41;0,003
"júnior";0,197;0,001;0,41;0,309
"jurista";0,197;0,38;0;0,309
"julius";0,197;0,046;0,505;0,309
"john";0,197;0,38;0,41;0,003
"jeito";0,261;0,577;0,41;0,309
"janete";0,197;0,577;0,031;0,309
"james";0,934;0,38;0,41;0,103
"itália";0,02;0,38;0,41;0,309
"irônico";0,02;0,38;0,41;0,309
"irregularidade";0,197;0,046;0,505;0,309
"irregular";0,197;0,046;0,41;0,758
"intuito";0,934;0,577;0,505;0,309
"intimação";0,197;0,38;0;0,309
"internação";0,934;0,046;0,41;0,309
"internauta";0,02;0,38;0,41;0,309
"internar";0,934;0,38;0,031;0,309
"interceder";0,197;0,046;0,505;0,309
"instante";0,197;0,38;0,505;0,103
"insistir";0,934;0,38;0,41;0,103
"influente";0,261;0,38;0,41;0,758
"infeliz";0,02;0,38;0,41;0,309
"indignado";0,934;0,046;0,41;0,309
"incompetente";0,02;0,38;0,41;0,309
"impulsivo";0,197;0,38;0,41;0,003
"importar";0,261;0,38;0,505;0,309
"implementar";0,934;0,38;0,41;0,103
"implacável";0,197;0,38;0,41;0,003
"impetrar";0,197;0,577;0,031;0,309
"imediato";0,197;0,38;0,505;0,103
"illuminati";0,197;0,38;0,41;0,003
"ideológico";0,02;0,38;0,41;0,309
"ideologia";0,261;0,38;0,505;0,309
"identificado";0,197;0,577;0,505;0,758
"i";0,934;0,38;0,41;0,103
"hotel";0,261;0,38;0,505;0,309
"horário";0,197;0,38;0,41;0,003
"honra";0,934;0,38;0,031;0,309
"honestidade";0,02;0,38;0,41;0,309
"hiroshima";0,197;0,38;0,41;0,003
"hiroshi";0,197;0,38;0,41;0,003
"helicóptero";0,197;0,38;0,41;0,003
"gripe";0,197;0,38;0,41;0,003
"grampear";0,261;0,38;0,505;0,309
"gordo";0,197;0,38;0,41;0,003
"gigante";0,197;0,001;0,41;0,309
"gesto";0,934;0,38;0,41;0,103
"geraldo";0,197;0,001;0,41;0,309
"gasolina";0,197;0,577;0,41;0,103
"garoto";0,197;0,38;0,505;0,103
"g1";0,02;0,38;0,41;0,309
"físico";0,261;0,38;0,505;0,309
"fã";0,934;0,046;0,41;0,309
"furtar";0,197;0,577;0,031;0,309
"furna";0,934;0,046;0,41;0,309
"fundação";0,197;0,577;0,41;0,103
"fruto";0,02;0,38;0,41;0,309
"fraude";0,934;0,046;0,41;0,309
"forçar";0,197;0,577;0,41;0,103
"forjar";0,934;0,38;0,031;0,309
"foco";0,261;0,38;0,505;0,309
"flagrante";0,934;0,577;0,41;0,758
"firme";0,197;0,38;0,505;0,103
"firmar";0,197;0,577;0,031;0,309
"fevereiro";0,197;0,001;0,41;0,309
"favorecer";0,934;0,046;0,41;0,309
"faturamento";0,197;0,001;0,41;0,309
"fanático";0,261;0,38;0,41;0,758
"falta";0,197;0,577;0,031;0,309
"fallon";0,197;0,38;0,41;0,003
"fadar";0,934;0,577;0,41;0,758
"facebook";0,261;0,577;0,41;0,309
"fabricar";0,197;0,38;0,41;0,003
"extorsão";0,197;0,046;0,505;0,309
"extinção";0,261;0,38;0,505;0,309
"exportar";0,197;0,046;0,41;0,758
"existência";0,197;0,046;0,41;0,758
"exame";0,261;0,38;0,505;0,309
"ex_primeira";0,934;0,38;0,031;0,309
"evidência";0,934;0,577;0,41;0,758
"europeu";0,197;0,38;0,505;0,103
"estreito";0,934;0,577;0,41;0,758
"estratégico";0,197;0,577;0,41;0,103
"estrago";0,261;0,38;0,41;0,758
"estender";0,197;0,577;0,41;0,103
"esquerdista";0,261;0,38;0,505;0,309
"espalhado";0,261;0,38;0,41;0,758
"escritor";0,02;0,38;0,41;0,309
"erguido";0,934;0,577;0,505;0,309
"equivaler";0,197;0,046;0,41;0,758
"episódio";0,934;0,046;0,41;0,309
"entrega";0,197;0,577;0,031;0,309
"enrolado";0,934;0,046;0,41;0,309
"enriquecer";0,261;0,577;0,41;0,309
"energia";0,934;0,38;0,505;0,758
"emílio";0,934;0,046;0,41;0,309
"empresarial";0,934;0,577;0,505;0,309
"einstein";0,261;0,577;0,41;0,309
"efeito";0,197;0,38;0,41;0,003
"débito";0,934;0,046;0,41;0,309
"dágua";0,197;0,577;0,41;0,103
"duro";0,934;0,38;0,41;0,103
"dom";0,261;0,38;0,505;0,309
"doer";0,02;0,38;0,41;0,309
"doente";0,261;0,38;0,505;0,309
"documentação";0,197;0,38;0;0,309
"ditado";0,261;0,38;0,505;0,309
"distribuição";0,934;0,046;0,41;0,309
"discussão";0,261;0,38;0,41;0,758
"devastador";0,197;0,577;0,41;0,103
"determinado";0,261;0,38;0,505;0,309
"destruição";0,261;0,38;0,41;0,758
"destaque";0,261;0,38;0,41;0,758
"despachar";0,197;0,38;0;0,309
"desmoronar";0,197;0,577;0,41;0,103
"desmentir";0,02;0,38;0,41;0,309
"desencadear";0,197;0,38;0,41;0,003
"desempenho";0,02;0,38;0,41;0,309
"descobrir";0,197;0,046;0,41;0,758
"dependente";0,02;0,38;0,41;0,309
"demo";0,197;0,046;0,41;0,758
"demissão";0,934;0,38;0,031;0,309
"delírio";0,02;0,38;0,41;0,309
"delegacia";0,02;0,38;0,41;0,309
"dama";0,934;0,38;0,505;0,758
"céu";0,934;0,38;0,505;0,758
"custa";0,02;0,38;0,41;0,309
"curto";0,934;0,577;0,505;0,309
"curiosidade";0,934;0,38;0,41;0,103
"culpar";0,934;0,38;0,41;0,103
"culpado";0,197;0,046;0,505;0,309
"culpa";0,02;0,38;0,41;0,309
"cuidar";0,934;0,577;0,41;0,758
"cristiano";0,197;0,38;0;0,309
"criação";0,197;0,046;0,505;0,309
"cracolândia";0,02;0,38;0,41;0,309
"cortar";0,261;0,577;0,41;0,309
"corpo";0,02;0,38;0,41;0,309
"copa";0,934;0,046;0,41;0,309
"convidado";0,02;0,38;0,41;0,309
"confuso";0,934;0,38;0,505;0,758
