"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6"
"barbosa";-1,102;4,693;0,013;-3,192;5,157;-3,857
"aval";0,558;36,805;-3,725;-3,547;-3,399;-4,286
"aposta";1,928;-3,66;-1,727;-1,581;-1,459;19,286
"aposentado";0;-2,09;-1,302;17,429;-1,188;-0,054
"amarillo";-1,654;-0,953;14,879;0,193;-1,698;-0,401
"adversário";0,195;-6,878;0,051;2,201;11,277;-4,931
"acertar";-1,244;27,645;-0,382;-1,424;-1,31;-4,072
"absurdo";-0,005;0,229;0,105;1,019;-0,013;-2,597
"usuário";-2,151;1,762;0,54;0,001;0,772;-2,784
"unir";-2,979;-3,093;-0,284;-1,269;5,157;8,937
"transportar";-3,311;-3,66;-3,725;-3,547;-3,399;82,649
"tornozeleira";23,591;-1,791;-1,116;0,012;-1,018;-1,284
"sócio";-1,682;20,586;-2,066;0,17;-3,739;-1,105
"sucessor";-0,963;-1,21;-1,235;25,543;-1,02;-0,402
"salvar";0,275;-0,995;2,941;-0,081;-0,052;-0,29
"roubar";0,41;-3,946;-1,896;52,357;-3,569;-4,501
"reverter";25,364;-1,435;0,013;-3,192;-0,167;-1,808
"retorno";1,156;-1,456;-2,233;17,621;-0,369;-2,57
"requerimento";5,004;-4,522;-2,237;-4,081;39,969;-4,931
"recuperação";-1,388;-1,908;-0,488;0;33,455;-4,286
"recuperar";-3,809;3,396;18,028;-2,062;-0,627;-4,931
"reclamar";-2,151;0;-2,419;22,022;-0,487;-0,884
"quebra";1,541;10,02;-1,077;-0,081;-2,718;-3,428
"preto";-3,145;6,395;-3,538;0,538;2,143;-2,003
"precedente";4,439;-2,916;3,313;-4,258;-0,738;0,902
"ponte";-2,482;-0,79;-0,062;-0,034;18,268;-1,242
"petição";0,847;7,005;-0,001;-2,304;-0,487;-2,784
"paulsen";119,662;-6,578;-2,066;-3,903;-3,739;-4,716
"pacheco";-0,337;24,722;-2,233;-0,423;-2,038;-2,57
"ocupado";13,027;-0,075;-0,922;-0,824;-2,548;0,059
"nunes";4,735;-1,668;-3,538;4,074;2,143;-4,072
"movimentação";-3,311;5,488;-1,727;1,555;-0,328;-0,095
"merecer";-0,375;-6,279;16,246;-0,009;1,47;-2,397
"litoral";6,793;-0,895;-0,558;-0,531;-0,509;0,51
"latino";-2,648;-0,162;26,583;0,173;-2,718;-3,428
"interferir";-0,082;0,003;4,959;-0,143;-0,103;-1,616
"integração";0,605;9,243;-0,02;-2,482;-0,612;-2,999
"independente";-2,316;-1,987;18,239;-2,482;-0,001;0,14
"ideológico";0;-6,279;2,648;3,015;-0,001;-0,161
"horário";-2,979;-3,093;-1,397;-1,269;-0,167;37,03
"homenagem";-0,45;-3,884;-0,001;0,658;2,778;0,267
"gleisi";-0,005;4,003;-2,066;-0,034;2,9;-4,716
"formação";3,105;-2,403;0,105;2,581;-0,521;-1,105
"exame";0,418;-4,482;-0,922;39,945;-2,548;-3,213
"evidência";2,739;-1,435;4,254;-1,269;-0,167;-0,526
"estabilidade";-2,316;-1,987;0,351;-0,684;2,238;3,161
"escalão";-2,979;-0,006;1,999;-1,269;-0,167;3,066
"energia";-0,144;-0,953;8,923;-1,772;0,244;-0,401
"edifício";-0,661;0,009;-0,744;-0,708;0,356;2,89
"déficit";-0,496;-0,895;-0,558;-0,531;-0,509;14,029
"distância";-3,477;-3,946;-3,911;-0,501;-3,569;67,209
"distribuição";-0,697;16,196;-2,792;-2,659;0,366;-1,242
"disponível";0,092;-0,406;0,585;-0,218;-3,058;3,066
"diretor_geral";-2,151;0;9,149;-0,55;0,772;-2,784
"delatar";-3,311;58,717;-1,727;-3,547;-3,399;-4,286
"crescente";-1,244;-5,68;1,631;-3,37;-1,31;27,189
"costumar";-2,979;-5,38;0,013;37,607;-3,058;-0,011
"corrigir";2,303;-0,556;3,643;-1,424;-0,243;-0,66
"correto";-0,005;-4,233;25,203;-0,611;-1,763;-0,241
"corrente";-0,45;21,397;-0,627;-0,55;-2,208;-2,784
"comprometer";0,011;5,488;-3,725;-1,581;0,004;0,078
"cobrir";-0,963;12,358;0,05;-0,143;-2,888;-1,616
"campino";-0,144;0,279;-1,861;-1,772;16,712;-2,141
"básico";-2,151;-3,884;36,943;-0,55;0,008;-2,784
"boca";-0,469;0,229;-2,066;11,545;-0,013;-2,597
"augusto";-3,311;11,606;-0,007;-0,398;0,489;-4,286
"arsenal";-3,975;-4,811;-2,41;-2,226;-4,08;80,915
"arquivamento";7,161;-0,995;-2,978;-2,837;16,286;-3,428
"apresentação";3,837;0,037;-2,978;-2,837;11,056;-3,428
"alimentar";-2,648;-2,534;1,054;6,325;-2,718;2,05
"alexandrino";-2,814;40,962;-3,165;-0,143;-2,888;-3,642
"agravar";-0,676;-4,811;0,484;0,632;0,778;0,902
"aceito";0,061;12,953;-0,49;-0,423;-2,038;-2,57
"wagner";-2,814;27,523;-1,235;-3,014;0,136;-3,642
"terrorismo";-0,288;-5,979;0,284;-0,398;-1,459;19,286
"temporário";15,64;0,046;-1,727;-1,581;0,004;-2,199
"sonho";-1,534;-3,946;-0,031;17,477;-0,421;0,029
"sequência";2,303;2,066;-3,538;-1,424;0,025;-0,044
"semelhante";0,04;-1,668;1,631;-3,37;0,025;2,554
"saldo";-2,814;27,523;-1,235;0,091;-2,888;-3,642
"rossi";-2,482;34,42;-2,792;-0,824;-0,744;-3,213
"revelação";0,011;3,279;0,284;-1,581;-1,459;-0,095
"reafirmar";1,928;0,046;-1,727;-1,581;0,004;0,752
"ramo";-2,979;14,81;0,585;-1,269;-0,167;-3,857
"psb";-3,477;-6,279;-3,911;-3,725;124,056;-4,501
"pré_candidato";-0,288;-5,979;-3,725;-3,547;92,118;-4,286
"primeiro_ministro";-3,477;-0,899;-0,602;-0,501;-1,61;28,425
"potencial";-0,14;-3,093;-0,284;-3,192;0,068;17,874
"perseguição";23,125;-5,68;0;4,074;-3,228;-4,072
"osmar";-1,157;1,563;-0,01;4,241;-1,188;-1,498
"olho";-0,009;-4,482;-0,922;31,33;-0,744;-1,242
"okamotto";28,92;1,284;-2,606;-2,482;-2,378;-2,999
"obrigação";-1,985;-1,456;2,835;-0,423;3,436;-0,008
"né";-3,311;-0,101;-3,725;39,139;0,004;-4,286
"news";-3,643;-1,088;-0,723;-0,611;-1,763;32,156
"mdb";-0,209;-5,68;0;0,008;28,906;-4,072
"massa";-3,311;-3,66;0,284;-0,398;-1,459;24,791
"kcna";-3,809;-6,878;-4,284;-4,081;-3,91;107,757
"inventar";-3,477;2,715;-0,602;-1,74;-3,569;13,044
"inaudível";-2,482;0,909;-2,792;31,33;-2,548;-3,213
"identificado";0,016;7,005;-0,627;-2,304;-2,208;0,267
"icbm";-3,643;-6,578;-4,098;-3,903;-3,739;103,062
"finalidade";8,032;-0,04;1,631;-3,37;-1,31;-0,66
"facção";4,219;-1,194;-0,744;-0,708;0,356;0,15
"fab";-1,819;15,395;0,052;-0,305;-1,868;-2,355
"ex_presidentes";1,156;18,366;-2,233;-2,127;-2,038;-2,57
"escapar";2,303;-0,04;-1,561;-1,424;0,659;0,154
"doutor";-0,828;37,685;-2,978;-0,969;-2,718;-3,428
"discursar";-0,037;-4,782;5,775;-0,969;6,836;-1,427
"destino";-0,082;0,398;4,959;-0,143;-2,888;-0,402
"desafiar";-3,477;-6,279;-1,896;-1,74;-1,61;67,209
"dedicar";-0,288;-1,908;13,038;0,386;-0,328;-2,199
"custar";-0,828;1,908;-2,978;15,326;-2,718;-1,427
"corporação";-2,316;-1,987;41,959;-0,006;-2,378;-2,999
"contrapartida";-0,337;18,366;-2,233;-2,127;0,045;-2,57
"compor";6,237;-2,813;-0,197;-1,118;0,136;0,409
"competência";7,161;-4,782;5,775;-0,969;0,233;-3,428
"carregar";-0,14;0,234;-0,284;0,037;-1,164;1,281
"candidatar";1,603;-6,279;-0,602;-0,501;30,857;-4,501
"aço";-0,496;-0,895;-0,558;-0,531;6,586;0,51
"autoria";0,418;-4,482;-2,792;-0,824;41,932;-3,213
"atualização";-0,45;10,932;-0,001;-2,304;0,008;-2,784
"armamento";-3,809;-6,878;-0,849;-2,062;-1,917;67,061
"aplicação";10,197;-2,813;0,795;-0,143;-0,103;-1,616
"andrade";-2,979;37,104;-3,351;-3,192;0,068;-3,857
"ambiental";0;-0,599;4,26;2,008;-2,378;-1,06
"alternativo";-1,244;-1,668;0;-0,304;7,662;0,154
"acionar";15,36;-0,497;-1,488;-1,417;-1,358;0,3
"verba";-0,07;-0,003;-1,674;0,364;6,513;-1,927
"valorizar";-3,477;-6,279;34,025;5,51;-1,61;-4,501
"tendência";-2,316;-4,183;4,26;-0,006;-0,001;3,161
"surpresa";-3,145;-0,556;-0,382;15,567;0,659;-2,003
"substituto";22,131;-3,286;-2,047;-1,949;4,245;-2,355
"sarney";-0,697;-0,79;-2,792;0,289;25,079;-3,213
"sala";1,192;4,618;-1,302;-0,003;-1,188;-1,498
"revogar";12,197;-5,68;-1,561;-1,424;16,583;-4,072
"requião";9,045;-3,093;-1,397;-3,192;18,325;-3,857
"promessa";-0,828;-0,162;-0,122;0,173;-0,052;2,05
"pensamento";-1,388;-5,979;8,971;-0,398;6,791;-0,802
"pdt";-3,311;-0,721;-3,725;-3,547;80,321;-4,286
"naval";-3,477;-6,279;-3,911;-1,74;-1,61;76,938
"máquina";-3,311;-3,66;29,787;-1,581;-0,328;0,078
"moraes";-0,992;-1,791;-1,116;21,911;0,023;-1,284
"michel";-2,482;-4,482;0,213;31,33;-0,017;-3,213
"mentir";-3,145;13,108;-0,382;0,008;0,025;-4,072
"limitar";-0,571;-0,599;1,764;-2,482;-0,612;6,15
"leitura";6,343;-3,946;4,965;-0,009;-0,421;-2,397
"israel";-2,979;-3,093;-1,397;-0,218;-3,058;44,949
"interpretação";16,894;-2,534;1,054;-0,969;-0,88;-1,427
"interessar";-2,316;-4,183;4,26;-0,006;5,088;-0,107
"igreja";0,77;-2,389;-1,488;-0,04;14,876;-1,713
"gravidade";4,528;-2,259;3,544;1,589;-2,548;-3,213
"fugir";8,032;-3,376;-1,561;4,074;0,659;-4,072
"federação";-0,697;-2,259;1,373;-0,824;12,534;-1,242
"exigência";-0,45;0;-0,627;-0,55;10,517;-0,884
"engenheiro";0;0,124;-0,01;4,241;-1,188;-1,498
"elite";-1,102;-3,093;16,074;-0,218;-3,058;1,281
"doença";-3,145;-5,68;25,671;10,911;-3,228;-4,072
"desembarcar";-1,323;-0,497;0,527;-1,417;8,137;-0,145
"desejo";-3,311;-0,721;1,319;1,555;-3,399;4,169
"depor";-0,571;13,512;0,351;-2,482;-0,612;-2,999
"curto";-1,102;-3,093;-1,397;0,728;-3,058;23,492
"culpa";3,246;-1,21;4,959;-1,118;0,136;-3,642
"credibilidade";-0,037;-0,995;2,941;-2,837;0,233;0,601
"cortar";-1,985;-3,585;-0,49;11,49;-0,369;2,043
"coordenador";8,229;-0,79;-0,922;-0,034;1,793;-3,213
"constante";-1,102;1,092;0,013;-3,192;-0,167;3,066
"consideração";29,889;-3,376;0;0,008;-3,228;-2,003
"compreender";-1,102;-5,38;28,164;-1,269;0,867;-1,808
"comandante";0,092;-1,435;-1,397;2,289;-1,164;3,066
"chegada";-0,14;-5,38;-3,351;-1,269;-1,164;44,949
"ccj";-1,244;-5,68;-3,538;-3,37;98,829;-4,072
"caça";-1,534;0,371;-3,911;-3,725;-3,569;34,867
"carga";-1,819;6,198;-2,047;-1,949;-0,26;2,665
"cadeira";-2,316;-0,599;-0,02;4,689;5,088;-2,999
"bumlai";0,03;12,354;-1,116;-1,063;-1,018;-1,284
"breve";-2,814;-5,081;0,05;0,96;0,136;6,508
"baixar";-1,985;-0,271;0,791;11,49;-0,369;-2,57
"autonomia";-1,102;-1,435;16,074;-1,269;0,068;-0,526
"atribuição";3,246;-5,081;23,986;-3,014;-1,02;-1,616
"atrapalhar";-0,697;-2,259;1,373;-0,824;18,268;-3,213
"arquivar";25,914;-0,075;-0,922;-0,824;-0,744;-3,213
"aproximar";-3,311;-0,101;-1,727;1,555;-0,328;6,913
"angola";-1,488;30,187;-1,674;-1,595;-1,528;-1,927
"abordar";-0,082;-2,813;0,795;-0,143;5,937;-0,402
"tô";-3,477;13,873;-3,911;3,015;-0,001;-4,501
"trajetória";-2,814;-2,813;8,379;0,96;0,136;-0,402
"seguido";-1,985;-1,456;-0,49;6,665;0,045;0,451
"radar";-2,814;-2,813;-1,235;-0,143;0,136;19,913
"parceria";-2,316;0,247;4,26;-0,006;-2,378;0,14
"oab";36,516;-1,456;-0,49;-2,127;-0,369;-2,57
"nordeste";-1,323;-0,497;-1,488;-1,417;-0,026;18,158
"new";-3,145;-3,376;48,462;-3,37;-3,228;0,154
"nelson";0;3,129;-2,606;-0,684;5,088;-2,999
"mudo";-1,102;-5,38;1,999;0,037;8,649;-0,526
"mobilizar";0,04;-5,68;1,631;-3,37;-0,243;11,603
"miller";-2,814;57,064;-3,165;-3,014;-2,888;-3,642
"medeiros";1,156;2,37;0,009;-2,127;-0,369;-0,714
"mapa";-1,819;6,198;0,052;-0,305;0,12;-2,355
"liberal";-2,979;-5,38;11,292;-1,269;-0,167;5,618
"leste";-3,145;-3,376;-3,538;-1,424;-1,31;58,141
"justo";0,168;-5,081;-0,197;25,543;-1,02;-1,616
"jacob";10,624;0,124;-1,302;-0,003;-1,188;-1,498
"inaceitável";-0,209;-5,68;3,643;-0,304;-3,228;11,603
"importação";-0,827;-0,025;0,071;-0,886;-0,848;6,189
"hamburgo";-2,648;-4,782;42,67;-2,837;-0,88;0,014
"guam";-3,477;-6,279;-3,911;-3,725;-3,569;98,368
"greve";2,74;-1,493;-0,93;7,913;-0,848;-1,07
"globalização";-2,814;-5,081;30,971;-3,014;-2,888;3,663
"futebol";-2,316;-0,019;-0,772;4,689;5,088;-2,999
"funcionamento";-0,45;-1,719;36,943;-2,304;-0,487;-2,784
"formal";0,145;-1,2;-0,361;3,918;0,12;-0,552
"fiscalizar";1,223;0,398;4,959;-1,118;-1,02;-3,642
"filmar";-0,009;27,591;-2,792;-2,659;-0,744;-3,213
"fhc";-2,151;1,762;-2,419;-0,55;16,25;-2,784
"exportar";-1,488;5,4;-1,674;-1,595;-1,528;4,464
"estabelecimento";0;0,124;-1,302;-0,003;0;0,579
"eliminar";-2,648;-2,534;5,775;-2,837;-2,718;16,472
"documental";25,628;0,279;-1,861;-1,772;-1,698;-2,141
"diretório";0,739;0,795;-3,538;-3,37;16,583;-4,072
"detenção";47,762;-0,599;-2,606;-2,482;-0,612;-2,999
"desempenho";0,479;-2,688;-0,142;-1,595;19,769;-1,927
"desculpa";0,168;-0,274;2,431;-0,143;0,136;-1,616
"depósito";-1,819;3,142;-2,047;-0,305;-1,868;5,876
"decidido";1,924;-2,259;1,373;-0,824;-2,548;2,555
"contratação";-1,102;37,104;-1,397;-1,269;-3,058;-3,857
"concorrer";-3,311;-5,979;-3,725;-3,547;118,137;-4,286
"companheiro";-0,209;-1,668;3,643;4,074;0,025;-4,072
"comida";-2,482;-4,482;-0,922;60,308;-0,744;-3,213
"cobra";-0,009;0,115;-0,922;3,934;0,366;-3,213
"clique";0;9,288;-1,302;-1,24;0;-1,498
"claudio";-0,037;30,737;-2,978;-2,837;-0,88;-3,428
"chuva";-1,488;-2,688;17,721;0,364;-1,528;-0,263
"cade";-2,979;52,023;-3,351;-1,269;-3,058;-3,857
"braço";-1,244;9,454;-1,561;1,894;-1,31;-2,003
"blog";19,245;-1,456;-2,233;-0,423;1,068;-2,57
"antecessor";-2,151;-0,424;-0,627;0,001;-0,487;11,766
"aluguel";-0,661;6,117;0,263;-0,708;-0,679;-0,856
"adiar";40,816;-3,093;-3,351;-0,218;-1,164;-0,526
"adiantar";-3,311;0,046;-0,488;3,509;6,791;-4,286
"adesão";-0,827;-1,493;0,071;0,096;8,352;-1,07
"abrigo";-2,316;-4,183;-2,606;2,008;-2,378;27,959
"zanon";-2,482;42,003;-0,922;-2,659;-2,548;-3,213
"véspera";-1,985;0,028;0,791;0,933;-2,038;0,451
"tríplex";59,272;-3,585;-2,233;-0,423;-2,038;-2,57
"transmitir";-0,209;-3,376;0;10,911;-0,243;-0,044
"tona";-2,979;1,092;7,352;-1,269;-1,164;-0,011
"tomahawk";-3,311;-5,979;-3,725;-3,547;-3,399;93,675
"thaad";-2,814;-5,081;-3,165;-3,014;-2,888;79,601
"surpreender";-2,151;-1,719;-0,627;5,587;0,008;1,55
"soares";3,246;12,358;-0,197;-3,014;-2,888;-3,642
"ritmo";-1,157;-0,299;-1,302;-1,24;0;13,97
"requisito";11,513;0,037;0,115;-2,837;-0,052;-3,428
"relevante";1,551;-0,143;7,389;-1,949;-0,26;-2,355
"quantidade";-0,45;-3,884;0,54;-0,55;6,026;0,267
"proferido";76,733;-2,813;-3,165;-3,014;-1,02;-3,642
"posicionamento";0,168;-5,081;4,959;-1,118;9,772;-3,642
"pmdb_pr";-0,992;6,473;-1,116;-1,063;1,717;-1,284
"perfil";-2,648;-2,534;26,583;-0,969;-0,052;-0,29
"pcdob";-0,963;1,458;-3,165;-3,014;26,978;-3,642
"mero";2,943;-0,424;-2,419;5,587;-0,487;-0,884
"licença";-0,037;3,905;-2,978;1,244;-0,052;-1,427
"liberação";-2,814;16,747;-1,235;-1,118;1,119;-3,642
"lewandowski";1,81;-1,791;-1,116;5,742;0,023;-1,284
"legalidade";8,229;-0,075;1,373;-0,824;-0,744;-3,213
"individual";2,943;-3,884;5,114;0,001;-0,487;-0,884
"indireto";-2,979;-0,406;-1,397;0,037;31,592;-3,857
"imigrante";-0,992;-1,791;0,004;12,522;0,023;-1,284
"identificação";0,958;-5,38;21,698;-3,192;0,068;-1,808
"hotel";-1,654;-0,05;1,554;4,88;-0,164;-2,141
"horizonte";-1,488;0,545;5,641;-1,595;-0,084;-0,263
"gesto";-2,151;0;9,149;0,658;-0,487;-2,784
"frota";-2,979;-3,093;-3,351;-1,269;-3,058;63,087
"forçar";-0,082;-1,21;2,431;-1,118;-1,02;3,663
"firme";0,04;-5,68;1,631;1,894;-1,31;0,991
"festa";-1,819;-3,286;-2,047;49,601;-1,868;-0,552
"fechamento";-0,337;2,37;-2,233;-0,423;7,15;-2,57
"falhar";-2,814;-5,081;-1,235;-3,014;-0,103;49,15
"espalhar";-2,151;-1,719;9,149;0,001;-2,208;1,55
"elaborar";1,156;-1,456;-0,49;-0,423;7,15;-0,714
"dório";0;-4,183;-0,02;26,604;-0,612;-2,999
"despacho";64,855;-2,259;-0,922;-2,659;-2,548;-3,213
"desdobramento";1,551;1,114;-0,361;-1,949;-0,26;0,002
"correção";1,156;-0,271;16,541;-2,127;-2,038;-2,57
"conselheiro";0,275;-2,534;-2,978;-2,837;-0,88;28,857
"consciência";-0,963;-5,081;12,689;0,96;0,136;-1,616
"condução";1,551;-0,143;0,052;-0,305;1,448;-2,355
"compliance";-1,985;18,366;0,009;-0,423;-2,038;-2,57
"combustível";-1,102;-5,38;-3,351;-3,192;-3,058;73,306
"científico";-0,697;-4,482;16,118;-0,034;-2,548;0,847
"chave";-0,571;-1,987;18,239;-0,006;-0,612;-1,06
"bombardeiro";-2,979;-5,38;-3,351;-3,192;-3,058;84,292
"bastidor";-0,14;-3,093;-0,284;-0,218;13,038;-0,011
"barrar";-0,337;-0,271;-0,49;-0,423;18,615;-2,57
"bahia";-1,157;4,618;-1,302;-0,003;1,118;-1,498
"antagonista";-1,819;1,114;-2,047;13,448;-0,26;-2,355
"alencar";-2,648;30,737;-0,122;-2,837;-0,88;-3,428
"abar";-3,145;-5,68;-1,561;-3,37;-1,31;67,695
"zeze";-2,151;15,729;-2,419;2,52;-2,208;-2,784
"virtude";-1,654;-0,05;22,35;-0,199;-1,698;-2,141
"violação";-0,697;-0,075;3,544;-0,824;-2,548;2,555
"viana";-0,45;-0,424;-0,627;0,001;16,25;-2,784
"vermelho";-1,654;-0,05;-0,244;-0,199;-0,164;7,229
"vergonha";-2,316;-1,987;-0,02;44,279;-2,378;-2,999
"ultrapassar";-1,985;-0,271;0,009;-0,423;0,045;4,785
"tocar";-0,009;-4,482;16,118;3,934;-2,548;-3,213
"sujeito";3,837;-4,782;-0,122;-0,081;1,424;0,014
"significativo";-1,488;-0,717;-0,142;-1,595;-0,084;14,926
"separar";-0,082;-2,813;-3,165;13,66;-1,02;1,631
"sentar";-1,102;-3,093;0,013;17,245;0,068;-1,808
"requerer";10,197;-1,21;2,431;-1,118;-2,888;-0,402
"regular";0,145;3,142;1,121;-1,949;-1,868;-0,552
"razoável";23,305;-4,782;5,775;-2,837;-0,88;-3,428
"randolfe";-0,45;-1,719;-0,627;-2,304;40,904;-2,784
"racismo";-2,316;-4,183;75,419;-2,482;-2,378;-2,999
"questionamento";37,753;-4,183;-0,02;-0,684;-0,612;-2,999
"prevenção";-0,234;-3,286;1,121;1,289;0,12;0,002
"pista";-1,488;9,712;-0,142;-0,109;-1,528;-0,263
"pesquisador";-2,482;-4,482;22,33;-0,034;-2,548;0,847
"permanente";-0,337;-0,271;10,71;0,025;-2,038;-0,714
"perito";-0,571;13,512;0,351;-0,684;-2,378;-2,999
"pensão";-1,488;30,187;-1,674;-1,595;-1,528;-1,927
"parcela";-2,151;7,005;5,114;-2,304;-0,487;-2,784
"pago";-2,151;35,342;-2,419;-0,55;-2,208;-2,784
"ofício";20,391;-0,003;-0,142;-1,595;-1,528;-1,927
"ocde";-1,985;-3,585;31,991;-2,127;-0,369;-0,008
"militante";-0,019;-2,389;-0,061;0,621;3,415;-0,145
"mensal";-1,654;12,502;-1,861;-1,772;0,244;-0,401
"lindbergh";-0,037;-2,534;2,941;3,295;0,233;-3,428
"legítimo";-2,648;-2,534;9,557;-2,837;-0,88;7,536
"jae_in";-3,145;-5,68;-3,538;-3,37;-3,228;88,983
"irresponsável";-2,814;-2,813;-0,197;-0,143;-1,02;26,004
"investidor";-1,819;0,115;0,052;3,918;0,12;-2,355
"incentivar";-0,234;-1,2;12,588;-1,949;-0,26;0,002
"imprudente";-2,979;-5,38;-3,351;-1,269;-3,058;73,306
"governança";-0,992;6,473;1,416;-1,063;-1,018;-1,284
"gonçalves";-2,316;13,512;-2,606;0,448;-0,001;-2,999
"frango";-1,488;30,187;-1,674;-1,595;-1,528;-1,927
"flagrante";28,92;-4,183;-0,772;-2,482;-0,001;-0,107
"facebook";-2,151;0,446;-0,627;15,339;-2,208;-0,884
"extremista";-2,316;-4,183;18,239;-0,684;-2,378;3,161
"exibir";-2,482;-2,259;-2,792;-0,824;-0,017;32,118
"excluir";3,621;-1,456;0,009;-2,127;0,045;0,451
"exceção";-0,337;-1,456;6,141;-0,423;1,068;-0,714
"especulação";-0,697;-0,79;3,544;-0,034;0,366;-0,19
"engevix";0,168;27,523;-1,235;-3,014;-2,888;-3,642
"diplomacia";-2,979;-5,38;-3,351;-1,269;-3,058;73,306
"desfile";-2,482;-4,482;-2,792;-2,659;-2,548;70,223
"desconfiança";-2,648;0,037;9,557;-2,837;0,233;-0,29
"derrota";-2,648;-4,782;1,054;-0,969;6,836;2,05
"demonstração";3,246;-1,21;-0,197;-3,014;-2,888;10,165
"critério";-0,019;-0,497;0,527;-1,417;8,137;-1,713
"contabilizar";-1,488;9,712;-1,674;-1,595;0,433;-0,263
"constatar";13,027;-0,79;-0,062;0,289;-2,548;-1,242
"confusão";-2,151;-1,719;-0,001;5,587;0,008;0,267
"começo";-0,697;0,115;0,213;-0,034;-0,017;0,059
"chile";-1,323;-0,497;21,319;-1,417;-0,026;-1,713
"chico";-0,234;10,282;-0,361;0,085;-1,868;-2,355
"cheio";-2,814;-0,274;0,795;19,141;-2,888;-1,616
"boi";-0,571;-0,019;-0,772;13,408;-0,612;-1,06
"bendine";-2,814;57,064;-3,165;-3,014;-2,888;-3,642
"barack";-1,102;-5,38;-0,284;-3,192;-3,058;53,634
"articulação";-0,45;-0,424;-0,627;-0,55;23,226;-2,784
"argentino";-1,488;2,344;-0,142;6,095;-1,528;-1,927
"apontado";10,197;5,577;-1,235;-3,014;-2,888;-1,616
"aplauso";-0,992;-1,791;-1,116;-1,063;35,394;-1,284
"apelação";65,027;-1,21;-1,235;-3,014;-2,888;-3,642
"aparelho";-1,985;0,727;0,009;6,665;-0,369;-2,57
"amaral";-0,661;1,65;-0,744;3,827;-0,679;-0,856
"ajuste";-2,151;-0,424;-0,627;-0,55;31,444;-2,784
"administrar";-1,985;18,366;-0,49;-0,423;-2,038;-0,714
"acolher";43,19;-4,482;-2,792;-0,824;-0,744;-0,19
"ásia";-2,979;-5,38;-0,284;-1,269;-1,164;44,949
"viabilizar";-1,102;4,693;-0,284;-3,192;8,649;-3,857
"urgente";-0,571;-0,599;-0,772;0,448;-0,001;3,161
"torquato";0,385;0,009;3,567;-0,708;-0,679;-0,856
"titular";3,621;-0,271;-2,233;-2,127;12,21;-2,57
"tarifa";-0,827;0,819;-0,93;-0,886;-0,848;6,189
"sistêmico";-2,151;0;20,715;-0,55;-0,487;-2,784
"rogério";-0,992;2,476;-1,116;-1,063;6,101;-1,284
"revolução";-1,488;-2,688;36,532;-0,109;-1,528;-1,927
"resistência";-2,316;-4,183;7,837;-2,482;20,558;-2,999
"resistir";-2,316;-1,987;0,351;0,448;5,088;-0,107
"repórter";-2,482;-0,79;-2,792;3,934;7,877;-0,19
"repudiar";1,192;1,563;0,882;-1,24;-1,188;-1,498
"relacionamento";-0,697;4,761;-0,922;-2,659;0,366;0,059
"reduzido";-0,144;-0,953;-0,244;-1,772;0,244;7,229
"reconhecimento";6,779;-0,717;-0,142;-0,109;-1,528;0,131
"recolher";0,016;7,005;2,244;-2,304;-2,208;-2,784
"péssimo";-2,316;-1,987;7,837;0,448;2,238;-2,999
"proibição";0,77;-2,389;-0,061;-0,04;-1,358;5,782
"procuradora_geral";2,74;-0,025;2,24;-0,886;-0,848;-1,07
"previdenciário";-2,316;-4,183;-2,606;-2,482;82,649;-2,999
"prevalecer";-0,828;-4,782;42,67;-2,837;-0,052;-1,427
"preconceito";-2,482;-4,482;47,026;-0,824;-2,548;-0,19
"postura";-0,571;-4,183;-2,606;-2,482;28,022;1,158
"portal";-2,648;-0,995;-1,077;15,326;-0,88;0,601
"perícia";0,061;12,953;-0,49;-0,423;-2,038;-2,57
"pautar";0,847;-0,424;9,149;-0,55;-0,487;-2,784
"patrício";-2,979;-0,406;-3,351;46,137;-0,167;-3,857
"passageiro";-0,992;-0,135;0,004;1,572;0,023;-0,004
"optar";-1,488;-0,003;2,125;-1,595;-0,084;1,532
"onda";-0,009;-2,259;0,213;3,934;-2,548;0,847
"ocorrência";2,715;-2,688;10,84;-0,109;-1,528;-1,927
"mata";-1,157;-0,299;0,882;1,004;1,118;-1,498
"luciano";-2,814;-1,21;-3,165;0,091;43,2;-3,642
"lobo";-1,819;-0,143;-2,047;3,918;8,509;-2,355
"levantamento";0,03;-0,135;-1,116;-1,063;1,717;1,021
"leandro";90,909;-4,482;-2,792;-2,659;-2,548;-3,213
"jefferson";1,924;-0,79;-2,792;1,589;4,296;-3,213
"irregular";-2,151;35,342;-0,627;-2,304;-2,208;-2,784
"intolerância";-0,571;-4,183;52,03;-0,684;-2,378;-2,999
"intenso";-1,985;0,727;10,71;-0,423;-0,369;-2,57
"indulto";0;-1,987;-0,02;0,448;9,091;-2,999
"incomodar";-0,828;-4,782;1,054;15,326;-0,88;-0,29
"impressão";-0,828;-0,995;5,775;3,295;-0,88;-1,427
"impressionante";-2,648;-4,782;9,557;1,244;-0,052;0,014
"haley";-2,979;-5,38;-3,351;-3,192;-3,058;84,292
"grampo";-1,323;26,831;-1,488;-1,417;-1,358;-1,713
"gastar";-0,45;-0,424;20,715;-0,55;-0,487;-2,784
"fruto";-0,697;-0,79;3,544;11,758;-2,548;-3,213
