"";"classe 1";"classe 2";"classe 3";"classe 4"
"procedimento";-0,973;10,216;-1,41;-1,428
"prisional";-0,973;4,341;-0,002;-1,428
"possibilitar";-1,462;15,343;-2,118;-2,145
"posição";0,001;-0,166;-0,094;0,489
"positivo";-1,217;6,652;-0,094;-1,786
"policiamento";-0,729;0,039;0,083;0,078
"piada";24,809;-2,363;-2,118;-2,145
"pertencer";-0,973;-1,574;-0,002;4,918
"perdido";-1,217;-1,968;-0,094;7,479
"pedro";-0,729;-1,18;0,083;2,534
"pedestre";-1,706;-2,759;-2,473;19,737
"parede";1,337;-1,968;-0,094;0,489
"paciente";-1,706;-2,759;0,024;7,405
"orçamento";0,001;-1,968;7,591;-1,786
"orientação";0,364;-1,18;0,083;0,078
"ong";-1,462;-2,363;17,119;-2,145
"onda";7,85;-1,574;-1,41;-0,003
"obter";0,001;0,346;0,509;-1,786
"norma";-0,123;11,494;-2,473;-2,504
"nodar";-1,706;17,911;-2,473;-2,504
"negócio";0,076;-0,02;-0,002;-0,003
"natureza";-0,973;-0,02;4,997;-1,428
"natal";-0,031;-2,363;1,799;0,155
"mágico";11,668;-1,968;-0,094;-1,786
"musical";16,52;-1,574;-1,41;-1,428
"moradia";-1,706;0,748;3,537;-2,504
"misturar";16,52;-1,574;-1,41;-1,428
"mediação";-0,973;4,341;-0,002;-1,428
"mau";-0,973;-1,574;-0,002;4,918
"material";-1,462;0,079;-0,274;1,752
"mata";-1,462;-0,395;-0,274;5,076
"marino";-1,462;4,405;-0,274;-0,286
"manchar";-1,217;-1,968;0,509;2,948
"leste";0,364;-1,18;-1,057;2,534
"leitor";2,368;-1,574;-0,002;-0,003
"itapetininga";-1,462;-2,363;-2,118;16,908
"islâmico";-0,031;-2,363;-2,118;10,128
"infância";-1,217;-1,968;3,008;0,489
"incorporar";-1,217;6,652;-0,094;-1,786
"incentivo";-0,123;11,494;-2,473;-2,504
"importância";-0,031;9,048;-2,118;-2,145
"ilegal";-1,462;-0,395;-0,274;5,076
"homenagem";7,85;-1,574;-0,002;-1,428
"guarani";-1,462;15,343;-2,118;-2,145
"garoto";6,327;-2,759;-2,473;1
"fraude";-0,973;10,216;-1,41;-1,428
"fome";-1,462;-2,363;10,275;-0,286
"floresta";-1,217;-0,166;7,591;-1,786
"fevereiro";0,364;0,039;-1,057;0,078
"ferimento";-0,031;-2,363;-2,118;10,128
"fenômeno";-1,217;0,346;3,008;-1,786
"fazenda";-1,706;11,494;-2,473;-0,521
"favela";-1,462;-2,363;1,799;1,752
"faca";-1,706;-2,759;-0,503;12,831
"explosão";-1,462;-2,363;-2,118;16,908
"executar";-1,706;17,911;-2,473;-2,504
"ex_presidente";-1,462;-2,363;-2,118;16,908
"estresse";-1,706;-2,759;0,024;7,405
"específico";-0,973;0,943;1,198;-1,428
"especializado";-0,729;2,199;-1,057;0,078
"esforço";0,73;1,416;-0,274;-2,145
"escondido";-0,973;-1,574;4,997;-0,003
"equilíbrio";-1,706;6,494;0,024;-2,504
"epi";-1,462;-2,363;-2,118;16,908
"entrada";-0,031;-0,395;-2,118;5,076
"engenheiro";-0,729;0,039;0,083;0,078
"emocional";-1,706;-2,759;19,985;-2,504
"elevado";-0,973;0,943;-0,002;-0,003
"edição";16,52;-1,574;-1,41;-1,428
"edifício";-1,706;-0,671;-2,473;12,831
"dormir";-1,462;-2,363;10,275;-0,286
"domingo";-0,973;-1,574;-0,002;4,918
"diversão";24,809;-2,363;-2,118;-2,145
"desfilar";8,513;-2,363;0,167;-2,145
"demanda";-1,706;11,494;-2,473;-0,521
"cão";-0,729;-1,18;-1,057;8,439
"cumprir";1,337;-1,968;-0,094;0,489
"culto";0,001;-1,968;7,591;-1,786
"crise";-1,706;0,001;3,537;-0,521
"criminoso";-1,217;-1,968;3,008;0,489
"criminal";-1,706;-2,759;-0,503;12,831
"criador";-0,973;-0,02;4,997;-1,428
"crer";-0,729;2,199;0,083;-1,07
"coração";0,076;-1,574;1,198;-0,003
"contribuir";-0,123;2,912;0,024;-2,504
"conexão";-0,031;1,416;-0,274;-0,286
"conceder";-0,123;-0,671;1,035;0,019
"compositor";28,962;-2,759;-2,473;-2,504
"comparação";4,249;-1,18;0,083;-1,07
"circuito";2,368;-1,574;1,198;-1,428
"chorar";-0,031;-2,363;0,167;1,752
"cerebral";-0,973;-1,574;11,399;-1,428
"cemitério";-0,973;-1,574;-0,002;4,918
"captar";-0,973;0,943;1,198;-1,428
"camila";-1,706;-2,759;19,985;-2,504
"bruxelas";-1,706;-2,759;0,024;7,405
"braço";-1,462;-0,395;1,799;0,155
"bob";-0,973;10,216;-1,41;-1,428
"bento";-1,462;1,416;0,167;-0,286
"belga";-1,462;-2,363;-2,118;16,908
"bateria";20,662;-1,968;-1,764;-1,786
"bastar";0,001;-0,166;-0,094;0,489
"basear";-1,217;12,778;-1,764;-1,786
"baseado";-1,217;-0,166;7,591;-1,786
"barra";-1,706;2,912;-2,473;1
"banho";-1,462;-2,363;17,119;-2,145
"aula";6,327;0,001;-0,503;-2,504
"atriz";-0,973;-1,574;1,198;1,167
"atrair";-1,462;9,048;-0,274;-2,145
"associar";-1,217;0,346;-0,094;0,489
"arma";-1,217;-1,968;-1,764;14,081
"aqüífero";-1,217;12,778;-1,764;-1,786
"amostra";-1,217;12,778;-1,764;-1,786
"alíquota";-1,217;12,778;-1,764;-1,786
"alternativa";-1,217;6,652;-0,094;-1,786
"alterar";-0,973;-0,02;-1,41;4,918
"alice";-1,706;17,911;-2,473;-2,504
"alcançar";-0,729;0,039;2,579;-1,07
"aguardar";-1,462;-2,363;-2,118;16,908
"agressão";-0,973;-1,574;-1,41;11,258
"agenda";3,557;0,079;-0,274;-2,145
"aeroporto";-0,031;-2,363;-0,274;5,076
"aeronáutica";-1,706;-2,759;-2,473;19,737
"acolhimento";-0,031;-0,395;1,799;-0,286
"acolher";0,076;-0,02;1,198;-1,428
"acionar";-1,706;-2,759;-2,473;19,737
"abrigo";-1,706;-2,759;-2,473;19,737
"árvore";-1,217;6,652;-0,094;-1,786
"votação";-0,973;10,216;-1,41;-1,428
"voar";-0,031;-2,363;-2,118;10,128
"vermelho";-0,973;-1,574;-0,002;4,918
"tsunami";-0,973;-1,574;11,399;-1,428
"troca";-0,729;0,039;2,579;-1,07
"transferir";-1,462;0,079;-2,118;5,076
"terça_feira";-0,031;-0,395;-2,118;5,076
"terça";-1,217;-0,166;-0,094;2,948
"temporário";-0,973;0,943;-1,41;1,167
"temperatura";-0,729;2,199;0,083;-1,07
"suspenso";-0,973;10,216;-1,41;-1,428
"surpreender";0,364;-1,18;0,083;0,078
"sonhar";-0,973;-0,02;4,997;-1,428
"solucionar";-1,462;15,343;-2,118;-2,145
"soares";0,076;-1,574;1,198;-0,003
"serra";-0,973;-0,02;-1,41;4,918
"sequência";5,226;0,346;-1,764;-1,786
"sensação";1,337;-1,968;0,509;-0,102
"secretário";-1,217;2,508;-1,764;0,489
"rs";-0,973;10,216;-1,41;-1,428
"roda";7,85;-1,574;-0,002;-1,428
"riso";20,662;-1,968;-1,764;-1,786
"responsabilidade";-0,973;-0,02;-1,41;4,918
"respiração";-1,462;-2,363;17,119;-2,145
"reservatório";-0,973;10,216;-1,41;-1,428
"relembrar";5,226;-1,968;-0,094;-0,102
"relacionar";-0,031;-2,363;-0,274;5,076
"relacionamento";0,001;-1,968;7,591;-1,786
"reforçar";5,226;-1,968;-0,094;-0,102
"rafaela";-1,462;-2,363;17,119;-2,145
"pão";4,249;-1,18;0,083;-1,07
"profissão";0,001;-1,968;-0,094;2,948
"primo";-0,973;-1,574;-1,41;11,258
"prejudicar";1,337;-0,166;0,509;-1,786
"prazer";0,364;-1,18;2,579;-1,07
"prato";-0,973;-1,574;11,399;-1,428
"pousar";-0,729;-1,18;8,544;-1,07
"plateia";4,249;-1,18;0,083;-1,07
"planeta";-0,729;7,658;-1,057;-1,07
"pior";0,364;-1,18;0,083;0,078
"perna";-1,217;-1,968;-0,094;7,479
"perguntar";-1,462;-2,363;5,168;0,155
"performance";-0,973;0,943;1,198;-1,428
"perfeito";0,364;-1,18;0,083;0,078
"pensamento";-1,217;-1,968;3,008;0,489
"pedaço";-1,462;-0,395;10,275;-2,145
"partido";0,076;-0,02;-1,41;1,167
"parecido";-0,729;2,199;-1,057;0,078
"parceiro";-0,729;0,039;2,579;-1,07
"palco";0,364;-1,18;2,579;-1,07
"orientar";-0,031;0,079;0,167;-0,286
"opção";-0,729;7,658;-1,057;-1,07
"ocupado";-1,217;-0,166;0,509;0,489
"noção";1,337;-1,968;0,509;-0,102
"nascimento";-1,217;-1,968;0,509;2,948
"nakamoto";-1,462;15,343;-2,118;-2,145
"mr";16,52;-1,574;-1,41;-1,428
"monitoramento";-1,217;12,778;-1,764;-1,786
"mistura";0,001;0,346;0,509;-1,786
"missão";-0,031;-2,363;5,168;-0,286
"meta";0,364;2,199;-1,057;-1,07
"matéria";0,076;-1,574;4,997;-1,428
"marcha";16,52;-1,574;-1,41;-1,428
"manutenção";-0,973;-1,574;4,997;-0,003
"luxuoso";-0,729;-1,18;2,579;0,078
"ligação";0,364;2,199;-1,057;-1,07
"liderança";-0,729;7,658;-1,057;-1,07
"legislação";-1,217;12,778;-1,764;-1,786
"juntar";-1,217;-0,166;7,591;-1,786
"juiz";-1,217;-1,968;-1,764;14,081
"judicial";-1,462;0,079;-2,118;5,076
"joana";-1,217;-1,968;7,591;-0,102
"jardim";-1,217;2,508;-1,764;0,489
"janela";-1,217;-1,968;-0,094;7,479
"interromper";0,364;2,199;-1,057;-1,07
"instituir";-0,031;9,048;-2,118;-2,145
"instalar";-0,729;7,658;-1,057;-1,07
"inss";-0,973;-0,02;-1,41;4,918
"inquérito";-1,217;0,346;-1,764;2,948
"inovação";2,368;0,943;-1,41;-1,428
"inocente";-1,217;-1,968;-1,764;14,081
"indenização";-1,462;-2,363;-2,118;16,908
"implementar";-1,462;9,048;-2,118;-0,286
"ilha";0,076;0,943;-0,002;-1,428
"ideologia";-0,973;0,943;1,198;-1,428
"icms";-1,217;12,778;-1,764;-1,786
"hipótese";0,001;-0,166;-1,764;2,948
"herói";12,382;-1,18;-1,057;-1,07
"hcs";-1,462;-2,363;-2,118;16,908
"gravidez";-1,217;-1,968;14,258;-1,786
"gay";1,337;-1,968;-1,764;2,948
"fábio";-0,031;-2,363;-2,118;10,128
"fundação";-0,973;0,943;-0,002;-0,003
"focar";-0,973;-1,574;4,997;-0,003
"finalidade";-1,462;9,048;-2,118;-0,286
"ferramenta";0,73;1,416;-0,274;-2,145
"federação";-0,729;2,199;-1,057;0,078
"fast_food";0,001;-1,968;-1,764;7,479
"exterior";-1,217;-1,968;7,591;-0,102
"exercício";-0,031;-0,395;-0,274;1,752
"exercer";-0,729;-1,18;8,544;-1,07
"exame";-1,217;0,346;3,008;-1,786
"ethereum";-0,973;10,216;-1,41;-1,428
"estreito";5,226;-1,968;0,509;-1,786
"estranho";-1,217;-1,968;7,591;-0,102
"esquerdo";-0,729;-1,18;0,083;2,534
"espancar";-1,462;-2,363;-0,274;10,128
"escapar";-0,729;0,039;2,579;-1,07
"episódio";-0,729;-1,18;0,083;2,534
"entrevistar";8,513;-2,363;-2,118;0,155
"emprego";-0,031;0,079;1,799;-2,145
"embalar";-0,729;-1,18;8,544;-1,07
"dágua";-1,462;15,343;-2,118;-2,145
"doce";-1,462;15,343;-2,118;-2,145
"disponibilizar";-1,462;9,048;-0,274;-2,145
"desviar";-1,462;-0,395;-0,274;5,076
"destino";-1,462;-2,363;1,799;1,752
"desconto";-0,729;2,199;0,083;-1,07
"depressão";-1,462;-2,363;0,167;5,076
"dente";-1,217;-1,968;7,591;-0,102
"data";0,076;-1,574;-0,002;1,167
"cúbico";-1,217;12,778;-1,764;-1,786
"cumprimento";-1,462;1,416;-0,274;0,155
"cuidar";-1,462;-0,395;-0,274;5,076
"cotidiano";0,001;-0,166;-0,094;0,489
"coronel";-1,462;-2,363;-2,118;16,908
"copa";4,249;-1,18;0,083;-1,07
"contratar";-0,973;-0,02;-1,41;4,918
"consequência";-0,729;0,039;0,083;0,078
"conselheiro";-1,217;-1,968;-1,764;14,081
"conscientização";-1,462;15,343;-2,118;-2,145
"confiança";0,364;0,039;0,083;-1,07
"conduzir";0,076;-0,02;-1,41;1,167
"compressão";-0,973;-1,574;11,399;-1,428
"compor";1,337;-0,166;0,509;-1,786
"combate";-0,973;10,216;-1,41;-1,428
"cobrança";-1,462;15,343;-2,118;-2,145
"clima";4,249;0,039;-1,057;-1,07
"classificar";-0,973;-0,02;-1,41;4,918
"circulação";-1,217;6,652;-0,094;-1,786
"cidadão";-0,729;0,039;0,083;0,078
"ciclo";-0,729;7,658;-1,057;-1,07
"choque";0,364;-1,18;0,083;0,078
"chance";0,076;0,943;-0,002;-1,428
"cenipa";-1,462;-2,363;-2,118;16,908
"carteira";0,001;6,652;-1,764;-1,786
"cartaz";-0,973;-0,02;-1,41;4,918
"carioca";2,368;-1,574;1,198;-1,428
"cargo";2,368;-1,574;-1,41;1,167
"caminhão";0,001;-1,968;-0,094;2,948
"caixa";0,076;-0,02;-0,002;-0,003
"cadeira";-0,729;-1,18;8,544;-1,07
"cabelo";0,001;-1,968;0,509;0,489
"buffet";-1,462;-2,363;-2,118;16,908
"brad";-1,217;-1,968;14,258;-1,786
"bndes";-1,217;12,778;-1,764;-1,786
"blockchains";-1,217;12,778;-1,764;-1,786
"barragem";0,364;2,199;-1,057;-1,07
"barraco";-1,462;-2,363;17,119;-2,145
"avançar";-1,217;0,346;-0,094;0,489
"avaliar";0,001;6,652;-1,764;-1,786
"atendente";0,001;-1,968;0,509;0,489
"assassinato";-0,031;-0,395;-2,118;5,076
"aquífero";-1,462;15,343;-2,118;-2,145
"apurar";-1,462;-2,363;-0,274;10,128
"aparelho";-1,462;-2,363;10,275;-0,286
"angelique";-1,217;-1,968;0,509;2,948
"américa";-0,729;-1,18;2,579;0,078
"amoroso";-1,217;-1,968;3,008;0,489
"alves";8,513;-0,395;-2,118;-0,286
"alugar";-0,729;0,039;0,083;0,078
"agressivo";-0,031;-2,363;10,275;-2,145
"agradecer";-1,217;-1,968;7,591;-0,102
"aderir";-1,462;9,048;-2,118;-0,286
"abandonado";-1,217;2,508;-0,094;-0,102
"íntegro";0,076;-0,02;-0,002;-0,003
"voenext";-0,973;-1,574;-1,41;11,258
"vereador";-0,973;-1,574;-1,41;11,258
"venda";-1,217;12,778;-1,764;-1,786
"vazamento";-1,217;12,778;-1,764;-1,786
"valorizar";5,226;-1,968;0,509;-1,786
"universal";-1,217;-1,968;14,258;-1,786
"túnel";-0,973;-1,574;-0,002;4,918
"tributação";-0,973;10,216;-1,41;-1,428
"tratado";0,364;2,199;-1,057;-1,07
"tranquilo";0,076;0,943;-1,41;-0,003
"teste";16,52;-1,574;-1,41;-1,428
"tesouro";-0,973;10,216;-1,41;-1,428
"terrorismo";-0,729;-1,18;0,083;2,534
"telefone";-0,729;-1,18;0,083;2,534
"tanque";-1,217;12,778;-1,764;-1,786
"supremo";-1,217;-1,968;-1,764;14,081
"sofrimento";-0,973;-0,02;-0,002;1,167
"sobreiro";-1,217;-0,166;-1,764;7,479
"singularity";4,249;-1,18;0,083;-1,07
"simples";-0,973;0,943;1,198;-1,428
"shiloh";-1,217;-1,968;14,258;-1,786
"sentimento";0,001;-1,968;-1,764;7,479
"selecionar";1,337;0,346;-0,094;-1,786
"segredo";-0,973;0,943;-0,002;-0,003
"sangue";-1,217;-1,968;-0,094;7,479
"salão";16,52;-1,574;-1,41;-1,428
"salientar";-1,217;-1,968;-0,094;7,479
"sabonete";-0,973;0,943;1,198;-1,428
"sabiá";20,662;-1,968;-1,764;-1,786
"rosemeire";0,001;-1,968;-1,764;7,479
"rompimento";0,364;2,199;-1,057;-1,07
"ritmo";0,076;4,341;-1,41;-1,428
"revolto";-0,729;-1,18;-1,057;8,439
"reuters";-1,217;-1,968;-1,764;14,081
"resíduo";-1,217;12,778;-1,764;-1,786
"restante";-0,973;0,943;1,198;-1,428
"refém";-1,217;-1,968;-1,764;14,081
"recuperação";-1,217;12,778;-1,764;-1,786
"recompensa";-0,729;2,199;0,083;-1,07
"recomendação";-1,217;2,508;-1,764;0,489
"reclamar";-1,217;-1,968;7,591;-0,102
"recife";12,382;-1,18;-1,057;-1,07
"quente";-0,973;-0,02;4,997;-1,428
"pôr";0,076;0,943;-1,41;-0,003
"pós_traumático";-1,217;-1,968;-1,764;14,081
"péssimo";-0,973;0,943;-0,002;-0,003
"psa";-1,217;12,778;-1,764;-1,786
"protesto";7,85;-1,574;-0,002;-1,428
"propósito";2,368;-1,574;1,198;-1,428
"pronto";1,337;-1,968;-0,094;0,489
"preparo";0,076;-1,574;4,997;-1,428
"preencher";-0,729;-1,18;8,544;-1,07
"precioso";-0,973;4,341;-0,002;-1,428
"postagem";-0,973;-1,574;11,399;-1,428
"portugal";2,368;-1,574;1,198;-1,428
"plantão";-0,729;-1,18;-1,057;8,439
"pintar";7,85;-1,574;-0,002;-1,428
"permanente";-1,217;12,778;-1,764;-1,786
"pergunta";4,249;-1,18;0,083;-1,07
"paulista";4,249;-1,18;-1,057;0,078
"paterno";-1,217;-1,968;-1,764;14,081
"pastor";-1,217;-1,968;7,591;-0,102
"parâmetro";-1,217;12,778;-1,764;-1,786
"paraná";-0,729;7,658;-1,057;-1,07
"paixão";-0,729;-1,18;8,544;-1,07
"ostentar";16,52;-1,574;-1,41;-1,428
"oração";-1,217;-1,968;7,591;-0,102
"operador";-1,217;6,652;-1,764;-0,102
"ocupante";-1,217;-1,968;-1,764;14,081
"novidade";0,364;2,199;-1,057;-1,07
"nora";-1,217;-1,968;-1,764;14,081
"nerd";20,662;-1,968;-1,764;-1,786
"nação";-1,217;12,778;-1,764;-1,786
"nascente";-0,973;10,216;-1,41;-1,428
"muçulmano";-1,217;-1,968;3,008;0,489
"mp_ms";-1,217;12,778;-1,764;-1,786
"motivar";7,85;-1,574;-1,41;-0,003
"minério";-1,217;12,778;-1,764;-1,786
"ministro";-0,973;-1,574;1,198;1,167
"mesa";5,226;-0,166;-1,764;-0,102
"medicina";-1,217;-1,968;-0,094;7,479
"marcelo";0,364;-1,18;2,579;-1,07
"líquido";-1,217;12,778;-1,764;-1,786
"luís";-0,729;-1,18;-1,057;8,439
"luiza";5,226;-1,968;-1,764;0,489
"lucas";-0,973;-1,574;4,997;-0,003
"litoral";-0,973;-1,574;-1,41;11,258
"listar";0,076;-1,574;4,997;-1,428
"limitado";-0,973;10,216;-1,41;-1,428
"libertar";4,249;-1,18;0,083;-1,07
"letra";16,52;-1,574;-1,41;-1,428
"lesão";-0,729;0,039;-1,057;2,534
"legislativo";-0,973;4,341;-1,41;-0,003
"le";-0,729;-1,18;-1,057;8,439
"lama";0,001;2,508;-0,094;-1,786
"júnior";-1,217;-0,166;-1,764;7,479
"juro";-0,973;10,216;-1,41;-1,428
"juliana";1,337;-1,968;-1,764;2,948
"julgamento";1,337;-1,968;-1,764;2,948
"judiciário";-1,217;12,778;-1,764;-1,786
"josias";-1,217;-1,968;-1,764;14,081
"jantar";4,249;-1,18;0,083;-1,07
"james";-0,973;-1,574;11,399;-1,428
"iva";-0,973;10,216;-1,41;-1,428
"isolamento";-1,217;-0,166;0,509;0,489
"ismael";12,382;-1,18;-1,057;-1,07
"investigador";-1,217;-1,968;-1,764;14,081
"intermediar";-1,217;-0,166;-1,764;7,479
"interessar";-0,729;-1,18;2,579;0,078
"integração";-0,973;4,341;-0,002;-1,428
"instalação";0,076;4,341;-1,41;-1,428
"individual";-1,217;-1,968;0,509;2,948
"indicar";0,001;0,346;-0,094;-0,102
"imenso";0,076;4,341;-1,41;-1,428
"idoso";0,076;-1,574;1,198;-0,003
"ideológico";-1,217;2,508;-0,094;-0,102
"identidade";-0,729;0,039;0,083;0,078
"hábito";0,001;-1,968;7,591;-1,786
"gás";-1,217;-1,968;3,008;0,489
"greys";-0,973;-1,574;-1,41;11,258
"gaúcho";-0,973;-0,02;-1,41;4,918
"gafieira";16,52;-1,574;-1,41;-1,428
"funcionamento";-0,973;10,216;-1,41;-1,428
"fruto";2,368;-0,02;-0,002;-1,428
"fruta";-1,217;-0,166;7,591;-1,786
"frigorífico";0,364;-1,18;0,083;0,078
"francisco";-0,973;-1,574;-0,002;4,918
"fornecer";-1,217;0,346;0,509;-0,102
"fogo";-1,217;-1,968;-1,764;14,081
"fiscalização";-0,729;7,658;-1,057;-1,07
"financiar";0,076;0,943;-1,41;-0,003
"fiel";-0,729;-1,18;8,544;-1,07
"favor";-1,217;-0,166;7,591;-1,786
"facada";-1,217;-1,968;-1,764;14,081
"extensão";-1,217;12,778;-1,764;-1,786
"expressar";-0,973;-1,574;1,198;1,167
"experimentar";7,85;-0,02;-1,41;-1,428
"expectativa";0,364;0,039;0,083;-1,07
"existência";-0,729;0,039;-1,057;2,534
"exclusivo";0,364;0,039;0,083;-1,07
"exato";0,076;-1,574;1,198;-0,003
"evidência";-1,217;0,346;-0,094;0,489
"eterno";16,52;-1,574;-1,41;-1,428
"estrutural";-0,729;7,658;-1,057;-1,07
"estimular";2,368;0,943;-1,41;-1,428
"escolar";-0,729;0,039;2,579;-1,07
"escala";-0,973;4,341;-1,41;-0,003
"entidade";-0,973;10,216;-1,41;-1,428
"ensinar";0,364;0,039;0,083;-1,07
"ensaio";4,249;-1,18;-1,057;0,078
"emanuelly";-1,217;-1,968;-1,764;14,081
"eficiente";0,076;0,943;-0,002;-1,428
"dívida";-0,973;10,216;-1,41;-1,428
"doar";-1,217;-0,166;7,591;-1,786
"diversidade";4,249;-1,18;0,083;-1,07
"dito";-0,973;0,943;-0,002;-0,003
"distúrbio";-0,729;-1,18;8,544;-1,07
"dispor";-1,217;6,652;-1,764;-0,102
"disponibilidade";-1,217;12,778;-1,764;-1,786
"determinação";-1,217;-0,166;-1,764;7,479
"deter";-1,217;-1,968;-1,764;14,081
"detectar";-0,973;-0,02;4,997;-1,428
"detalhe";-0,729;-1,18;2,579;0,078
"despesa";-1,217;2,508;0,509;-1,786
"despejo";-1,217;6,652;-1,764;-0,102
"desfile";7,85;-1,574;-0,002;-1,428
"desenvolvido";-0,973;10,216;-1,41;-1,428
"desejar";4,249;0,039;-1,057;-1,07
"descer";0,364;0,039;-1,057;0,078
"desastre";-0,973;4,341;-0,002;-1,428
"desaparecer";-1,217;-0,166;7,591;-1,786
"desafio";-0,729;-1,18;8,544;-1,07
"desabafar";2,368;-1,574;1,198;-1,428
"demorar";0,076;-0,02;-0,002;-0,003
"código";-1,217;0,346;-0,094;0,489
"curva";0,364;0,039;0,083;-1,07
"culpado";-1,217;-0,166;-0,094;2,948
"cruel";0,076;-1,574;-1,41;4,918
"correspondente";-0,729;2,199;0,083;-1,07
"coreia";-1,217;-1,968;-1,764;14,081
"conta";-0,973;10,216;-1,41;-1,428
"constituir";0,076;4,341;-1,41;-1,428
"concordar";-0,729;-1,18;8,544;-1,07
"comércio";-0,973;10,216;-1,41;-1,428
"competente";-1,217;-0,166;-1,764;7,479
"coma";-1,217;-1,968;-1,764;14,081
"coletivo";-0,729;-1,18;8,544;-1,07
"cincinnati";0,076;-1,574;-0,002;1,167
"chocar";-1,217;-1,968;-1,764;14,081
"cheiro";-0,973;-0,02;1,198;-0,003
"centena";-0,973;0,943;-0,002;-0,003
"canto";4,249;-1,18;0,083;-1,07
"caminhar";-0,729;7,658;-1,057;-1,07
"cama";-0,729;-1,18;2,579;0,078
"bruto";-1,217;12,778;-1,764;-1,786
"brincar";0,076;-1,574;4,997;-1,428
"brilhar";12,382;-1,18;-1,057;-1,07
"brilhante";-0,973;0,943;1,198;-1,428
"brigada";-1,217;0,346;-0,094;0,489
"briga";-1,217;-0,166;-1,764;7,479
"borough";-1,217;-1,968;-1,764;14,081
"biológico";-1,217;-1,968;-0,094;7,479
"barato";-0,729;2,199;-1,057;0,078
"banda";4,249;0,039;-1,057;-1,07
"baixar";0,364;-1,18;2,579;-1,07
"atrasado";0,364;-1,18;0,083;0,078
"assédio";20,662;-1,968;-1,764;-1,786
"assassinar";-1,217;-1,968;-1,764;14,081
"armazenar";-1,217;12,778;-1,764;-1,786
"araraquara";-0,973;-0,02;-1,41;4,918
"aprovação";-0,729;7,658;-1,057;-1,07
"apresentado";-0,973;-0,02;-1,41;4,918
"apaixonado";2,368;-1,574;-0,002;-0,003
"antônio";-0,973;-1,574;-1,41;11,258
"anatomy";-0,973;-1,574;-1,41;11,258
"amador";16,52;-1,574;-1,41;-1,428
"almoço";-1,217;-1,968;14,258;-1,786
"alimentação";-1,217;-0,166;7,591;-1,786
"akahi";-0,973;-1,574;11,399;-1,428
"agressor";-0,973;-1,574;-1,41;11,258
"adicional";-1,217;0,346;0,509;-0,102
"adequação";-1,217;12,778;-1,764;-1,786
"abuso";-1,217;-0,166;0,509;0,489
"abril";-0,973;-0,02;1,198;-0,003
"de";-6,382;11,785;-5,848;1,386
"a";-4,724;5,501;0;-0,193
"o";-8,248;2,373;-1,311;4,64
"em";-2,425;0,188;-6,653;12,472
"que";-0,907;-0,661;7,877;-1,229
"ser";4,964;8,675;0,38;-31,732
"para";-0,018;3,006;2,625;-10,677
"um";1,724;-2,911;5,287;-2,996
"por";-9,418;1,224;-1,246;7,544
"com";-0,274;0,001;1,472;-0,581
"uma";1,671;-2,048;9,905;-8,062
"não";8,548;-28,573;7,233;0,022
"ir";3,969;-26,272;-13,735;50,987
"ter";2,752;-9,572;3,056;-0,006
"se";2,37;-12,4;8,075;-0,384
"estar";8,947;-9,005;-3,804;5,372
"ele";4,18;-23,805;0,224;7,15
"como";-0,576;10,926;0,045;-8,454
"mais";1,956;-0,001;3,054;-8,855
"fazer";25,961;-3,489;5,569;-25,335
"_";8,123;-0,124;0,378;-7,952
"ao";-0,011;-2,256;0,892;0,471
"poder";-0,209;2,742;6,702;-14,919
"sua";0;-4,21;19,116;-5,089
"outro";-2,395;7,201;1,187;-5,931
"eu";131,245;-47,187;0,002;-11,17
"todo";0,021;1,648;-0,083;-1,339
"seu";-0,192;-5,524;10,627;-0,205
"pessoa";0,394;-19,258;0,058;13,554
"isso";13,393;-0,145;0,058;-9,904
"ela";-1,308;-12,093;7,426;3,492
"também";-0,749;2,471;-1,223;0,076
"haver";-0,014;-0,288;-0,019;0,631
"muito";68,262;-2,715;-3,971;-14,226
"já";7,024;-0,084;-2,757;-0,19
"sobre";-0,025;0,402;-0,357;0,008
"esse";7,771;3,478;-0,032;-17,968
"você";104,511;-19,752;-0,001;-21,494
"quando";3,12;-7,4;2,065;-0,059
"até";0,015;-0,074;0,49;-0,281
"ainda";-0,639;0,035;-4,569;7,074
"ver";15,961;-6,48;-0,008;-0,828
"entre";-0,36;0,732;-0,652;0,222
"essa";10,919;0,873;-0,226;-11,957
"segundo";-5,118;1,044;-8,825;15,643
"dois";-0,709;-0,012;0,354;0,077
"primeiro";0,811;-0,486;1,417;-1,652
"algum";5,812;-0,355;-1,087;-0,273
"tudo";11,188;-2,642;1,705;-7,04
"porque";13,78;-1,825;0,021;-4,442
"sem";-0,558;2,241;9,641;-15,63
"bem";19,838;-1,493;0,004;-8,005
"me";40,718;-25,698;1,818;-3,649
"trabalho";0,891;-0,019;2,995;-5,935
"tempo";0,257;-0,98;0,864;-0,138
"depois";2,481;-3,556;-0,001;0,288
"além";-0,474;10,994;-0,396;-4,588
"minha";24,84;-20,651;4,555;-3,889
"meu";18,541;-22,045;5,838;-2,214
"parte";-0,225;4,582;-1,089;-0,52
"hoje";0,337;-2,348;10,55;-4,818
"dever";-3,333;1,241;0,198;0,004
"sempre";12,971;-7,008;-1,124;0,27
"quem";5,148;-0,103;0,123;-4,269
"durante";-6,104;-7,711;36,777;-0,964
"então";2,194;0,011;0,002;-2,202
