"";"classe 1";"classe 2";"classe 3";"classe 4"
"nascimento";0,27;0,161;0,476;0,086
"nakamoto";0,227;0;0,146;0,143
"mr";0;0,21;0,235;0,232
"monitoramento";0,27;0;0,184;0,181
"mistura";0,979;0,556;0,476;0,181
"missão";0,859;0,124;0,023;0,593
"meta";0,546;0,138;0,304;0,301
"matéria";0,782;0,21;0,025;0,232
"marcha";0;0,21;0,235;0,232
"manutenção";0,324;0,21;0,025;0,954
"luxuoso";0,393;0,277;0,108;0,781
"ligação";0,546;0,138;0,304;0,301
"liderança";0,393;0,006;0,304;0,301
"legislação";0,27;0;0,184;0,181
"juntar";0,27;0,684;0,006;0,181
"juiz";0,27;0,161;0,184;0
"judicial";0,227;0,779;0,146;0,024
"joana";0,27;0,161;0,006;0,75
"jardim";0,27;0,113;0,184;0,484
"janela";0,27;0,161;0,759;0,006
"interromper";0,546;0,138;0,304;0,301
"instituir";0,859;0,003;0,146;0,143
"instalar";0,393;0,006;0,304;0,301
"inss";0,324;0,887;0,235;0,027
"inquérito";0,27;0,556;0,184;0,086
"inovação";0,124;0,332;0,235;0,232
"inocente";0,27;0,161;0,184;0
"indenização";0,227;0,124;0,146;0
"implementar";0,227;0,003;0,146;0,593
"ilha";0,782;0,332;0,963;0,232
"ideologia";0,324;0,332;0,274;0,232
"icms";0,27;0;0,184;0,181
"hipótese";0,979;0,684;0,184;0,086
"herói";0;0,277;0,304;0,301
"hcs";0,227;0,124;0,146;0
"gravidez";0,27;0,161;0;0,181
"gay";0,248;0,161;0,184;0,086
"fábio";0,859;0,124;0,146;0,001
"fundação";0,324;0,332;0,963;0,954
"focar";0,324;0,21;0,025;0,954
"finalidade";0,227;0,003;0,146;0,593
"ferramenta";0,393;0,234;0,601;0,143
"federação";0,393;0,138;0,304;0,781
"fast_food";0,979;0,161;0,184;0,006
"exterior";0,27;0,161;0,006;0,75
"exercício";0,859;0,53;0,601;0,186
"exercer";0,393;0,277;0,003;0,301
"exame";0,27;0,556;0,083;0,181
"ethereum";0,324;0,001;0,235;0,232
"estreito";0,022;0,161;0,476;0,181
"estranho";0,27;0,161;0,006;0,75
"esquerdo";0,393;0,277;0,773;0,111
"espancar";0,227;0,124;0,601;0,001
"escapar";0,393;0,843;0,108;0,301
"episódio";0,393;0,277;0,773;0,111
"entrevistar";0,004;0,124;0,146;0,693
"emprego";0,859;0,779;0,18;0,143
"embalar";0,393;0,277;0,003;0,301
"dágua";0,227;0;0,146;0,143
"doce";0,227;0;0,146;0,143
"disponibilizar";0,227;0,003;0,601;0,143
"desviar";0,227;0,53;0,601;0,024
"destino";0,227;0,124;0,18;0,186
"desconto";0,393;0,138;0,773;0,301
"depressão";0,227;0,124;0,683;0,024
"dente";0,27;0,161;0,006;0,75
"data";0,782;0,21;0,963;0,28
"cúbico";0,27;0;0,184;0,181
"cumprimento";0,227;0,234;0,601;0,693
"cuidar";0,227;0,53;0,601;0,024
"cotidiano";0,979;0,684;0,759;0,484
"coronel";0,227;0,124;0,146;0
"copa";0,039;0,277;0,773;0,301
"contratar";0,324;0,887;0,235;0,027
"consequência";0,393;0,843;0,773;0,781
"conselheiro";0,27;0,161;0,184;0
"conscientização";0,227;0;0,146;0,143
"confiança";0,546;0,843;0,773;0,301
"conduzir";0,782;0,887;0,235;0,28
"compressão";0,324;0,21;0,001;0,232
"compor";0,248;0,684;0,476;0,181
"combate";0,324;0,001;0,235;0,232
"cobrança";0,227;0;0,146;0,143
"clima";0,039;0,843;0,304;0,301
"classificar";0,324;0,887;0,235;0,027
"circulação";0,27;0,01;0,759;0,181
"cidadão";0,393;0,843;0,773;0,781
"ciclo";0,393;0,006;0,304;0,301
"choque";0,546;0,277;0,773;0,781
"chance";0,782;0,332;0,963;0,232
"cenipa";0,227;0,124;0,146;0
"carteira";0,979;0,01;0,184;0,181
"cartaz";0,324;0,887;0,235;0,027
"carioca";0,124;0,21;0,274;0,232
"cargo";0,124;0,21;0,235;0,28
"caminhão";0,979;0,161;0,759;0,086
"caixa";0,782;0,887;0,963;0,954
"cadeira";0,393;0,277;0,003;0,301
"cabelo";0,979;0,161;0,476;0,484
"buffet";0,227;0,124;0,146;0
"brad";0,27;0,161;0;0,181
"bndes";0,27;0;0,184;0,181
"blockchains";0,27;0;0,184;0,181
"barragem";0,546;0,138;0,304;0,301
"barraco";0,227;0,124;0;0,143
"avançar";0,27;0,556;0,759;0,484
"avaliar";0,979;0,01;0,184;0,181
"atendente";0,979;0,161;0,476;0,484
"assassinato";0,859;0,53;0,146;0,024
"aquífero";0,227;0;0,146;0,143
"apurar";0,227;0,124;0,601;0,001
"aparelho";0,227;0,124;0,001;0,593
"angelique";0,27;0,161;0,476;0,086
"américa";0,393;0,277;0,108;0,781
"amoroso";0,27;0,161;0,083;0,484
"alves";0,004;0,53;0,146;0,593
"alugar";0,393;0,843;0,773;0,781
"agressivo";0,859;0,124;0,001;0,143
"agradecer";0,27;0,161;0,006;0,75
"aderir";0,227;0,003;0,146;0,593
"abandonado";0,27;0,113;0,759;0,75
"íntegro";0,782;0,887;0,963;0,954
"voenext";0,324;0,21;0,235;0,001
"vereador";0,324;0,21;0,235;0,001
"venda";0,27;0;0,184;0,181
"vazamento";0,27;0;0,184;0,181
"valorizar";0,022;0,161;0,476;0,181
"universal";0,27;0,161;0;0,181
"túnel";0,324;0,21;0,963;0,027
"tributação";0,324;0,001;0,235;0,232
"tratado";0,546;0,138;0,304;0,301
"tranquilo";0,782;0,332;0,235;0,954
"teste";0;0,21;0,235;0,232
"tesouro";0,324;0,001;0,235;0,232
"terrorismo";0,393;0,277;0,773;0,111
"telefone";0,393;0,277;0,773;0,111
"tanque";0,27;0;0,184;0,181
"supremo";0,27;0,161;0,184;0
"sofrimento";0,324;0,887;0,963;0,28
"sobreiro";0,27;0,684;0,184;0,006
"singularity";0,039;0,277;0,773;0,301
"simples";0,324;0,332;0,274;0,232
"shiloh";0,27;0,161;0;0,181
"sentimento";0,979;0,161;0,184;0,006
"selecionar";0,248;0,556;0,759;0,181
"segredo";0,324;0,332;0,963;0,954
"sangue";0,27;0,161;0,759;0,006
"salão";0;0,21;0,235;0,232
"salientar";0,27;0,161;0,759;0,006
"sabonete";0,324;0,332;0,274;0,232
"sabiá";0;0,161;0,184;0,181
"rosemeire";0,979;0,161;0,184;0,006
"rompimento";0,546;0,138;0,304;0,301
"ritmo";0,782;0,037;0,235;0,232
"revolto";0,393;0,277;0,304;0,004
"reuters";0,27;0,161;0,184;0
"resíduo";0,27;0;0,184;0,181
"restante";0,324;0,332;0,274;0,232
"refém";0,27;0,161;0,184;0
"recuperação";0,27;0;0,184;0,181
"recompensa";0,393;0,138;0,773;0,301
"recomendação";0,27;0,113;0,184;0,484
"reclamar";0,27;0,161;0,006;0,75
"recife";0;0,277;0,304;0,301
"quente";0,324;0,887;0,025;0,232
"pôr";0,782;0,332;0,235;0,954
"pós_traumático";0,27;0,161;0,184;0
"péssimo";0,324;0,332;0,963;0,954
"psa";0,27;0;0,184;0,181
"protesto";0,005;0,21;0,963;0,232
"propósito";0,124;0,21;0,274;0,232
"pronto";0,248;0,161;0,759;0,484
"preparo";0,782;0,21;0,025;0,232
"preencher";0,393;0,277;0,003;0,301
"precioso";0,324;0,037;0,963;0,232
"postagem";0,324;0,21;0,001;0,232
"portugal";0,124;0,21;0,274;0,232
"plantão";0,393;0,277;0,304;0,004
"pintar";0,005;0,21;0,963;0,232
"permanente";0,27;0;0,184;0,181
"pergunta";0,039;0,277;0,773;0,301
"paulista";0,039;0,277;0,304;0,781
"paterno";0,27;0,161;0,184;0
"pastor";0,27;0,161;0,006;0,75
"parâmetro";0,27;0;0,184;0,181
"paraná";0,393;0,006;0,304;0,301
"paixão";0,393;0,277;0,003;0,301
"ostentar";0;0,21;0,235;0,232
"oração";0,27;0,161;0,006;0,75
"operador";0,27;0,01;0,184;0,75
"ocupante";0,27;0,161;0,184;0
"novidade";0,546;0,138;0,304;0,301
"nora";0,27;0,161;0,184;0
"nerd";0;0,161;0,184;0,181
"nação";0,27;0;0,184;0,181
"nascente";0,324;0,001;0,235;0,232
"muçulmano";0,27;0,161;0,083;0,484
"mp_ms";0,27;0;0,184;0,181
"motivar";0,005;0,21;0,235;0,954
"minério";0,27;0;0,184;0,181
"ministro";0,324;0,21;0,274;0,28
"mesa";0,022;0,684;0,184;0,75
"medicina";0,27;0,161;0,759;0,006
"marcelo";0,546;0,277;0,108;0,301
"líquido";0,27;0;0,184;0,181
"luís";0,393;0,277;0,304;0,004
"luiza";0,022;0,161;0,184;0,484
"lucas";0,324;0,21;0,025;0,954
"litoral";0,324;0,21;0,235;0,001
"listar";0,782;0,21;0,025;0,232
"limitado";0,324;0,001;0,235;0,232
"libertar";0,039;0,277;0,773;0,301
"letra";0;0,21;0,235;0,232
"lesão";0,393;0,843;0,304;0,111
"legislativo";0,324;0,037;0,235;0,954
"le";0,393;0,277;0,304;0,004
"lama";0,979;0,113;0,759;0,181
"júnior";0,27;0,684;0,184;0,006
"juro";0,324;0,001;0,235;0,232
"juliana";0,248;0,161;0,184;0,086
"julgamento";0,248;0,161;0,184;0,086
"judiciário";0,27;0;0,184;0,181
"josias";0,27;0,161;0,184;0
"jantar";0,039;0,277;0,773;0,301
"james";0,324;0,21;0,001;0,232
"iva";0,324;0,001;0,235;0,232
"isolamento";0,27;0,684;0,476;0,484
"ismael";0;0,277;0,304;0,301
"investigador";0,27;0,161;0,184;0
"intermediar";0,27;0,684;0,184;0,006
"interessar";0,393;0,277;0,108;0,781
"integração";0,324;0,037;0,963;0,232
"instalação";0,782;0,037;0,235;0,232
"individual";0,27;0,161;0,476;0,086
"indicar";0,979;0,556;0,759;0,75
"imenso";0,782;0,037;0,235;0,232
"idoso";0,782;0,21;0,274;0,954
"ideológico";0,27;0,113;0,759;0,75
"identidade";0,393;0,843;0,773;0,781
"hábito";0,979;0,161;0,006;0,181
"gás";0,27;0,161;0,083;0,484
"greys";0,324;0,21;0,235;0,001
"gaúcho";0,324;0,887;0,235;0,027
"gafieira";0;0,21;0,235;0,232
"funcionamento";0,324;0,001;0,235;0,232
"fruto";0,124;0,887;0,963;0,232
"fruta";0,27;0,684;0,006;0,181
"frigorífico";0,546;0,277;0,773;0,781
"francisco";0,324;0,21;0,963;0,027
"fornecer";0,27;0,556;0,476;0,75
"fogo";0,27;0,161;0,184;0
"fiscalização";0,393;0,006;0,304;0,301
"financiar";0,782;0,332;0,235;0,954
"fiel";0,393;0,277;0,003;0,301
"favor";0,27;0,684;0,006;0,181
"facada";0,27;0,161;0,184;0
"extensão";0,27;0;0,184;0,181
"expressar";0,324;0,21;0,274;0,28
"experimentar";0,005;0,887;0,235;0,232
"expectativa";0,546;0,843;0,773;0,301
"existência";0,393;0,843;0,304;0,111
"exclusivo";0,546;0,843;0,773;0,301
"exato";0,782;0,21;0,274;0,954
"evidência";0,27;0,556;0,759;0,484
"eterno";0;0,21;0,235;0,232
"estrutural";0,393;0,006;0,304;0,301
"estimular";0,124;0,332;0,235;0,232
"escolar";0,393;0,843;0,108;0,301
"escala";0,324;0,037;0,235;0,954
"entidade";0,324;0,001;0,235;0,232
"ensinar";0,546;0,843;0,773;0,301
"ensaio";0,039;0,277;0,304;0,781
"emanuelly";0,27;0,161;0,184;0
"eficiente";0,782;0,332;0,963;0,232
"dívida";0,324;0,001;0,235;0,232
"doar";0,27;0,684;0,006;0,181
"diversidade";0,039;0,277;0,773;0,301
"dito";0,324;0,332;0,963;0,954
"distúrbio";0,393;0,277;0,003;0,301
"dispor";0,27;0,01;0,184;0,75
"disponibilidade";0,27;0;0,184;0,181
"determinação";0,27;0,684;0,184;0,006
"deter";0,27;0,161;0,184;0
"detectar";0,324;0,887;0,025;0,232
"detalhe";0,393;0,277;0,108;0,781
"despesa";0,27;0,113;0,476;0,181
"despejo";0,27;0,01;0,184;0,75
"desfile";0,005;0,21;0,963;0,232
"desenvolvido";0,324;0,001;0,235;0,232
"desejar";0,039;0,843;0,304;0,301
"descer";0,546;0,843;0,304;0,781
"desastre";0,324;0,037;0,963;0,232
"desaparecer";0,27;0,684;0,006;0,181
"desafio";0,393;0,277;0,003;0,301
"desabafar";0,124;0,21;0,274;0,232
"demorar";0,782;0,887;0,963;0,954
"código";0,27;0,556;0,759;0,484
"curva";0,546;0,843;0,773;0,301
"culpado";0,27;0,684;0,759;0,086
"cruel";0,782;0,21;0,235;0,027
"correspondente";0,393;0,138;0,773;0,301
"coreia";0,27;0,161;0,184;0
"conta";0,324;0,001;0,235;0,232
"constituir";0,782;0,037;0,235;0,232
"concordar";0,393;0,277;0,003;0,301
"comércio";0,324;0,001;0,235;0,232
"competente";0,27;0,684;0,184;0,006
"coma";0,27;0,161;0,184;0
"coletivo";0,393;0,277;0,003;0,301
"cincinnati";0,782;0,21;0,963;0,28
"chocar";0,27;0,161;0,184;0
"cheiro";0,324;0,887;0,274;0,954
"centena";0,324;0,332;0,963;0,954
"canto";0,039;0,277;0,773;0,301
"caminhar";0,393;0,006;0,304;0,301
"cama";0,393;0,277;0,108;0,781
"bruto";0,27;0;0,184;0,181
"brincar";0,782;0,21;0,025;0,232
"brilhar";0;0,277;0,304;0,301
"brilhante";0,324;0,332;0,274;0,232
"brigada";0,27;0,556;0,759;0,484
"briga";0,27;0,684;0,184;0,006
"borough";0,27;0,161;0,184;0
"biológico";0,27;0,161;0,759;0,006
"barato";0,393;0,138;0,304;0,781
"banda";0,039;0,843;0,304;0,301
"baixar";0,546;0,277;0,108;0,301
"atrasado";0,546;0,277;0,773;0,781
"assédio";0;0,161;0,184;0,181
"assassinar";0,27;0,161;0,184;0
"armazenar";0,27;0;0,184;0,181
"araraquara";0,324;0,887;0,235;0,027
"aprovação";0,393;0,006;0,304;0,301
"apresentado";0,324;0,887;0,235;0,027
"apaixonado";0,124;0,21;0,963;0,954
"antônio";0,324;0,21;0,235;0,001
"anatomy";0,324;0,21;0,235;0,001
"amador";0;0,21;0,235;0,232
"almoço";0,27;0,161;0;0,181
"alimentação";0,27;0,684;0,006;0,181
"akahi";0,324;0,21;0,001;0,232
"agressor";0,324;0,21;0,235;0,001
"adicional";0,27;0,556;0,476;0,75
"adequação";0,27;0;0,184;0,181
"abuso";0,27;0,684;0,476;0,484
"abril";0,324;0,887;0,274;0,954
"*txt_1136";0,187;0,002;0,342;0
"*txt_1112";0,01;0;0;0,004
"*txt_1018";0,393;0,277;0,304;0,004
"*txt_1297";0,075;0,023;0;0,711
"*txt_1117";0,055;0,015;0,021;0
"*txt_1130";0,001;0;0,001;0
"*txt_1014";0,009;0,172;0,039;0,003
"*txt_1118";0,118;0,2;0;0,058
"*txt_1016";0,688;0;0;0
"*txt_1010";0,859;0,124;0,001;0,143
"*txt_1011";0;0;0,095;0
"*txt_1013";0;0,059;0,307;0,073
"*txt_1051";0,012;0;0,047;0
"*txt_1078";0,324;0,21;0,235;0,001
"*txt_1033";0,393;0,277;0,108;0,781
"*txt_1056";0,324;0,21;0,235;0,001
"*txt_1031";0,542;0,004;0,025;0
"*txt_1072";0;0,059;0,074;0,782
"*txt_1073";0,277;0,375;0,439;0,398
"*txt_1076";0,187;0,011;0,637;0
"*txt_1077";0,191;0,097;0;0,114
"*txt_1039";0,047;0,863;0,244;0,002
"*gr_02";0;0;0;0,095
"*txt_1044";0;0,037;0,924;0,194
"*txt_1096";0,622;0,531;0,092;0,551
"*txt_1312";1;1;1;1
"*txt_1083";0,098;0;0;0,215
"*txt_1119";0;0;0,009;0
"*gr_01";0;0;0;0,095
"*txt_1160";0,023;0,004;0,025;0
"*txt_1161";0,007;0,001;0,005;0
"*txt_1162";0,622;0,531;0,092;0,551
"*txt_1084";0,002;0;0,38;0,006
"*txt_1147";0;0;0;0
"*txt_1144";0;0;0,012;0,001
"*txt_1125";0,516;0,459;0,031;0,047
"*txt_1102";0,045;0,015;0,015;0,083
"*txt_1009";0,002;0,002;0,108;0,24
"*txt_1085";0,074;0,045;0,068;0
"*txt_1104";0,622;0,531;0,092;0,551
"*txt_1003";0,622;0,531;0,092;0,551
"*txt_1002";0,486;0,493;0,439;0,398
"*txt_1000";0;0;0;0
"*txt_1107";0,086;0,004;0,789;0
"*txt_1069";0,429;0;0;0,644
"*txt_1244";0,782;0,21;0,274;0,954
"*txt_1027";0,064;0,019;0,315;0
"*txt_1246";0,546;0,277;0,773;0,781
"*txt_1021";0,118;0,047;0,247;0
"*txt_1265";0,486;0,375;0,017;0,398
"*txt_1023";0,083;0,001;0,13;0,793
"*txt_1242";0,277;0,375;0,439;0,398
"*txt_1047";0,138;0,572;0,073;0,011
"*txt_1183";0,027;0;0,031;0,007
"*txt_1063";0,235;0,012;0,006;0,209
"*txt_1181";0,572;0,071;0,428;0,118
"*txt_1028";0,001;0;0,001;0
"*txt_1184";1;1;1;1
"*txt_1055";0,095;0;0,002;0,003
"*txt_1026";0,001;0;0;0
"*txt_1041";0;0;0,078;0
"*txt_1217";0,27;0,161;0;0,181
"*txt_1262";0,138;0,059;0;0,3
"*txt_1005";0,075;0,099;0,808;0
"*txt_1095";0,158;0,037;0,004;0,047
"*txt_1046";0,162;0,076;0;0,091
"*txt_1170";0,138;0,059;0,074;0
"*txt_1090";0,772;0,123;0,864;0,045
"*txt_1221";0,622;0,531;0,092;0,551
"*txt_1154";0;0,01;0,052;0,017
"*txt_1152";0,277;0,375;0,401;0,445
"*txt_1194";0,017;0,036;0,342;0
"*txt_1253";0,227;0,53;0,001;0,143
