"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7"
"paz";0,208;0,052;0,008;0,59;0,015;0,16;0
"juízo";0,007;0;0,006;0,017;0,055;0,014;0,011
"jogo";0,01;0,014;0,334;0,283;0,004;0,694;0
"impacto";0,027;0,298;0,008;0;0,102;0,162;0,233
"gostar";0;0,048;0,176;0,06;0,982;0,332;0,785
"global";0,058;0,014;0,024;0;0,012;0,016;0,003
"força_tarefa";0,25;0,032;0,103;0,006;0;0,051;0,012
"emenda";0,074;0,319;0,008;0,007;0,004;0;0,046
"determinado";0,021;0;0,874;0,893;0,61;0,291;0,1
"criação";0,521;0,142;0,008;0;0,243;0,015;0,55
"comprovar";0,006;0,001;0,002;0,016;0,001;0,044;0,01
"auto";0,023;0;0,445;0,006;0,11;0,016;0,012
"aeronave";0,242;0,048;0,088;0,016;0,014;0,017;0,233
"transformar";0;0,372;0,028;0,066;0,454;0,322;0,126
"regional";0,003;0,002;0,103;0,534;0,012;0,586;0,114
"ptb";0,028;0,983;0,065;0,345;0,04;0;0,029
"pronto";0,379;0,052;0,028;0,16;0,454;0,609;0
"prerrogativa";0,03;0;0,366;0,023;0,004;0,609;0,014
"pior";0;0,016;0,028;0,013;0,015;0,974;0,895
"península";0,008;0,014;0,007;0,006;0,004;0,016;0
"limite";0,055;0,048;0,026;0;0,102;0,651;0,518
"inteligência";0,009;0,019;0,55;0,176;0,005;0,021;0,018
"franco";0,114;0,114;0;0,017;0,084;0,002;0,036
"fraco";0,027;0,015;0;0,868;0,041;0,017;0,013
"formar";0,068;0,279;0,92;0,843;0,651;0,694;0,25
"execução";0,058;0;0,162;0,134;0,037;0,016;0,012
"evento";0,043;0,021;0,191;0,331;0,045;0,322;0,288
"crer";0,001;0,873;0,024;0;0,004;0,311;0,25
"construção";0,058;0,045;0,007;0;0;0,586;0,25
"comunidade";0,176;0,057;0,416;0,087;0,005;0,064;0
"cenário";0,914;0,013;0,022;0,07;0,011;0;0,544
"atenção";0;0,6;0,191;0,59;0,045;0,354;0,895
"ameaçar";0,023;0,122;0,024;0,283;0,012;0,586;0
"queda";0;0,342;0,031;0,002;0,017;0,019;0,05
"perda";0,67;0,712;0,244;0;0,021;0,231;0,356
"morador";0;0,072;0,041;0,449;0,007;0,08;0,064
"lúcio";0,01;0,048;0;0,006;0,982;0,017;0,013
"iniciar";0,25;0,002;0,594;0,142;0,037;0,138;0,261
"indicação";0,01;0,915;0;0,306;0,42;0,651;0,043
"indevido";0,001;0,873;0,024;0,006;0;0,016;0,012
"habeas";0,001;0;0,031;0,007;0,017;0,019;0,015
"golpe";0;0,856;0,265;0,878;0,007;0,458;0,699
"favorável";0,084;0,055;0,088;0,072;0,05;0;0,309
"erro";0,449;0,066;0,105;0,02;0,15;0,09;0,967
"dívida";0,03;0,052;0,08;0;0,354;0,609;0,046
"conteúdo";0,25;0,534;0;0,134;0,389;0,311;0,012
"comentário";0,306;0,6;0;0,066;0,113;0,354;0,425
"colega";0,279;0,002;0,334;0,019;0,004;0,023;0,831
"causar";0,567;0,342;0,935;0,001;0,05;0,378;0,387
"âmbito";0,03;0,172;0;0,023;0,742;0,059;0,014
"salário";0,006;0,022;0,041;0;0,343;0,812;0,019
"prometer";0,78;0,165;0,096;0,672;0,136;0,403;0
"procuradoria_geral";0,003;0,142;0;0,331;0,929;0,354;0,014
"procedimento";0,78;0,951;0,447;0,002;0,821;0,403;0,016
"princípio";0,242;0,196;0,026;0,001;0,004;0,332;0,785
"posse";0,201;0,951;0,016;0,028;0,512;0,73;0,35
"oportunidade";0,082;0,342;0,715;0,001;0,265;0,378;0,015
"mônica";0,001;0,017;0,088;0,007;0;0,019;0,015
"mesa";0,676;0,408;0,176;0,021;0,014;0,162;0
"marqueteiro";0,001;0,015;0,026;0,006;0;0,017;0,013
"mantega";0,001;0,019;0,01;0,008;0;0,021;0,016
"escola";0;0,032;0,178;0,014;0,011;0,118;0,096
"droga";0,001;0,796;0,287;0,003;0,008;0,087;0,186
"decreto";0,095;0,061;0,447;0,028;0,055;0;0,016
"código";0,521;0;0,08;0,331;0,113;0,354;0,126
"convocar";0,271;0,509;0,363;0,122;0,095;0;0,023
"concessão";0,005;0,001;0,225;0,983;0,001;0,403;0,148
"celso";0,18;0;0,207;0,63;0,017;0,378;0,015
"bernardo";0,011;0,016;0,008;0,007;0;0,018;0,014
"zavascki";0,567;0;0;0,072;0,005;0,064;0,015
"york";0,435;0,328;0,115;0,029;0,828;0,189;0
"voo";0,04;0,061;0,096;0;0,136;0,185;0,004
"temer";0,009;0,019;0,133;0,19;0,005;0,524;0,158
"seul";0,001;0,017;0,009;0,007;0,005;0,019;0
"putin";0,004;0,017;0,009;0,025;0,005;0,019;0
"punição";0,374;0;0,884;0,19;0,055;0,403;0,647
"presídio";0,67;0;0,804;0,324;0,006;0,43;0,018
"perigoso";0,974;0,02;0,503;0,324;0,006;0,198;0
"ouvido";0,306;0,172;0,366;0,16;0,354;0,609;0,288
"mãe";0;0,418;0,041;0,225;0,165;0,024;0,019
"moreira";0,003;0,6;0;0,023;0,015;0,051;0,014
"modelo";0,504;0,019;0,447;0;0,136;0,884;0,621
"indústria";0,013;0,057;0,088;0;0,265;0,378;0,94
"guido";0,005;0,019;0,01;0,028;0;0,021;0,016
"encaminhar";0,962;0;0,009;0,034;0,068;0,812;0,064
"elemento";0,095;0,304;0,293;0,002;0,528;0,069;0,331
"divulgação";0,001;0,142;0;0,023;0,078;0,609;0,288
"dirigir";0;0,712;0,48;0,716;0,061;0,43;0,356
"corpus";0,001;0;0,034;0,008;0,019;0,021;0,016
"verdadeiro";0,034;0,997;0,416;0,357;0,315;0,064;0,94
"vara";0,001;0;0,016;0,028;0,055;0,021;0,016
"recibo";0,007;0,023;0,045;0,011;0;0,026;0,021
"municipal";0,211;0,438;0,115;0,035;0,209;0;0,047
"ligado";0,066;0;0,953;0,268;0,06;0,52;0,075
"japonês";0,014;0,019;0,034;0,008;0,289;0,069;0
"italiano";0,041;0,072;0,041;0,01;0;0,08;0,064
"eunício";0,066;0,084;0,311;0,012;0,029;0;0,023
"episódio";0,006;0,391;0;0,087;0,315;0,023;0,059
"distrito";0,033;0,137;0,678;0,004;0,102;0,034;0,089
"completo";0,121;0,192;0,458;0,001;0,611;0,812;0,699
"colaborar";0,18;0,342;0,597;0,357;0;0,172;0,015
"certeza";0,026;0,165;0,016;0,672;0,289;0,403;0,148
"br";0;0,023;0,045;0,811;0,075;0,488;0,021
"bomba";0,67;0,02;0,105;0,009;0,006;0,075;0
"vizinho";0,051;0,072;0,012;0,095;0;0,08;0
"visão";0,347;0,447;0,729;0,252;0,008;0,488;0,099
"veículo";0,518;0,038;0,825;0,092;0,645;0,041;0,006
"sítio";0,007;0,023;0,013;0,011;0;0,087;0,186
"seguida";0,67;0,038;0,113;0,207;0,061;0,483;0,659
"rádio";0,962;0,022;0,095;0,034;0,068;0;0,019
"rei";0,154;0,84;0,371;0,862;0;0,094;0,023
"norma";0,25;0,072;0,041;0;0,023;0,203;0,011
"mar";0,896;0,023;0,045;0,484;0,182;0,026;0
"legislação";0,014;0,304;0,225;0;0,528;0,259;0,016
"familiar";0,121;0,03;0;0,449;0,611;0,08;0,019
"externo";0,213;0,418;0,114;0,001;0,343;0,08;0,919
"escândalo";0,374;0,365;0,225;0;0,821;0,73;0,054
"escolha";0,25;0,753;0,781;0,015;0,165;0,203;0,381
"empreendimento";0,002;0,023;0,013;0,105;0;0,026;0,069
"disputar";0,005;0,712;0,105;0,087;0,006;0;0,018
"disposição";0,374;0,365;0,05;0,079;0;0,021;0,331
"defensor";0,058;0;0,552;0,811;0,373;0,744;0,186
"ativo";0,374;0,003;0,01;0,072;0,821;0,021;0,35
"alegação";0,022;0;0,125;0,011;0,999;0,026;0,186
"vice";0,473;0,886;0,054;0,045;0,032;0;0,082
"sindical";0,559;0,223;0,183;0,04;0,542;0,1;0,214
"repasse";0,005;0,178;0,011;0,001;0;0,023;0,018
"reiterar";0,016;0,904;0,48;0,931;0,464;0,075;0
"receita";0,058;0,447;0,552;0;0,372;0,087;0,021
"pleno";0,122;0,542;0,804;0,716;0,021;0,198;0,049
"perrella";0,382;0,03;0;0,015;0,036;0,033;0,027
"paulista";0,023;0,084;0,311;0,268;0,02;0,364;0,023
"obrigar";0,717;0,01;0,48;0,02;0,061;0,023;0,659
"navio";0,001;0,207;0,013;0,246;0,182;0,026;0
"moção";0,223;0,169;0,133;0,135;0,105;0;0,161
"léo";0,002;0,223;0,136;0,012;0;0,094;0,023
"integrar";0,154;0,019;0,17;0,268;0,942;0,364;0,075
"hospital";0;0,24;0,337;0,914;0,289;0,031;0,082
"expor";0,064;0,84;0,015;0,219;0,6;0,696;0,075
"dividir";0,1;0,022;0,041;0,129;0,611;0,005;0,173
"conduta";0,31;0;0,17;0,268;0,704;0,52;0,075
"alcançar";0,121;0,072;0,515;0,878;0,023;0,458;0
"zanin";0,008;0,185;0,015;0,012;0;0,028;0,023
"técnico";0,137;0,447;0,013;0;0,181;0,229;0,409
"tillerson";0,002;0,023;0,013;0,011;0,008;0,026;0
"suíço";0,066;0,084;0,015;0,268;0;0,246;0,023
"relato";0,279;0,078;0,198;0,105;0;0,229;0,186
"preocupado";0,001;0,078;0,287;0,484;0,074;0,855;0,021
"praça";0;0,1;0,073;0,566;0,923;0,836;0,094
"planejamento";0,008;0,477;0,136;0;0,406;0,9;0,023
"operador";0,002;0,025;0,001;0,268;0;0,028;0,075
"negativo";0,179;0,456;0,013;0,494;0,655;0,087;0,51
"máximo";0,1;0,499;0,114;0,763;0,023;0,791;0,117
"moral";0,001;0;0,125;0,484;0,026;0,229;0,021
"liberar";0,058;0,796;0;0,246;0,181;0,087;0,409
"identificar";0,593;0,207;0,026;0,105;0,655;0,488;0,87
"general";0,148;0,025;0,136;0,521;0,029;0,696;0
"fácil";0;0,091;0,016;0,126;0,009;0,946;0,082
"entrega";0,051;0,192;0,095;0,763;0;0,08;0,064
"emilio";0,009;0,24;0,054;0,013;0;0,031;0,025
"dirigente";0,497;0,447;0,198;0,037;0,026;0,855;0,87
"cobrar";0,784;0,023;0,287;0,011;0,074;0,855;0,409
"ciro";0,002;0,091;0,337;0,045;0,032;0;0,025
"carro";0;0,16;0,278;0,243;0,768;0,439;0,044
"aposentadoria";0,174;0,71;0,016;0,006;0,219;0;0,082
"antônio";0,076;0,71;0,995;0,013;0;0,265;0,025
"afirmação";0,279;0,447;0,079;0,011;0;0,087;0,74
"verificar";0,345;0,003;0,624;0,914;0,884;0,101;0,469
"sustentar";0,137;0,08;0,125;0,108;0,002;0,026;0,186
"surgir";0;0,207;0,552;0,037;0,008;0,229;0,74
"subir";0,896;0,023;0,045;0;0,026;0,744;0,51
"soltar";0,279;0;0;0,037;0,026;0,229;0,021
"reagir";0,497;0,078;0,729;0,037;0,182;0,855;0
"punir";0,001;0,886;0,995;0,714;0,009;0,265;0,829
"pmdb_rj";0,002;0,223;0;0,115;0,029;0,094;0,023
"partidário";0,763;0,51;0,337;0,714;0,219;0;0,025
"norte_coreanos";0,002;0,023;0,013;0,011;0,008;0,026;0
"jovem";0;0,084;0,015;0,447;0,083;0,9;0,438
"importar";0,137;0,023;0,013;0;0,026;0,229;0,008
"fogo";0,469;0,035;0,072;0,037;0,013;0,038;0
"estimar";0,05;0,926;0,434;0,009;0,072;0,078;0,975
"eleitor";0;0,032;0,019;0,975;0,04;0;0,029
"derrubar";0,179;0,212;0,026;0,037;0,008;0,229;0,249
"contribuir";0,121;0,24;0,149;0;0,755;0,101;0,025
"constar";0,028;0,055;0,015;0,045;0;0,101;0,025
"castro";0,001;0,51;0,337;0,074;0,092;0,554;0,082
"bloqueio";0,005;0,003;0,232;0,202;0;0,149;0,124
"bancário";0,033;0,03;0,678;0,317;0;0,033;0,089
"apuração";0,033;0,045;0;0,969;0,102;0,109;0,027
"adquirir";0,058;0,078;0,045;0,037;0;0,087;0,409
"áudio";0,174;0,51;0;0,013;0,032;0,031;0,025
"wesley";0,01;0,03;0;0,015;0,493;0,033;0,027
"tiro";0;0,044;0,541;0,024;0,018;0,142;0,348
"sigla";0,31;0,084;0,592;0,268;0,083;0,003;0
"residência";0,033;0,03;0,012;0;0,107;0,033;0,027
"republicano";0,696;0,03;0,163;0,161;0,102;0,601;0,003
"renda";0,066;0,084;0,311;0;0,704;0,094;0,075
"realidade";0,001;0,544;0,018;0,161;0,479;0,109;0,877
"qualidade";0,71;0,107;0,065;0;0,113;0,036;0,096
"página";0,181;0,611;0,033;0,345;0,863;0,118;0,096
"proteger";0,473;0,027;0,054;0,914;0,092;0,327;0
"pasta";0,772;0,116;0,006;0,002;0,013;0,506;0,031
"parar";0;0,107;0,724;0,055;0,52;0,036;0,926
"município";0,389;0,16;0,031;0;0,768;0,849;0,044
"mencionar";0,154;0,84;0,953;0,115;0;0,028;0,219
"martins";0,012;0,036;0,065;0,055;0;0,118;0,029
"legenda";0,066;0,223;0,676;0,012;0,942;0;0,023
"internet";0,012;0,544;0,678;0,161;0,036;0,285;0,877
"histórico";0,049;0,51;0,149;0,006;0,032;0,265;0,77
"hipótese";0,01;0;0,365;0,018;0,036;0,034;0,027
"frança";0,563;0,035;0,021;0,375;0,563;0,668;0
"esforço";0,976;0,03;0,018;0,004;0,01;0,994;0
"envolvimento";0,025;0,84;0;0,012;0,005;0,094;0,438
"entrada";0,056;0,349;0,501;0;0,35;0,802;0,658
"embaixador";0,008;0,084;0,676;0,447;0,008;0,028;0
"eldorado";0,064;0,377;0;0,024;0;0,8;0,04
"descobrir";0;0,091;0,052;0,914;0,219;0,031;0,218
"curso";0,049;0,24;0,145;0,189;0,092;0,265;0,218
"cristiano";0,008;0,019;0,015;0,012;0;0,028;0,023
"barroso";0,025;0;0,311;0,012;0,029;0,9;0,023
"bandido";0;0,406;0,108;0,09;0,02;0,052;0,044
"autor";0,049;0;0,337;0,561;0,009;0,101;0,469
"atitude";0;0,301;0,072;0,018;0,013;0,906;0,009
"virar";0,121;0,51;0,001;0,561;0,441;0,265;0,025
"trocar";0,814;0,038;0,067;0,067;0,001;0,138;0,615
"terra";0,004;0,16;0,031;0,677;0,02;0,175;0
"souza";0,076;0,24;0;0,126;0,129;0,946;0,025
"site";0,71;0,032;0;0,648;0,52;0,306;0,538
"respeitar";0;0,512;0,023;0,745;0,319;0,138;0,971
"indicado";0,174;0,027;0,001;0,013;0;0,648;0,082
"glauco";0,004;0,038;0,023;0,02;0;0,041;0,034
"faltar";0,174;0,886;0,016;0,001;0,015;0,648;0,025
"expectativa";0,424;0,581;0,885;0,001;0,52;0,628;0,255
"ex_diretor";0,002;0,091;0,337;0,126;0;0,031;0,025
"eleito";0,098;0,581;0,019;0,345;0,04;0;0,029
"df";0,247;0,561;0,428;0,002;0,125;0,021;0,031
"dem";0,004;0,301;0,021;0,018;0,125;0;0,031
"criança";0,001;0,886;0,016;0,189;0,009;0,031;0,02
"coreano";0,002;0,027;0,016;0,013;0,009;0,031;0
"cooperação";0,018;0,349;0,501;0;0,35;0,045;0,001
"cliente";0,01;0,66;0,572;0,05;0;0,285;0,027
"circunstância";0,976;0,934;0,94;0,357;0,036;0,113;0,877
"chance";0,424;0,107;0,065;0,314;0,04;0;0,341
"casal";0,909;0,51;0,995;0,013;0;0,101;0,025
"assistir";0;0,336;0,042;0,05;0,102;0,109;0,027
"américa";0,098;0,03;0,018;0,001;0,479;0,285;0,381
"4a";0,002;0;0,016;0,013;0,092;0,031;0,025
"velho";0;0,032;0,178;0,604;0,52;0,628;0,538
"vaga";0,012;0,279;0,102;0,604;0,04;0;0,029
"toffoli";0,424;0;0,178;0,648;0,011;0,628;0,029
"relacionar";0,71;0,116;0,102;0,055;0,087;0,628;0,029
"realização";0,127;0,125;0,023;0,184;0,001;0;0,298
"pôr";0,002;0,107;0,065;0,975;0,113;0,957;0,14
"possuir";0,037;0,279;0,395;0;0,765;0,036;0,046
"petrobrás";0,049;0,512;0,771;0,745;0;0,041;0,034
"pec";0,018;0,349;0,025;0,022;0,016;0;0,037
"organizar";0;0,279;0,065;0,648;0,265;0,095;0,029
"objeto";0,437;0,198;0,374;0,202;0,299;0,149;0,124
"nomeação";0,049;0,08;0;0,02;0,139;0,46;0,034
"morar";0;0,301;0,195;0,112;0,563;0,128;0,031
"matar";0,015;0,038;0,213;0,408;0,014;0,71;0
"localizar";0,469;0,62;0,025;0,695;0,182;0,038;0,977
"letícia";0,003;0,03;0,018;0,015;0;0,033;0,027
"insistir";0,22;0,983;0,019;0,055;0,215;0,553;0
"impunidade";0;0,544;0,018;0,659;0,01;0,285;0,089
"frederico";0,043;0,62;0;0,167;0,013;0,038;0,031
"ex_assessor";0,012;0,279;0;0,055;0,265;0,036;0,255
"desviar";0,086;0,259;0,365;0,06;0,001;0,285;0,502
"dano";0,382;0;0,059;0,603;0,808;0,033;0,502
"cumprimento";0,014;0,097;0,006;0,002;0,563;0,038;0,031
"comparar";0,046;0,324;0,213;0,092;0,319;0,855;0,298
"cassação";0,014;0;0,195;0,018;0,044;0,506;0,031
"asiático";0,01;0,03;0,018;0,317;0,102;0,033;0
"andré";0,014;0,263;0,773;0,167;0,001;0,021;0,031
"aliar";0,01;0,098;0,365;0,603;0,479;0,001;0
"aborto";0,089;0,189;0,037;0;0,024;0,205;0,052
"the";0,98;0,548;0,045;0,833;0,106;0,241;0
"suspensão";0,004;0;0,771;0,408;0,014;0,855;0,298
"resolução";0,004;0,301;0,021;0,695;0,291;0,668;0
"psdb_mg";0,003;0,983;0;0,016;0,113;0,036;0,029
"pronunciamento";0,073;0,044;0;0,082;0,061;0,142;0,135
"prejudicar";0,956;0,036;0,178;0,648;0,52;0,628;0,341
"posto";0,629;0,107;0,885;0,014;0,011;0,027;0,255
"porta_voz";0,003;0,107;0,019;0,152;0,113;0,118;0
"piloto";0;0,223;0,755;0,72;0,03;0,072;0,061
"orçamento";0,012;0,032;0,065;0;0,011;0,258;0,538
"nobre";0,311;0,035;0,428;0,018;0,291;0;0,031
"moçambique";0,004;0,038;0,079;0;0,049;0,041;0,034
"metade";0,06;0,116;0,195;0,01;0,291;0,226;0,031
"mala";0,004;0,038;0;0,02;0,004;0,041;0,114
"liminar";0,004;0;0,023;0,02;0,014;0,138;0,034
"levantar";0,71;0,032;0,178;0,014;0,765;0,095;0,538
"interlocutor";0,014;0,561;0,001;0,167;0,022;0,906;0,031
"fábio";0,014;0,035;0;0,167;0,006;0,128;0,031
"financiar";0,906;0,136;0,025;0,202;0;0,149;0,124
"emitir";0,005;0,065;0,374;0,022;0,958;0,149;0,658
"desvio";0,049;0;0,067;0,067;0,055;0,041;0,034
"desistir";0,71;0,279;0,065;0,055;0,008;0,095;0,341
"contribuição";0,691;0,048;0,278;0,011;0,217;0,119;0,044
"conter";0,016;0,324;0,067;0,408;0,319;0,71;0
"bairro";0;0,119;0,308;0,11;0,234;0,126;0,112
"apreender";0,111;0,116;0,22;0,061;0;0,038;0,031
"aplicar";0,037;0,116;0,065;0,048;0,863;0,957;0,341
"analista";0,043;0,035;0,021;0,695;0,044;0,038;0
"alegre";0,077;0;0,019;0,016;0,011;0,306;0,029
"viajar";0;0,038;0,079;0,029;0,049;0,353;0,971
"vazamento";0,144;0,349;0;0,799;0,055;0,045;0,037
"sugestão";0,277;0;0,463;0,859;0,139;0,46;0,034
"salvador";0,264;0,125;0,463;0,02;0,004;0,016;0,034
"repetir";0,001;0,349;0,713;0,074;0,35;0,415;0,124
"raquel";0,018;0,041;0;0,074;0,016;0,045;0,037
"publicitário";0,127;0,125;0,825;0,745;0;0,138;0,034
"protocolar";0,043;0;0,006;0,018;0,392;0,329;0,031
"pronunciar";0,018;0,065;0,003;0,798;0,958;0,802;0,037
"perceber";0;0,301;0,072;0,167;0,013;0,668;0,275
"mato";0,499;0,738;0;0,204;0,108;0,099;0,086
"ligação";0,163;0,044;0;0,482;0,256;0,161;0,135
"jogar";0;0,174;0,034;0,567;0,076;0,189;0,16
"interrogatório";0,018;0;0,086;0,074;0;0,045;0,037
"inocência";0,247;0,001;0,22;0,918;0,705;0,128;0,031
"inglês";0,814;0,038;0,023;0,745;0,139;0,71;0
"igual";0;0,147;0,028;0,394;0,018;0,408;0,702
"grosso";0,499;0,738;0;0,059;0,027;0,099;0,086
"grau";0,144;0;0,086;0,022;0,154;0,149;0,124
"gomes";0,499;0,038;0,079;0,408;0,014;0;0,034
"esposo";0,837;0,125;0,079;0,02;0;0,138;0,034
"escritório";0,469;0,301;0,084;0,375;0;0,038;0,105
"esclarecimento";0,127;0,914;0,004;0,067;0,001;0,353;0,034
"errado";0;0,044;0,935;0,482;0,018;0,748;0,04
"enorme";0,814;0,125;0,023;0;0,049;0,138;0,098
"eletrônico";0,127;0,125;0;0,496;0,61;0,353;0,034
"doleiro";0,004;0,038;0;0,02;0;0,041;0,034
"dodge";0,021;0,044;0;0,024;0,018;0,161;0,04
"ditadura";0;0,324;0,463;0,067;0,049;0,71;0,615
"deter";0,111;0,006;0,22;0,375;0,392;0,038;0,977
"costamarques";0,006;0,044;0,028;0,024;0;0,048;0,04
"conclusão";0,563;0;0,773;0,918;0,044;0,668;0,031
"combater";0,669;0,75;0,254;0,059;0,17;0,748;0,861
"avançar";0,906;0,349;0,879;0,798;0,35;0,415;0,081
"tropa";0,872;0,174;0,115;0,567;0,076;0,9;0
"torno";0,064;0,044;0,935;0,738;0,526;0,009;0,465
"tom";0,814;0,661;0,213;0,067;0,139;0,71;0
"tecnologia";0,034;0,041;0,086;0,202;0,154;0,38;0
"século";0;0,048;0,031;0,911;0,02;0,052;0,044
"suspenso";0,049;0,001;0,771;0,237;0,98;0,353;0,114
"serraglio";0,127;0,038;0;0,067;0,014;0,138;0,034
"reuters";0,016;0,038;0,825;0,408;0,014;0,041;0
"restrição";0,006;0,169;0,095;0,003;0,018;0,041;0,198
"renúncia";0,768;0,799;0,206;0,184;0,042;0;0,079
"relacionado";0,018;0,198;0;0,074;0,66;0,754;0,658
"reeleição";0,004;0,661;0,023;0,02;0,152;0;0,034
"reação";0,015;0,512;0,079;0,184;0,014;0,855;0,028
"provar";0,837;0,125;0,188;0,408;0,001;0,138;0,298
"produção";0,186;0,048;0,993;0;0,829;0,052;0,805
"pr";0,348;0,002;0,042;0,024;0,526;0,8;0,04
"planilha";0,006;0,044;0,028;0,024;0;0,161;0,04
"motorista";0,027;0,1;0,073;0,183;0,478;0,057;0,094
"melhorar";0,669;0,044;0,028;0,001;0,061;0,371;0,198
"medo";0;0,066;0,154;0,039;0,603;0,477;0,571
"idade";0,01;0,136;0,025;0,001;0,016;0,415;0,322
"governar";0,025;0,75;0,028;0,854;0,018;0;0,135
"firmar";0,163;0,806;0,132;0,082;0;0,048;0,348
"fidel";0;0,078;0,054;0,841;0,038;0,084;0,072
"equipamento";0,571;0,041;0,159;0,444;0,585;0,149;0,23
"diretoria";0,024;0,16;0,007;0,011;0,081;0,175;0,044
"concreto";0,978;0;0,028;0,482;0,526;0,048;0,04
"colaborador";0,049;0,512;0;0,067;0,016;0,041;0,114
"ciência";0;0,661;0,213;0,02;0,139;0,138;0,298
"bater";0;0,048;0,031;0,09;0,189;0,032;0,376
"bancoop";0,008;0,052;0,034;0,029;0;0,057;0,047
"auxiliar";0,814;0,661;0,067;0,745;0,344;0,71;0,034
"assembleia";0,264;0,125;0,079;0,184;0,139;0;0,098
"vencer";0,978;0,169;0,095;0,17;0,712;0,748;0,348
"técnica";0,094;0,464;0,232;0,022;0,154;0,149;0,322
"transferir";0,064;0,052;0,935;0,854;0,002;0,048;0,348
"sério";0;0,048;0,031;0,345;0,02;0,175;0,168
"soviético";0,435;0,052;0,115;0,972;0,022;0,189;0
"rj";0,094;0;0,086;0,202;0,055;0,052;0,037
"resultar";0,007;0,041;0,584;0,011;0,829;0,439;0,75
"redução";0,163;0,75;0,095;0;0,894;0,748;0,135
"pentágono";0,018;0,041;0,025;0,202;0,016;0,045;0
"organizado";0,003;0,066;0,789;0,72;0,976;0,934;0,206
"ocidente";0,018;0,041;0,025;0,444;0,016;0,149;0
"negro";0,001;0,066;0,045;0;0,03;0,072;0,206
"nacala";0,033;0,056;0,037;0;0,085;0,061;0,052
"mídia";0,948;0,142;0,031;0,911;0,421;0,849;0,052
"mentira";0,017;0,16;0,286;0,026;0,468;0,849;0,376
"diminuir";0,906;0,349;0,025;0;0,055;0,38;0,23
"desafio";0,322;0,16;0,104;0,523;0,068;0,694;0
"correr";0,22;0,704;0,159;0,799;0,055;0,802;0,322
"corpo";0;0,048;0,108;0,09;0,068;0,052;0,044
"comportamento";0,629;0,147;0,028;0,394;0,018;0,748;0
"cerimônia";0,742;0,349;0,879;0,022;0,35;0,802;0
"cabeça";0;0,041;0,713;0,074;0,055;0,802;0,322
"braskem";0,006;0,147;0,095;0,024;0;0,048;0,04
"andamento";0,021;0,806;0,042;0,222;0,102;0,041;0,04
"absolver";0,008;0;0,115;0,029;0,412;0,057;0,047
"vivo";0;0,438;0,304;0,1;0,063;0,189;0,047
"trata_se";0,163;0,147;0,095;0,394;0,002;0,408;0,198
"teto";0,186;0,16;0,031;0,677;0,02;0;0,044
"somar";0,064;0,147;0,095;0;0,002;0,8;0,04
"ruim";0;0,056;0,037;0,965;0,085;0,079;0,852
"rodrigues";0,901;0;0,139;0,666;0,552;0,214;0,056
"recomendar";0,348;0;0,329;0,482;0,894;0,408;0,04
"recebimento";0,007;0,372;0,584;0,09;0;0,052;0,044
"quebrar";0,073;0,377;0,329;0,482;0,17;0,142;0,135
"psd";0,008;0,052;0,304;0,1;0,828;0;0,047
"prejuízo";0,389;0;0,584;0,345;0,768;0,175;0,044
"pobre";0,27;0,052;0,034;0;0,022;0,057;0,16
"planejar";0,377;0,044;0,095;0,082;0,384;0,161;0
"perspectiva";0,025;0,377;0,095;0,016;0,061;0,161;0,465
"original";0,978;0,052;0,541;0,082;0,256;0,142;0,04
"norte_coreana";0,006;0,044;0,095;0,024;0,018;0,048;0
"nomear";0,597;0,16;0;0,09;0,068;0,006;0,044
"melar";0,007;0,75;0,993;0,09;0;0,849;0,044
"limpo";0,064;0;0,028;0,482;0,061;0,371;0,04
"liderar";0,064;0,044;0,254;0,222;0,17;0;0,003
"lamentar";0,459;0,472;0,069;0,965;0,024;0,25;0,439
"jungmann";0,029;0,189;0;0,294;0,024;0,585;0,052
"intercontinental";0,006;0,044;0,028;0,024;0,018;0,048;0
"instalação";0,041;0,052;0,304;0,267;0,017;0,057;0,369
"infra-estrutura";0,024;0,048;0,104;0;0,421;0,175;0,168
"imaginar";0;0,044;0,254;0,003;0,061;0,161;0,348
"ilegalidade";0,097;0;0,069;0,032;0,148;0,205;0,052
"homologar";0,006;0,052;0;0,024;0,061;0,048;0,04
"gebran";0,006;0;0,028;0,024;0,17;0,048;0,04
"fichar";0,186;0;0,104;0,026;0,02;0,119;0,044
"facilitar";0,021;0,147;0,028;0,059;0,102;0,009;0,861
"expressar";0,978;0,806;0,541;0,222;0,018;0,8;0
"experiência";0;0,044;0,095;0,482;0,061;0,048;0,198
"existência";0,435;0,438;0,005;0,267;0,181;0,189;0,8
"ex_executivos";0,006;0,806;0;0,024;0;0,048;0,04
"específico";0,691;0,75;0,584;0,911;0,024;0,439;0,376
"elevado";0,211;0,438;0,115;0;0,461;0,057;0,369
"divisão";0,827;0,056;0,332;0,965;0,148;0;0,052
"decretar";0,435;0;0,304;0,1;0,763;0,64;0,16
"contexto";0,146;0,75;0,278;0,677;0,829;0,175;0,75
"compartilhar";0,181;0,044;0,541;0,854;0,384;0,048;0
"canal";0,211;0,052;0,115;0,616;0,828;0,472;0
"bruno";0,038;0;0,002;0,323;0,027;0,991;0,056
"ausência";0,348;0,169;0,028;0,854;0,526;0;0,04
