"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Coord. facteur 6";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"Corr. facteur 6";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"COR -facteur 6";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"CTR -facteur 6";"mass";"chi.distance";"inertie"
"britânico";-1,77310389964307;-0,0661145353807535;-0,372478149445282;-0,0724876034620097;0,320574889176078;0,341605306105143;-0,946180314221715;-0,0352806577627948;-0,198765279662294;-0,0386815140582962;0,171068175662618;0,182290623767414;0,955355697119071;0,000807446688567148;0,021449483522744;0,000644878629908023;0,0113824076800056;0,0103600863597033;0,000401137565863501;5,57723399001786e-07;1,77021724348815e-05;6,7042846949753e-07;1,31124536639076e-05;1,48892965799549e-05;0,000127592446527166;1,13690377144419;0,000164919640430151
"botar";-0,166047538366013;1,84779339966847;-0,376848604469943;0,157020047618211;1,40051051667861;3,4057210224837;-0,040073806945442;0,445945279900233;-0,0909484017155342;0,0378951180892919;0,337998314354581;0,821934538193555;0,00438416647521432;0,330029077785967;0,0114887951486294;0,00158338358153082;0,113677184675186;0,538837392333472;4,15757904893012e-06;0,000514852060295073;2,14145747573686e-05;3,717798445719e-06;0,000295766090512414;0,00174901595924972;0,000150791073168468;1,57166866422373;0,000372475421882528
"benjamin";1,02997529256299;-0,851196440182313;2,69277523933782;-3,9946838326563;0,740136887218139;-0,325380347811457;0,203377763572096;-0,168076292329333;0,531712372066778;-0,788785779551659;0,146146597832522;-0,0642492377497081;0,0894031486907578;0,0371177829254963;0,310897994716389;0,543147517606713;0,0168268067286542;0,00260674933199324;0,000153814014187442;0,000105051411024428;0,00105133834176084;0,00231370037275635;7,94266766547807e-05;1,5350585002944e-05;0,000144991416508143;2,1588500133813;0,000675751835631416
"beneficiário";1,08596411506721;-1,48573516760684;-2,70879317115985;-0,403289495244842;-1,47840927673461;-0,156697295592581;0,300072786058688;-0,410537222090038;-0,748491688122109;-0,111436649468691;-0,408512937443897;-0,0432984786549948;0,165546399116124;0,188362664656102;0,524033427429523;0,00922096521038493;0,111829544160062;0,00100699942780435;0,000177830635755789;0,000332857570262011;0,0011064386138077;2,45250245983495e-05;0,000329583142299849;3,70253041106081e-06;0,000150791073168468;1,67273704990721;0,000421920847396181
"basear";-0,0394992795155771;0,469485992998869;-0,622917667222475;-0,455312892707821;1,05117578726212;0,787077483245024;-0,0247753967827782;0,29447883361813;-0,390716806931964;-0,28558894530474;0,659336006561783;0,493683864246076;0,00155952945675973;0,133931811540482;0,197330874670186;0,0836929555062198;0,402572717225881;0,18091211160047;2,26214605021587e-07;3,19585872068468e-05;5,62605002983764e-05;3,00581459463247e-05;0,000160211243174693;8,98208724758911e-05;0,000144991416508143;0,626851189004408;5,69732770896511e-05
"aquisição";1,10368439544534;-1,7117983298018;-3,232072959841;-0,734340189225517;-1,09203381304337;-0,226709745650697;0,272719591438911;-0,422984091336169;-0,798642819220907;-0,181454913387578;-0,269840741211615;-0,0560198091630438;0,135624139871867;0,198324157619281;0,591736029897817;0,02424909644559;0,0483946965459282;0,00167187961951624;0,000176616834772065;0,000424861608870027;0,00151462319887826;7,81874207638971e-05;0,000172907751941441;7,45216860370417e-06;0,000144991416508143;1,8782287107826;0,000511492467697082
"ampliar";-0,0110253957786457;1,1370513796097;-0,408041313010861;-1,06140721037497;0,642649054776784;-1,22853728310623;-0,00519258185040647;0,535512055555993;-0,192173411158622;-0,499886255979885;0,302665580901685;-0,578598766600344;6,34029128334723e-05;0,409924846056457;0,0441822283878593;0,237322369278494;0,0785139789569056;0,229993174407449;1,83300651531705e-08;0,000194955643278663;2,51063688420076e-05;0,000169879001311509;6,2276382625057e-05;0,000227589548180838;0,000150791073168468;0,867784031327319;0,000113553085711351
"alterar";-0,308930349356995;0,503266699179862;0,355612911628812;-1,00864095939828;0,080395021533348;-1,80188612037418;-0,141809832522681;0,231017012324895;0,163238760924423;-0,463001468860212;0,036904126004554;-0,827128734638904;0,0569587055059067;0,0918879531664916;0,0383983454168449;0,245225672542702;0,00140596878372672;0,566123354584331;1,38376851183471e-05;3,67230447187448e-05;1,83356932499421e-05;0,000147507972349541;9,37131647471855e-07;0,00047075720183923;0,000144991416508143;0,811246042802344;9,54217716156774e-05
"alerta";-1,25006006149408;-0,365240610553586;-0,532091435495073;0,0837148195584692;-0,419668032569865;-0,531103490327952;-0,799552867589704;-0,233612117148435;-0,340331833785271;0,0535449664376353;-0,268424525519132;-0,339699932634498;0,806646327470014;0,0418603398973118;0,0743553885897214;0,00146109974900863;0,033136877761818;0,0425399665321282;0,000235633694212563;2,01156352569043e-05;4,26921640195529e-05;1,05676962810504e-06;2,65575134354127e-05;4,25337763501708e-05;0,000150791073168468;0,872290957976683;0,000114735648167105
"absolvição";1,24577574093743;-0,985053818743147;2,09207122133455;-3,36734996338624;0,583736873933912;-0,232764084559711;0,288601244584308;-0,228201391895684;0,48465734112131;-0,780093365482389;0,135230750440132;-0,0539230314823042;0,170765910091605;0,0649029721393124;0,24501511570357;0,503908542456383;0,0136657698067493;0,00174168980238462;0,000207018834525869;0,000129434496322267;0,000583825487682301;0,00151253916418885;4,54531908189876e-05;7,22706664038164e-06;0,000133392103187491;1,88934536345695;0,000476159906715851
"1o";0,609134102195452;-0,592666228539198;0,812785687330663;0,436898270141357;-0,418512355438053;0,0893533996801214;0,45955244209165;-0,447128492213434;0,613194444644796;0,32961160155938;-0,3157406132638;0,0674113842652916;0,348747445181618;0,200691416280799;0,315904498960954;0,0724602171787637;0,0600039971200362;0,00219242527782678;5,59501764017419e-05;5,29658557957292e-05;9,96156852396942e-05;2,87830148921569e-05;2,64114472637915e-05;1,20392045709578e-06;0,000150791073168468;0,646441854878034;6,30136400106249e-05
"ódio";-0,448216351105665;1,89524833751994;-0,530938059626165;-0,232915766350962;1,54462541594952;4,17381691028193;-0,0916147318916621;0,387385841417183;-0,108522921717917;-0,0476076239408632;0,315719056224038;0,853121748586587;0,0236101704799728;0,25661332832147;0,0168550466052167;0,00257498842262317;0,102199434295397;0,598147031875319;2,67981930599277e-05;0,000479139934116238;3,76025966957659e-05;7,2364888121241e-06;0,000318255907174966;0,00232379016153653;0,000133392103187491;1,82814317456423;0,000445810744062504
"vontade";-0,512111709576877;0,630617425481293;-0,146049911292007;0,204792872241613;0,0271454656050242;1,34898980107051;-0,321092559439872;0,395395300260704;-0,0915728715937067;0,128404538059544;0,0170201283534521;0,845812700205388;0,246547705723935;0,227261943729352;0,0102021723901836;0,0159241038630264;0,000252490214038016;0,499811584079463;3,49831999662012e-05;5,30471498073067e-05;2,84533047332896e-06;5,59448088422901e-06;9,82934798346614e-08;0,000242743412274521;0,000133392103187491;0,646377595331869;5,57317537128313e-05
"venezuelano";-0,263046838944316;2,27555758726132;-0,457675654321534;0,167625595168054;0,132051713430547;2,4802105454917;-0,0770547197131656;0,666582623768788;-0,134067641355504;0,0491028263417422;0,0386821138275988;0,72653193317011;0,0134659891164159;0,612591512435248;0,0207398789121678;0,00220854638391026;0,00123691134598525;0,34975716180627;9,63118444930132e-06;0,00072075752789995;2,91560809945685e-05;3,91105741503889e-06;2,42717788984504e-06;0,000856230364677991;0,000139191759847817;1,42064650995282;0,000280921891092812
"transação";0,599621346876691;-1,9493328058436;-2,3611490515497;-0,225573949877371;-0,959756741471602;0,0201222641860608;0,183250599834593;-0,595736639145287;-0,721592021780277;-0,0689377752099734;-0,29331176997962;0,00614957589707709;0,0613323836152655;0,394031448301124;0,48383913026361;0,00350564015676571;0,057271218330692;2,01793325427413e-05;5,00458070287501e-05;0,000528914543859983;0,000775997519180726;7,08257878670425e-06;0,000128214123713662;5,63595113404573e-08;0,000139191759847817;1,51741451836048;0,000320495544081729
"terrorista";-3,04204523359902;-1,46462624267192;0,425831587186127;0,00287224456947132;-0,113962266680811;0,85865123460866;-0,866304168195106;-0,417091700301082;0,121266993289261;0,000817948863852017;-0,0324538194081181;0,244524024610676;0,85130367490637;0,119958223447409;0,00848686764354998;3,0651362298769e-07;0,000435465484028574;0,0198154620050192;0,00112707525210245;0,000261261371068925;2,20849960188523e-05;1,00476480190697e-09;1,58177146318143e-06;8,97956247192647e-05;0,00012179278986684;2,06631003344979;0,000520011020745607
"televisão";-0,695304651132419;-0,00950687917387944;-0,351948051966906;-0,0287498094764417;-0,764235393190196;0,0344004475522711;-0,636456913664583;-0,00870225586400841;-0,322160610547188;-0,0263165433713402;-0,699553640078322;0,0314889345873642;0,636048227532014;7,22834638067854e-05;0,082911623396165;0,000439201175623617;0,280073796421977;0,000454868010414563;6,44882199194232e-05;1,20560785471575e-08;1,65229371753115e-05;1,10255448971309e-07;7,79084230310467e-05;1,57854986610453e-07;0,000133392103187491;0,546389295429576;3,98230468477744e-05
"superar";-0,363364178749991;1,12411166227944;-1,63541726538361;-0,556645754923149;1,34170736256368;-2,97105511720607;-0,0937969317615308;0,290172314843704;-0,422158073397653;-0,143689628596539;0,346341332718208;-0,766932654305654;0,0234888092476644;0,136652919524237;0,242076395755198;0,0222632393522372;0,116726856847481;0,458791779273181;1,91437280191063e-05;0,000183215072912219;0,000387792539309322;4,49262423551771e-05;0,000261010451961093;0,00127986366594505;0,000144991416508143;1,48587981127922;0,000320117677000762
"substituir";0,562855531511278;0,271436593828119;1,72628805235027;-1,8458234912271;-0,35146233541643;-0,482367379300189;0,210734563779285;0,101626561331853;0,646326702506851;-0,691081079354207;-0,131588405536255;-0,180599591844191;0,0940970071334905;0,0133027661423061;0,450325948594713;0,408710735475133;0,013372663654548;0,0201908789998148;4,59342013514423e-05;1,06826521350002e-05;0,000432084634344303;0,000493995087801845;1,79101768339053e-05;3,37363546566795e-05;0,000144991416508143;1,14995568455071;0,000191736370289301
"seguro";-0,730502531032085;-0,0135897122431371;-1,42111867723928;-0,298526865096787;0,295013876270427;-0,784607725299131;-0,399404936204017;-0,00743022497654118;-0,777001845317581;-0,163220657621418;0,161299918105163;-0,428987149470279;0,295019276330248;6,20655622957717e-05;0,568049454901666;0,019898830761445;0,0175376031443843;0,099432769299962;7,73723419947748e-05;2,67770552317647e-08;0,00029282151771191;1,29213869856452e-05;1,26190650942013e-05;8,92580618996017e-05;0,000144991416508143;0,842885532243459;0,000103010024774007
"retaliação";-1,65306015694214;-0,116235340029916;0,845410466802859;0,313218059330805;-1,86040900448177;-0,29746602244618;-0,62000919086494;-0,0435961019441483;0,317086016059329;0,117477924027405;-0,697779011067754;-0,111569846452433;0,616640504973133;0,00185333676939213;0,0820556485205698;0,00894132940633584;0,284675442653744;0,00583373767682545;0,000396204687640579;1,95892890083024e-06;0,000103628099536583;1,42244630519759e-05;0,000501832932764124;1,28297154847863e-05;0,000144991416508143;1,31930347141166;0,000252366499106688
"representação";0,44220020045704;0,832951517898749;0,530840763527894;-0,239313970720248;0,00788726400545565;-1,80867588420137;0,208460199758554;0,392666578691959;0,250246769428497;-0,112816407794013;0,00371818155764376;-0,852638546362956;0,112408561243358;0,242451120837566;0,0824154356799764;0,0132969304946464;1,30344491418201e-05;0,549414917295313;2,60836275549672e-05;9,25485391645367e-05;3,75888163662029e-05;7,63952269628072e-06;8,29818047551613e-09;0,000436366714866302;0,000133392103187491;0,826592216791548;9,11407804933675e-05
"renunciar";0,306770253312047;0,638340543691263;1,46137476446822;1,38333817360324;-2,67908245307314;-0,797143220731382;0,0872445249711392;0,181542104890833;0,415610528577392;0,393417159999843;-0,761922883504369;-0,226705102192326;0,0188105311397449;0,0495111092485044;0,217178227997036;0,15448455499598;0,522907818704242;0,0371077579144914;1,36448505308335e-05;5,90809066197365e-05;0,000309646018278278;0,000277459127289118;0,00104067339673775;9,21329563108965e-05;0,000144991416508143;1,40179590432753;0,000284912737987379
"quilômetro";-2,15420555726776;-0,959067768863177;0,175069346691596;-0,0869443947793009;0,265327886783485;0,503211987504475;-0,885205397991541;-0,394099793853546;0,0719394350234659;-0,0357271604485878;0,109028442910676;0,206779694802192;0,872616705984047;0,105140747595094;0,00293216206718984;0,000574098207733769;0,00482495694755457;0,0139113291983808;0,000672847396963778;0,000133364697674366;4,44388196408593e-06;1,09603764318467e-06;1,02072344199459e-05;3,6715060601802e-05;0,000144991416508143;1,44526488667922;0,000302856706819801
"provável";-0,751111833595157;0,497373312627289;0,690590597172553;-0,0549469620214228;-0,49902020537614;0,446481582303874;-0,569440840941488;0,377073911948234;0,523557841603894;-0,0416569715203336;-0,378322471683151;0,338491335537978;0,509448637278714;0,135793625431465;0,219104363997268;0,0011011141456311;0,0819607388297637;0,0525915203171577;7,85276740917754e-05;3,4433287075652e-05;6,63826900528665e-05;4,20243395636386e-07;3,46616942477119e-05;2,77472931846941e-05;0,000139191759847817;0,659517726364369;6,0543353322808e-05
"processual";1,17744704896701;-0,806742336008897;2,44935320887392;-1,18014080173324;1,24204660473033;-0,198580122836227;0,354829952451345;-0,243116108684174;0,738125662129567;-0,355641729224487;0,374297373359983;-0,0598431798742693;0,232202342973774;0,0662638633035017;0,511216861924289;0,0942117893298144;0,0941755179519605;0,00192962451666233;0,000201013425207791;9,43652271013741e-05;0,000869851520354033;0,0002019342307213;0,000223675324827479;5,71760096994196e-06;0,000144991416508143;1,531370081123;0,00034001854807896
"previsão";-0,0664126940301376;1,48889375324764;0,135247120231713;-0,498816062096774;-0,0944428740393039;-1,06311392857755;-0,0348698492634908;0,781740622079545;0,0710112240539581;-0,261902353902847;-0,0495870379880531;-0,558185795363072;0,00245687165409596;0,750638644704874;0,00518387877480589;0,055977681602632;0,00181091085073829;0,183932012412852;6,39505800865986e-07;0,000321417640302371;2,65215160461588e-06;3,60763965291567e-05;1,29324462615469e-06;0,000163870926485813;0,000144991416508143;0,839715044173118;0,000102236544131133
"posicionar";-0,603502704455933;0,807043353344154;0,623206512759741;0,109357911459682;-1,59051748289083;1,02512846954606;-0,269988742323666;0,361046633861394;0,278803626471911;0,0489234012708525;-0,711549114326883;0,458611277413314;0,166183308187285;0,180653307984232;0,0901594876232521;0,00220385566365398;0,420711380773505;0,140088659768071;5,0695798397294e-05;9,06582342379682e-05;5,40601806077331e-05;1,6646155243572e-06;0,000352119778691789;0,000146275002886909;0,000139191759847817;0,927806886448202;0,000119819832766767
"peso";-0,70944531858545;0,517599626404215;-0,502554469160595;-0,228329399046467;1,09787202665655;-1,69952503687302;-0,312024990224873;0,227648296687887;-0,221031204547181;-0,10042279036752;0,482861045681016;-0,747477316609227;0,239797485632312;0,0775921718559296;0,0612197510212012;0,0100319235077969;0,209309344059903;0,402049323922858;7,00569749078288e-05;3,72907771429198e-05;3,51544092896517e-05;7,25666697938858e-06;0,000167771027733722;0,000402039440118532;0,000139191759847817;0,907964117916931;0,000114749525276018
"pacote";-0,3377093157505;-0,152134588041687;-0,132987428484235;-0,447631011921322;-0,812546254259875;0,254779226670636;-0,324901446441149;-0,146364774091664;-0,127943784366727;-0,430654283024283;-0,78172985167046;0,245116540787414;0,238767836848303;0,0294556694902018;0,0188377673693497;0,169427479943548;0,503807160133226;0,0397040862153694;1,58744836372669e-05;3,22158393893385e-06;2,46169760147306e-06;2,78903432701304e-05;9,1898772604058e-05;9,03527875602758e-06;0,000139191759847817;0,433138910234576;2,61136707965289e-05
"operar";-0,289408060846451;-0,158317425680522;-0,791374940738978;-0,316068198484386;0,693977614468446;0,00846431164599877;-0,252215585838028;-0,137971700406669;-0,689673583079344;-0,275449569760964;0,604793004312696;0,0073765440888804;0,132207647205817;0,0240500508011361;0,502942605676633;0,0636869874768018;0,277079669142886;3,30396967259581e-05;1,11725258125711e-05;3,34339400144107e-06;8,35400456263704e-05;1,33257518683176e-05;6,42422944359036e-05;9,55682009310524e-09;0,000133392103187491;0,49883211546352;3,31924211630031e-05
"normal";0,268008641027931;0,920727939209021;-0,17107944612902;-0,101646279459884;0,63273076481458;1,89681403410791;0,120370737446979;0,413526596028959;-0,0768369221738068;-0,0456523997524875;0,284178407360324;0,851916203931477;0,0398318001759962;0,285771039420178;0,0082574608254444;0,00231403055615515;0,0809186541890667;0,58290701483316;1,04145350510425e-05;0,000122915014446958;4,24363442557476e-06;1,49804640421822e-06;5,80470556220195e-05;0,00052166512202314;0,000144991416508143;0,84160033645864;0,000102696133706343
"natureza";0,234146502171589;0,991988083502883;0,0562163656868671;0,231618968862634;1,32125990892791;1,21567467400302;0,112663370017026;0,477311082880342;0,0270494120119316;0,111447206556218;0,635745538061126;0,584941497512355;0,0314298993238658;0,342928658585209;0,000921746891972401;0,0124213747096576;0,36477289745845;0,247525423030844;7,94909416310809e-06;0,000142677405380301;4,58213440565056e-07;7,77840479529966e-06;0,000253115538866428;0,000214277727145343;0,000144991416508143;0,827729151174118;9,93387735616019e-05
"meta";-0,528810348543693;1,61696139482297;-1,38172471947093;-0,199453379572642;0,954306502752227;-2,80691067605873;-0,143222296768812;0,437935689781442;-0,374224499141999;-0,0540196900445779;0,258463113518842;-0,760219982375807;0,0509348353461698;0,289492653702474;0,176919857064114;0,00292652062289398;0,0604601456432238;0,419265987621124;3,89236372746582e-05;0,00036392578560031;0,000265739785699952;5,53727795985922e-06;0,000126762061132351;0,00109665673595868;0,000139191759847817;1,46846825773061;0,000300152975079439
"marun";0,493721444159464;1,42085262027418;1,71771816844475;0,624125942974769;-3,3895100072729;-0,727166574209023;0,117618682941556;0,33848806007448;0,409209992855808;0,148684794372916;-0,80747900985216;-0,173232043593319;0,032625833137539;0,164255122996776;0,200918513994836;0,021056969794977;0,560466781542761;0,0206767785331113;3,53432330219266e-05;0,000292711885894654;0,000427805251328873;5,64789693856633e-05;0,00166577420913027;7,66672891602802e-05;0,000144991416508143;1,71306269012771;0,000425489459168619
"marca";0,412888574828854;0,397271109481632;-1,16157079489009;0,532841919471548;0,370392800681935;-0,281073327928162;0,279793532564814;0,269210372686828;-0,787137295240329;0,361079797398991;0,250996313429915;-0,190469061449247;0,14945951395203;0,0841114326664031;0,60182151872928;0,100532938546844;0,0438390682359416;0,0202355278695039;2,27402822701981e-05;2,10525199036192e-05;0,00017997885657134;3,7872754119849e-05;1,83001729244837e-05;1,05382717050415e-05;0,000133392103187491;0,669334412327737;5,97608034676188e-05
"lucro";0,243913176131641;0,549605368659178;-2,41178367498395;-0,499166019087175;0,658011577649545;-2,56864463282549;0,0664874215751597;0,149814964593352;-0,657419498568632;-0,136065882431589;0,179365025942303;-0,700177666856619;0,0110407631128717;0,0340764018505227;0,549191467115798;0,0186755056407174;0,0292869432852218;0,357728918994868;7,93598143114863e-06;4,02932272128983e-05;0,000775901912628978;3,32368721063238e-05;5,77560109693512e-05;0,000880112459658132;0,000133392103187491;1,45481505477349;0,00028232263143587
"licitação";1,19116791483832;-1,25857223782959;-0,0789086395427694;-1,55046414917843;-0,344713659646388;-0,152932873144297;0,505382884619246;-0,533980860408207;-0,0334789708291613;-0,657823329901291;-0,146253421964774;-0,0648856098455813;0,416583390752745;0,282706309722023;0,000930087051309791;0,28505798349854;0,0127160249185658;0,00200620405681486;0,000205725566240819;0,000229666995000025;9,02799696459123e-07;0,000348550532102202;1,72289685813468e-05;3,39112648009697e-06;0,000144991416508143;1,15662901466693;0,000193968165332176
"jair";0,149040257990721;2,3848229872296;1,21525848450445;0,723062019887704;-4,91354509388769;-0,425388423164424;0,0263332095677962;0,421362954891857;0,214718202873015;0,127754366215619;-0,868150756195129;-0,0751598436953898;0,00167082774556289;0,260051892654846;0,056517159232877;0,0158828840563124;0,661900623967689;0,00397661234271131;3,22069411768961e-06;0,000824621381074952;0,000214131035145926;7,58042216576705e-05;0,00350051695089834;2,6236966803101e-05;0,000144991416508143;2,28512428365079;0,000757115162583305
"item";1,17723473381676;-1,69511327977029;-2,49272063111582;-1,00104732531981;-1,42050831131692;0,49063895926326;0,317665949016159;-0,457410704288597;-0,672637701020141;-0,270123399754617;-0,383311083029996;0,132394403717045;0,184675360201465;0,232757402502408;0,421258372993135;0,0539319115610615;0,0980051246642011;0,00937182807772804;0,0001929033014204;0,0003999548598228;0,000864889733882582;0,000139483470634708;0,000280867238322339;3,35071574741708e-05;0,000139191759847817;1,71684331201995;0,000410274805088984
"influenciar";0,291246221089713;0,817253541058267;-0,81997819367239;-0,571339730614339;0,222890497453541;-0,331463611071151;0,210679401999801;0,591178442309604;-0,593149380099811;-0,413291243176262;0,161232775962733;-0,239771541425954;0,0835744270765257;0,400027327893283;0,337035715611917;0,129895897670192;0,0178407999669732;0,0316258317811057;1,2298804299146e-05;9,68402528610106e-05;9,74870432912812e-05;4,73294158264605e-05;7,20319877961988e-06;1,59299351401672e-05;0,000144991416508143;0,631387044307458;5,78007701537065e-05
"haddad";0,309364327550065;1,90857506427467;0,879186617935672;1,02456176439144;-5,01562466655761;-0,718772694469884;0,0553547811901692;0,341502706225365;0,157313492627162;0,183325571932735;-0,897449321801269;-0,128610514156354;0,00768889800080435;0,177895659333186;0,0315939756383295;0,0340607098197703;0,736634571814889;0,0121261853930201;1,22113993268402e-05;0,000464775745089799;9,86250197272865e-05;0,000133937211752214;0,00320977820667184;6,59186197915657e-05;0,000127592446527166;2,21110952536104;0,000623800151539991
"gosto";-0,165390197531077;1,81712365327246;-0,899211571814017;-0,0152076789147984;0,697214153593577;3,17920246743667;-0,0430909111926088;0,473435035074794;-0,234281393715146;-0,00396222237681382;0,181652804236391;0,828312277466717;0,00490552347971188;0,359963129978095;0,0737748118858195;1,67511825073202e-05;0,0317743462364736;0,529565437237391;3,49015324819113e-06;0,000421302395073826;0,000103168885534805;2,9508751423603e-08;6,20236548935564e-05;0,00128961874934475;0,000127592446527166;1,47992312902352;0,000279449463485437
"fraude";1,02566198289294;-0,666732005753581;1,19724587533325;0,465774450593643;0,98143923976824;-0,951285187129866;0,458002392624786;-0,297724649024587;0,534622014473184;0,207988417581478;0,438255027023483;-0,424789939610616;0,381906046748766;0,098101094856251;0,264748328385803;0,0318092271080728;0,127453938679868;0,0959813642212372;0,000152528433273773;6,4453261653858e-05;0,000207830360912993;3,14552844769014e-05;0,000139659064480128;0,000131209040976416;0,000144991416508143;1,04015500242585;0,000156869465543011
"fiscalização";0,447533291041311;-0,112577186192684;0,0197214186959363;1,59394943092053;1,69752009509253;-1,76199449964343;0,151378467129643;-0,0380793166022676;0,00667078447922022;0,539154575458485;0,57418742931719;-0,595995944405088;0,0627531951544865;0,00241384376700953;6,19983263306002e-05;0,321505199955955;0,329073874405348;0,284191888390871;2,78781672978611e-05;1,76406386828686e-06;5,4136457390678e-08;0,000353640994988896;0,000401091422063232;0,000432138164075584;0,000139191759847817;1,11964281253424;0,00017449079399521
"etapa";0,867615331237464;-0,421481274122947;0,0129992115469634;1,00781719531202;-0,140290859073576;-0,207279218484301;0,612134135357918;-0,297370350679279;0,00917141598833418;0,711051643786961;-0,0989802976339046;-0,146243018785275;0,583180387417698;0,0836620058049844;6,66041066041826e-05;0,317808696543617;0,00555757882478209;0,00972472730231327;0,000100411754448109;2,36966355149803e-05;2,25405310129812e-08;0,0001354857588319;2,62536003230898e-06;5,73114828304436e-06;0,000133392103187491;0,71202924832996;6,76278822030491e-05
"estrada";-0,163819455827751;1,18302515696806;-0,853430354412366;0,386390593765905;1,49461434420399;1,64363206243107;-0,06088543996144;0,439685303577051;-0,317187493648372;0,143606638048751;0,555491113431739;0,610875312399203;0,00921612071098698;0,292165132875733;0,127254127379927;0,0207073279555338;0,279610770015372;0,271046521062445;3,73546338435954e-06;0,000194805621772278;0,000101379395420463;2,0781008344653e-05;0,000310936580230175;0,000376030207857572;0,000139191759847817;1,06945735809901;0,000159199049894507
"endereço";0,953363523179488;-0,886946245559167;-0,602660718503308;0,18761047169732;0,326039771205108;0,748897067181585;0,573740794852676;-0,533770415530056;-0,362685409346708;0,112905285903246;0,196213000536192;0,450691460435398;0,508132154421803;0,267348310501571;0,103305607227502;0,00794744516839581;0,0216610338819016;0,0916054487988274;0,000121240350348976;0,000104936051696774;4,84480040911894e-05;4,69509377512001e-06;1,41798383367282e-05;7,48125365167443e-05;0,000133392103187491;0,838189591435437;9,37161949460992e-05
"edição";0,313169891030876;0,297681379911314;-0,0832270361268889;1,38225651903222;0,237443985898752;0,19304812679484;0,211240102335286;0,200792754848759;-0,0561384990448306;0,932362966225242;0,160161284071863;0,130215283230267;0,102313891516373;0,0561954522620858;0,00367639331979195;0,805018144304347;0,0214375601595666;0,0113585584378358;1,25136777609984e-05;1,13065030785151e-05;8,83799644679756e-07;0,000243782349655244;7,19361702355073e-06;4,75506161380045e-06;0,000127592446527166;0,613599180046923;4,80390605866564e-05
"dispor";-0,345255148675157;-0,418513469778176;-1,38778691739803;-0,0809076307160976;-0,630212656375572;-1,50158531459199;-0,156309207553524;-0,18947583855745;-0,628300183629508;-0,0366297438019245;-0,28531954204382;-0,679820739816738;0,0592543574352705;0,0529275846199484;0,487084212242283;0,00131423402523711;0,0719602417804588;0,327459369896804;1,65918133466392e-05;2,43799273028026e-05;0,000268076721769749;9,11155482961873e-07;5,52825117973305e-05;0,000313843797661347;0,000139191759847817;0,888898326223239;0,00010998100974748
"determinação";-1,11305160287892;-0,782714636282334;0,283455452040488;0,114529265540021;-0,239514127181908;0,440948271708458;-0,750966889753311;-0,528091217382022;0,191245094703502;0,077271966641853;-0,16159823918006;0,29750422288644;0,713975038331802;0,214626117217386;0,0235581166900362;0,00305308682610205;0,0120501681010381;0,0327374728336355;0,000179627527297726;8,8827860658984e-05;1,16496243695015e-05;1,90184554718842e-06;8,31772507303378e-06;2,81914609223015e-05;0,000144991416508143;0,825554703877582;9,8817532520763e-05
"desemprego";-0,354870437494195;2,16246615317611;-1,66002714941652;-0,273491318439421;1,72292941028179;-3,22569194111619;-0,0774275482653461;0,471818542083995;-0,362193687196992;-0,0596718126427981;0,375918042129277;-0,703798885653858;0,0147762273144818;0,33353835795194;0,164502616906626;0,00354458000929675;0,126951341860265;0,356686875957389;1,75288397077885e-05;0,00065089683992469;0,000383569359736454;1,04111958328399e-05;0,000413188756017348;0,00144830257954558;0,000139191759847817;1,82961668127769;0,000465944026410649
"desejar";-1,21650730166979;0,827937167875733;-0,306702359280246;-0,228382339814613;0,845507040564426;1,49284461685232;-0,530671540817128;0,361167328772554;-0,133791398825222;-0,0996262069273953;0,368831755775065;0,651216932227354;0,514356150188884;0,144827983999835;0,016633637792477;0,00732172322292524;0,0905622827225351;0,226298222073341;0,000214571349553412;9,93887095111599e-05;1,36388114746308e-05;7,56253380318244e-06;0,00010365177638322;0,000323125703217786;0,000144991416508143;1,06305276774351;0,000163852072073368
"descrever";0,6535263632222;-0,718834979754492;-0,968826901990263;0,0286363900858266;-0,174498078347783;0,966924533419184;0,387206735979973;-0,42590132836666;-0,574018621987393;0,01696672660719;-0,10338807300548;0,572891490831724;0,284100753592775;0,208942985865408;0,317655991420598;0,00022031114935534;0,00738254098609536;0,181697416985769;5,94483423318937e-05;7,19236850719585e-05;0,000130648944372484;1,14143205653175e-07;4,23833053594427e-06;0,000130136368950203;0,000139191759847817;0,76842058393698;8,2188585415216e-05
"descartar";-0,361903556212083;0,732743045180534;0,632233646501754;-0,404892766245206;-1,10690730704564;-0,252878691210184;-0,227944548997306;0,461517385219363;0,398211653185056;-0,255021254723315;-0,697184325921572;-0,159275360049667;0,109859570450093;0,273765573941066;0,170579137439511;0,0555374589383434;0,37458735352481;0,0156709057061786;1,82305271654459e-05;7,47337777006138e-05;5,56376444720788e-05;2,28188399050288e-05;0,000170543838870371;8,90098350134679e-06;0,000139191759847817;0,684299107376357;6,51786667780929e-05
